年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,日立市消防本部,宇都宮市中央生涯学習センター,栃木県庁那須庁舎,日光市役所第４庁舎,群馬県衛生環境研究所,館林保健福祉事務所,さいたま市役所,飯能市役所,熊谷市保健センター,東邦大学,千葉県環境研究センター,印旛健康福祉センター成田支所,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁第二分庁舎,川崎生命科学・環境研究センター,神奈川県環境科学センター
2018,2,11,9,12,4,0,0,0,0,4,8,0,4,8,4,4,4,0,4,12,4,0,12
2018,2,11,10,0,4,16,4,4,0,8,0,0,0,0,8,0,8,0,4,4,4,0,12
2018,2,11,11,0,8,12,8,0,0,16,20,12,0,4,8,12,4,4,0,4,0,0,0
2018,2,11,12,0,8,0,4,0,0,16,12,36,4,4,4,0,12,4,0,16,4,4,12
2018,2,11,13,0,4,8,12,0,4,41,8,4,4,0,4,0,0,0,0,8,4,0,4
2018,2,11,14,0,4,4,12,4,4,73,16,4,4,8,0,4,8,0,0,0,0,0,4
2018,2,11,15,0,8,8,0,0,4,65,8,0,0,0,4,0,24,4,0,20,0,0,24
2018,2,11,16,0,8,4,0,4,4,36,16,8,8,16,0,16,20,4,4,4,20,12,4
2018,2,11,17,0,4,4,0,8,8,28,86,4,20,12,20,8,8,4,8,12,16,32,8
2018,2,11,18,0,4,24,8,4,0,8,41,20,36,8,4,4,4,8,16,24,12,16,16
2018,2,11,19,0,0,16,0,0,4,4,32,16,20,4,8,4,8,0,12,53,20,36,28
2018,2,11,20,4,12,4,0,8,4,4,65,4,12,8,0,12,12,4,4,36,12,20,24
2018,2,11,21,4,20,12,4,4,0,0,41,8,4,16,8,4,4,8,8,12,12,,45
2018,2,11,22,4,20,4,16,4,0,0,53,0,12,4,4,8,12,4,4,12,8,,32
2018,2,11,23,0,12,0,16,4,4,0,241,4,12,0,0,12,12,0,8,4,4,,12
2018,2,11,24,4,8,8,57,4,0,0,24,0,4,8,0,4,8,4,4,4,0,,28
2018,2,12,1,0,4,4,12,0,0,4,24,0,4,0,8,20,12,8,0,4,4,,28
2018,2,12,2,0,12,8,12,0,0,0,4,0,0,0,8,4,12,0,0,8,4,,32
2018,2,12,3,0,0,0,0,0,0,8,4,0,8,0,4,0,8,0,0,8,0,,8
2018,2,12,4,0,8,0,0,0,0,4,0,0,0,4,4,4,8,4,4,0,0,,0
2018,2,12,5,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,,0
2018,2,12,6,0,8,4,4,8,0,4,4,0,0,16,0,4,4,0,0,4,0,,0
2018,2,12,7,0,12,4,4,0,0,4,0,0,0,0,4,8,16,0,0,8,0,,0
2018,2,12,8,4,20,8,4,0,0,12,0,12,8,4,0,4,8,4,4,4,0,,0
2018,2,12,9,8,0,24,20,4,0,8,0,16,8,12,4,0,20,0,0,20,8,4,12
2018,2,12,10,0,12,28,4,0,4,8,8,0,8,20,4,4,16,4,0,8,0,4,4
2018,2,12,11,8,8,16,4,4,0,4,12,0,16,8,4,0,12,0,4,0,0,0,0
2018,2,12,12,0,8,16,8,0,0,4,73,0,8,8,4,4,20,0,4,4,0,4,0
2018,2,12,13,8,4,12,4,0,4,4,36,0,4,12,4,4,24,0,4,12,4,4,12
2018,2,12,14,24,16,28,0,0,0,4,57,4,16,4,0,4,24,0,0,0,0,8,4
2018,2,12,15,12,12,16,4,0,0,4,32,0,8,0,4,0,20,0,8,8,0,0,0
2018,2,12,16,4,28,12,4,0,0,8,4,4,4,4,0,0,16,0,0,8,0,8,0
2018,2,12,17,0,32,20,4,0,0,0,8,0,4,8,0,0,20,0,12,8,8,12,0
2018,2,12,18,8,12,16,0,0,0,4,4,4,4,0,8,0,28,4,8,0,4,8,0
2018,2,12,19,0,16,4,8,0,4,4,4,8,8,0,8,0,28,0,0,0,0,,0
2018,2,12,20,4,16,12,12,0,4,0,12,0,4,0,4,0,49,0,8,0,0,,4
2018,2,12,21,12,8,8,0,4,0,0,4,4,4,0,0,0,16,0,0,4,0,,0
2018,2,12,22,0,0,0,4,0,0,8,0,4,0,4,4,12,4,0,16,4,0,,4
2018,2,12,23,4,4,0,0,0,0,8,4,0,4,8,0,0,8,0,16,4,4,,0
2018,2,12,24,0,8,0,4,0,0,0,0,4,0,8,4,0,12,0,12,0,0,,4
2018,2,13,1,0,16,0,0,0,0,0,4,0,0,32,4,0,4,0,12,4,4,,0
2018,2,13,2,0,8,12,4,4,0,0,8,4,0,12,16,0,0,0,0,0,0,,8
2018,2,13,3,0,8,4,0,8,0,0,8,4,0,20,8,4,4,0,4,0,0,,0
2018,2,13,4,4,8,0,0,0,0,0,0,0,0,36,8,4,4,0,0,4,0,,0
2018,2,13,5,0,4,0,8,0,0,0,4,4,0,12,4,4,4,0,4,4,0,,4
2018,2,13,6,4,0,4,4,4,0,0,0,4,0,8,8,4,0,0,8,0,0,,4
2018,2,13,7,0,0,0,8,0,4,0,12,12,0,28,4,12,0,0,12,16,8,,0
2018,2,13,8,4,8,12,12,4,4,8,20,12,12,4,0,4,8,0,12,4,4,,8
2018,2,13,9,4,20,12,8,0,0,12,8,0,12,16,0,16,8,0,16,0,4,4,0
2018,2,13,10,0,12,20,20,0,8,0,8,0,12,4,12,4,20,0,4,,12,4,0
2018,2,13,11,0,4,20,20,0,0,8,12,12,8,16,4,4,12,0,0,,24,4,4
2018,2,13,12,4,4,24,24,0,12,12,8,0,8,16,0,4,8,0,0,,0,0,0
2018,2,13,13,4,4,20,0,0,0,0,4,4,4,20,4,,4,0,0,,0,8,0
2018,2,13,14,4,12,36,12,0,0,4,20,4,12,8,0,,20,0,8,4,4,0,0
2018,2,13,15,4,8,36,16,0,0,0,4,4,20,0,4,,20,0,0,16,0,4,12
2018,2,13,16,0,12,8,0,0,0,8,0,0,16,4,12,,24,0,8,4,4,8,0
2018,2,13,17,4,12,8,8,4,4,4,8,4,12,0,4,4,20,0,0,4,0,16,0
2018,2,13,18,0,12,16,4,0,4,4,8,8,12,4,20,4,45,4,8,0,0,8,4
2018,2,13,19,4,16,12,4,0,0,0,4,0,12,8,4,12,24,0,24,0,4,,8
2018,2,13,20,12,12,4,4,0,4,0,4,0,0,8,12,4,28,0,12,4,12,,0
2018,2,13,21,16,20,8,4,0,0,12,0,0,0,0,4,12,41,0,4,0,4,,4
2018,2,13,22,0,16,4,12,4,0,0,0,0,0,0,0,4,28,0,4,8,0,,12
2018,2,13,23,0,0,0,0,0,8,8,0,0,8,8,4,4,41,0,8,0,4,,8
2018,2,13,24,0,8,0,4,0,4,0,8,8,0,12,0,8,12,0,8,0,0,,16
2018,2,14,1,0,12,4,0,0,0,0,0,8,0,0,0,16,4,0,4,4,4,,16
2018,2,14,2,0,16,0,8,0,0,0,4,8,4,4,0,12,4,0,4,0,0,,12
2018,2,14,3,0,8,4,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,,4
2018,2,14,4,0,4,8,12,4,4,0,0,0,0,4,0,0,4,0,12,4,0,,0
2018,2,14,5,0,12,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,4,,4
2018,2,14,6,0,4,8,4,4,4,0,0,4,0,4,0,4,4,0,4,0,0,,0
2018,2,14,7,4,16,8,4,0,0,0,0,0,0,8,0,8,12,0,0,4,4,,12
2018,2,14,8,8,8,20,20,0,0,0,4,12,0,0,0,16,20,0,4,4,0,,16
2018,2,14,9,4,24,24,0,4,12,0,8,12,8,20,4,0,8,0,12,0,4,4,20
2018,2,14,10,4,20,24,16,0,0,8,0,4,0,16,0,0,4,4,0,4,8,4,24
2018,2,14,11,0,12,28,20,0,0,8,0,8,8,24,8,0,8,0,8,4,4,12,8
2018,2,14,12,0,8,41,12,4,4,4,4,12,0,8,4,4,16,0,0,8,4,4,4
2018,2,14,13,0,12,28,4,0,8,0,8,4,8,0,0,0,0,0,12,12,0,8,4
2018,2,14,14,0,8,28,4,0,4,0,4,0,0,20,0,8,8,4,4,8,0,12,0
2018,2,14,15,8,8,24,12,0,4,41,4,4,12,0,4,4,20,0,4,4,4,0,12
2018,2,14,16,0,8,16,36,0,4,12,0,0,4,8,,4,20,0,12,8,8,8,4
2018,2,14,17,0,16,24,12,4,8,16,4,8,16,16,0,12,8,4,24,24,8,8,0
2018,2,14,18,12,24,28,110,8,8,28,0,12,16,4,8,8,20,0,8,12,12,8,16
2018,2,14,19,4,24,24,24,8,12,61,16,4,4,28,8,0,24,0,16,12,0,0,53
2018,2,14,20,8,12,4,41,4,8,32,24,16,4,12,0,16,16,0,16,8,4,8,57
2018,2,14,21,8,32,20,24,12,0,0,4,16,0,8,0,8,16,0,12,0,0,8,53
2018,2,14,22,4,36,16,24,4,0,4,4,16,0,20,0,12,12,0,24,8,12,4,24
2018,2,14,23,0,24,28,4,0,4,4,0,20,4,8,0,12,36,0,12,4,4,0,65
2018,2,14,24,4,20,12,4,0,0,8,8,12,0,12,0,8,32,0,4,16,4,,69
2018,2,15,1,4,16,32,0,0,8,20,16,8,0,4,0,4,12,0,8,4,12,12,0
2018,2,15,2,4,12,36,4,0,8,16,12,12,4,12,4,4,16,0,4,20,20,4,8
2018,2,15,3,0,24,45,8,0,0,12,4,4,0,8,8,12,8,0,8,12,16,8,0
2018,2,15,4,0,12,28,24,0,4,12,12,0,0,20,0,4,16,0,4,16,53,8,0
2018,2,15,5,8,20,28,8,0,0,53,12,20,0,8,0,0,4,4,8,24,20,16,0
2018,2,15,6,12,28,8,4,0,0,16,24,16,8,0,4,8,20,0,8,16,4,4,0
2018,2,15,7,12,24,4,4,4,0,20,4,4,36,12,8,0,36,0,16,24,4,24,28
2018,2,15,8,4,8,8,8,4,8,86,0,12,16,24,4,12,36,0,20,8,12,24,20
2018,2,15,9,0,8,4,4,4,0,86,12,4,20,20,0,8,32,4,32,36,4,28,28
2018,2,15,10,4,20,20,4,4,0,24,4,16,36,8,8,8,36,0,8,12,4,4,41
2018,2,15,11,0,4,0,12,4,4,20,4,8,16,8,12,8,45,4,4,16,4,12,32
2018,2,15,12,0,20,4,4,0,0,16,0,4,4,24,4,20,28,0,20,20,4,20,28
2018,2,15,13,4,16,4,4,4,8,20,4,12,12,36,0,12,12,8,16,12,12,4,20
2018,2,15,14,0,12,16,32,0,4,69,4,0,4,16,24,16,16,4,8,36,4,8,16
2018,2,15,15,4,16,24,12,0,8,122,16,12,24,8,4,12,28,8,4,12,4,16,12
2018,2,15,16,0,16,4,28,8,12,463,8,4,12,4,4,4,20,0,24,28,20,20,20
2018,2,15,17,0,4,4,12,4,16,254,20,12,106,12,0,4,24,0,16,53,4,0,20
2018,2,15,18,4,0,28,16,8,4,180,32,4,77,32,0,12,24,0,69,110,4,0,4
2018,2,15,19,0,8,20,16,0,4,69,12,8,32,41,4,4,20,0,12,86,0,0,45
2018,2,15,20,4,8,49,12,0,4,61,4,16,16,20,0,8,8,0,16,49,0,8,53
2018,2,15,21,0,12,28,28,0,0,24,0,4,16,12,4,4,20,0,12,20,4,,94
2018,2,15,22,0,24,12,8,0,4,4,0,4,12,12,0,8,20,0,8,12,0,8,20
2018,2,15,23,0,0,4,12,0,0,16,4,0,4,0,4,4,12,4,0,24,0,4,16
2018,2,15,24,0,12,0,12,0,0,0,0,0,4,0,16,4,4,4,0,12,4,4,0
2018,2,16,1,0,16,0,0,0,0,0,0,8,0,4,12,12,8,8,0,12,0,0,0
2018,2,16,2,0,8,4,12,0,0,0,4,8,8,4,12,4,8,0,0,4,8,,12
2018,2,16,3,4,12,8,12,0,0,0,0,0,0,8,8,8,4,4,0,0,4,,0
2018,2,16,4,0,16,12,0,0,0,0,12,4,8,0,8,4,8,4,0,0,0,,4
2018,2,16,5,0,0,4,8,0,4,0,0,0,0,0,8,4,12,16,0,0,4,,8
2018,2,16,6,0,4,8,4,0,0,4,0,0,12,8,12,0,8,12,8,8,4,,4
2018,2,16,7,0,16,12,4,8,4,4,8,0,12,0,4,8,8,12,8,0,4,,12
2018,2,16,8,8,12,24,4,4,4,4,4,0,28,4,4,8,8,20,16,0,0,,24
2018,2,16,9,0,20,0,8,4,0,4,0,4,12,4,0,12,16,4,4,12,8,0,16
2018,2,16,10,0,12,0,20,0,0,16,4,4,0,8,12,12,4,0,4,20,0,,16
2018,2,16,11,,,,,,,,,,,,,,,12,,,,,
2018,2,16,12,4,4,0,4,4,0,28,4,4,0,4,20,8,20,4,4,8,4,16,32
2018,2,16,13,4,16,16,4,0,0,8,8,4,8,4,4,4,32,0,4,20,12,4,12
2018,2,16,14,0,4,4,20,0,0,8,16,4,4,28,0,0,8,8,12,24,0,4,24
2018,2,16,15,0,0,0,8,0,4,20,8,8,4,8,4,4,8,0,0,8,0,0,32
2018,2,16,16,0,0,4,12,8,0,32,0,8,20,16,8,0,16,0,12,16,12,0,24
2018,2,16,17,0,0,4,24,8,4,16,20,16,28,4,4,4,8,0,8,0,4,0,16
2018,2,16,18,4,0,0,12,4,0,28,0,0,16,4,4,4,12,0,0,24,12,0,16
2018,2,16,19,0,8,16,4,0,4,49,12,0,8,8,0,0,8,0,0,45,8,0,0
2018,2,16,20,0,8,0,8,0,12,12,0,0,8,12,0,16,4,0,0,4,0,0,49
2018,2,16,21,0,8,8,8,4,4,8,0,4,0,4,4,4,12,0,4,0,0,0,0
2018,2,16,22,0,4,0,0,0,32,8,4,0,8,0,4,4,0,0,16,8,0,0,0
2018,2,16,23,4,0,0,12,4,8,16,0,4,0,8,0,0,4,0,0,12,16,0,0
2018,2,16,24,0,0,0,4,0,32,28,28,0,0,8,0,0,8,0,0,8,4,0,4
2018,2,17,1,0,0,4,12,0,20,41,28,0,4,8,0,0,4,0,0,16,8,0,0
2018,2,17,2,0,0,0,41,4,16,49,20,0,0,12,0,4,4,0,0,0,4,20,0
2018,2,17,3,0,4,4,24,4,12,24,4,4,4,8,4,4,0,0,0,16,0,4,4
2018,2,17,4,0,0,0,20,8,24,16,8,12,8,4,8,0,0,0,4,4,0,12,4
2018,2,17,5,0,4,0,24,8,4,16,8,4,24,4,0,0,4,0,20,8,4,4,12
2018,2,17,6,8,4,24,8,0,0,12,12,20,8,16,4,8,8,0,16,0,16,4,0
2018,2,17,7,0,8,0,4,4,0,16,8,20,0,4,0,12,4,0,24,0,8,0,8
2018,2,17,8,4,8,12,4,4,4,8,4,0,4,12,4,8,8,0,4,0,0,8,8
2018,2,17,9,4,8,28,20,12,8,20,0,4,16,12,0,4,24,4,16,12,4,4,20
2018,2,17,10,0,8,32,16,4,12,12,8,8,8,24,8,0,12,0,32,8,12,16,16
2018,2,17,11,0,4,16,16,4,4,0,4,8,8,12,0,8,8,0,4,16,0,0,8
2018,2,17,12,4,16,28,45,12,,20,4,4,4,4,16,4,24,4,4,8,8,0,20
2018,2,17,13,16,24,41,65,0,20,139,159,8,4,41,4,4,4,4,8,28,0,8,45
2018,2,17,14,0,77,32,24,8,12,176,110,8,172,41,4,4,16,0,8,32,4,12,102
2018,2,17,15,12,168,8,20,4,8,188,135,20,225,8,0,16,114,4,98,90,32,98,61
2018,2,17,16,20,184,0,16,0,0,77,65,36,172,4,16,20,77,16,28,65,36,114,180
2018,2,17,17,12,245,16,16,4,0,45,69,12,65,4,12,16,114,16,36,32,57,94,82
2018,2,17,18,8,315,8,12,41,4,4,20,8,61,8,24,24,69,4,61,24,12,94,45
2018,2,17,19,8,73,4,8,28,4,12,28,8,8,0,4,24,77,0,28,24,28,24,20
2018,2,17,20,0,49,4,16,4,20,24,28,0,0,0,0,8,45,0,8,0,16,24,61
2018,2,17,21,4,24,131,28,-9998,69,20,24,4,20,0,4,28,57,8,0,8,4,24,4
2018,2,17,22,65,41,4,41,16,4,53,86,8,0,0,0,8,45,16,0,4,8,16,32
2018,2,17,23,0,24,16,28,12,4,28,8,0,8,0,8,4,32,4,8,8,0,12,20
2018,2,17,24,0,12,12,24,36,164,12,20,0,4,8,0,16,24,0,4,4,0,0,12
2018,2,18,1,4,28,8,16,8,110,8,4,0,20,4,0,12,12,0,0,4,4,12,8
2018,2,18,2,0,12,0,4,28,36,16,16,0,0,0,0,8,0,0,0,4,8,4,4
2018,2,18,3,0,4,0,0,0,8,0,4,0,0,0,4,8,12,0,4,4,16,4,4
2018,2,18,4,0,8,12,4,4,4,0,0,4,0,0,0,0,4,4,8,4,8,0,4
2018,2,18,5,0,4,0,4,0,0,4,4,0,4,4,4,4,0,0,4,8,4,0,8
2018,2,18,6,0,8,4,0,0,0,8,0,0,0,8,0,0,16,0,8,4,8,0,20
2018,2,18,7,0,12,0,0,0,0,0,4,0,0,16,0,8,8,0,0,4,0,0,4
2018,2,18,8,0,24,8,8,0,0,0,4,4,8,0,4,8,4,0,4,0,0,16,8
2018,2,18,9,0,8,0,12,4,0,16,16,4,4,0,0,0,16,0,8,8,4,12,16
2018,2,18,10,0,12,0,0,0,0,0,32,4,12,0,8,0,4,0,8,4,4,4,4
2018,2,18,11,8,41,16,16,0,0,4,135,0,4,4,4,0,12,8,4,4,0,0,16
2018,2,18,12,4,340,8,4,0,0,8,32,8,36,4,8,4,57,0,0,0,4,4,0
2018,2,18,13,4,418,24,4,4,4,8,385,4,32,4,0,0,24,8,8,4,16,0,0
2018,2,18,14,8,311,16,0,4,0,12,196,4,36,12,0,4,36,4,4,0,4,8,4
2018,2,18,15,8,717,36,4,8,0,8,434,4,73,0,4,0,45,0,4,12,0,0,0
2018,2,18,16,0,459,4,8,0,0,8,360,16,45,0,8,20,73,0,4,16,8,8,12
2018,2,18,17,8,73,8,4,4,8,12,241,8,41,0,12,20,98,8,8,36,8,20,8
2018,2,18,18,0,53,24,12,0,0,16,28,4,20,0,16,12,49,4,8,61,24,20,8
2018,2,18,19,12,0,4,0,0,0,16,16,8,12,4,20,24,57,12,8,24,8,4,28
2018,2,18,20,0,4,8,4,0,4,16,0,8,12,4,4,4,4,4,0,20,4,8,16
2018,2,18,21,0,0,8,8,0,4,8,0,0,16,4,0,8,12,0,8,32,0,4,20
2018,2,18,22,0,8,0,4,4,0,0,4,0,20,0,0,4,12,4,12,24,0,4,28
2018,2,18,23,0,28,24,0,0,0,12,4,4,8,4,0,4,20,8,4,4,0,4,32
2018,2,18,24,0,8,0,4,0,0,4,4,0,12,4,0,0,28,0,8,12,0,4,8
2018,2,19,1,0,12,4,0,0,0,0,8,0,16,0,4,8,4,8,4,12,0,8,8
2018,2,19,2,0,8,8,0,0,4,0,0,0,4,0,0,8,0,0,4,4,0,0,12
2018,2,19,3,0,4,8,0,0,0,0,0,0,0,0,8,0,0,4,0,4,8,4,4
2018,2,19,4,0,4,8,0,0,0,0,8,0,0,0,0,8,0,4,4,12,4,0,4
2018,2,19,5,0,12,4,4,0,0,0,4,0,4,0,0,4,0,0,0,20,4,0,4
2018,2,19,6,0,8,0,0,0,0,0,0,0,4,0,4,8,0,0,12,8,0,0,0
2018,2,19,7,0,8,4,0,0,0,0,4,4,0,4,0,4,8,0,12,20,4,4,32
2018,2,19,8,4,16,4,0,4,0,0,4,0,16,8,4,20,8,0,16,0,0,0,12
2018,2,19,9,8,20,12,4,4,16,0,0,4,0,20,4,4,12,4,4,4,4,4,20
2018,2,19,10,0,4,4,4,0,0,4,8,0,0,8,12,16,4,4,16,8,8,16,28
2018,2,19,11,0,4,8,16,0,0,4,8,4,0,8,4,28,8,0,12,8,4,4,12
2018,2,19,12,8,20,16,12,0,12,0,12,0,8,16,36,12,12,4,8,4,8,8,28
2018,2,19,13,4,16,24,8,0,0,16,4,4,8,4,8,4,24,4,8,49,8,0,4
2018,2,19,14,4,32,4,12,0,0,4,4,8,8,12,4,0,8,0,4,24,8,0,4
2018,2,19,15,4,16,16,20,8,0,8,0,4,8,12,8,8,41,0,4,36,8,0,8
2018,2,19,16,0,12,12,28,4,4,0,0,12,4,16,4,8,8,0,4,12,4,4,20
2018,2,19,17,0,32,41,20,0,0,8,8,8,12,8,8,20,53,0,8,12,4,4,20
2018,2,19,18,0,12,4,20,4,0,53,16,12,20,20,16,28,12,4,4,0,16,4,8
2018,2,19,19,8,20,16,24,0,16,20,4,8,4,8,16,8,49,0,8,4,16,12,4
2018,2,19,20,12,32,16,8,0,16,36,16,32,0,16,0,0,45,4,12,12,0,8,16
2018,2,19,21,0,8,16,8,0,8,4,16,12,4,32,4,4,20,0,24,4,8,0,4
2018,2,19,22,8,20,0,12,12,4,4,32,0,4,8,4,4,12,0,20,4,0,4,12
2018,2,19,23,4,12,12,0,0,8,0,16,0,16,4,4,0,77,4,16,4,4,4,4
2018,2,19,24,0,8,4,0,4,8,0,4,8,16,8,4,4,65,0,4,4,0,4,12
2018,2,20,1,8,16,12,0,0,4,0,12,4,8,8,32,16,20,0,8,4,8,4,20
2018,2,20,2,0,4,16,0,0,20,12,0,0,12,0,4,4,45,0,8,20,8,4,4
2018,2,20,3,0,0,8,4,0,8,16,0,0,8,8,4,4,28,0,4,12,8,4,12
2018,2,20,4,0,8,0,12,4,0,4,0,4,16,4,0,0,36,8,4,0,20,4,20
2018,2,20,5,8,8,12,8,4,0,4,12,0,4,4,0,4,0,0,0,4,0,0,12
2018,2,20,6,0,20,16,8,0,0,4,0,4,4,8,4,12,0,4,0,4,0,0,0
2018,2,20,7,4,16,0,16,0,0,4,4,8,4,4,4,8,8,0,8,0,8,4,28
2018,2,20,8,8,8,0,8,8,4,0,28,12,0,4,0,8,4,0,4,0,4,4,16
2018,2,20,9,4,41,20,16,4,12,0,41,8,16,4,0,4,24,8,12,4,0,4,4
2018,2,20,10,0,4,8,20,0,0,12,16,0,12,0,8,0,20,16,12,8,4,8,28
2018,2,20,11,0,16,20,12,4,0,0,12,4,41,8,12,4,24,4,16,12,12,12,12
2018,2,20,12,0,4,8,12,0,8,12,0,4,32,8,16,4,16,8,8,12,8,20,16
2018,2,20,13,4,16,28,12,12,0,12,8,0,12,12,8,16,24,4,16,12,8,8,4
2018,2,20,14,8,8,16,4,4,0,8,4,0,8,16,16,12,8,20,24,8,0,4,20
2018,2,20,15,0,0,8,16,0,0,0,0,12,4,8,20,12,28,12,8,24,12,4,4
2018,2,20,16,0,28,0,12,0,0,0,0,12,8,12,4,32,98,4,0,20,0,4,49
2018,2,20,17,0,20,4,20,12,0,12,8,8,8,20,12,16,41,16,8,32,32,24,49
2018,2,20,18,0,20,20,16,4,8,16,0,8,28,12,8,0,24,32,12,24,45,45,32
2018,2,20,19,0,8,4,4,4,8,41,12,32,24,12,16,8,8,8,49,16,32,12,41
2018,2,20,20,0,12,16,16,0,16,4,20,12,41,41,0,8,4,4,77,16,28,32,4
2018,2,20,21,4,8,8,20,0,12,4,16,8,16,20,0,12,12,0,94,8,45,8,20
2018,2,20,22,0,8,12,0,4,8,24,28,32,20,32,4,4,32,0,61,4,12,20,8
2018,2,20,23,0,12,8,8,0,16,4,24,12,77,41,12,12,16,0,28,20,36,16,73
2018,2,20,24,0,28,8,32,0,8,4,32,20,61,28,12,20,12,0,4,20,24,4,53
2018,2,21,1,0,20,28,20,0,4,0,32,32,131,32,8,16,4,4,16,8,4,20,32
2018,2,21,2,8,20,28,36,8,0,0,12,12,184,8,12,20,24,4,8,16,8,16,28
2018,2,21,3,8,20,12,0,0,4,4,4,12,164,8,4,20,32,0,12,4,8,8,16
2018,2,21,4,12,49,12,8,0,0,4,0,0,311,0,8,8,32,0,4,4,4,4,4
2018,2,21,5,8,16,16,0,0,0,0,4,4,217,0,16,4,20,16,12,0,24,0,32
2018,2,21,6,0,12,16,4,0,4,0,0,0,122,0,8,16,24,12,0,20,8,0,45
2018,2,21,7,4,20,24,4,0,0,0,0,0,110,0,4,12,12,0,4,8,0,0,12
2018,2,21,8,4,32,20,4,4,12,4,8,0,69,8,12,16,16,16,8,45,4,0,16
2018,2,21,9,0,41,32,16,0,0,0,8,8,49,0,16,28,36,12,0,110,0,8,12
2018,2,21,10,4,12,28,12,0,0,12,0,0,28,4,20,24,32,16,24,45,8,0,24
2018,2,21,11,0,32,57,12,0,0,32,8,4,28,8,8,32,36,16,4,41,0,4,8
2018,2,21,12,0,24,12,12,0,4,28,4,0,24,12,8,12,24,8,16,36,4,0,8
2018,2,21,13,0,36,4,12,0,4,16,8,8,4,8,8,20,8,0,12,16,4,4,20
2018,2,21,14,12,12,4,16,0,0,8,4,0,8,8,16,8,41,4,4,32,8,8,12
2018,2,21,15,0,28,8,24,12,0,16,4,20,8,20,20,24,45,8,16,36,16,0,12
2018,2,21,16,4,20,8,45,0,4,12,12,16,8,28,20,20,53,16,8,20,4,0,8
2018,2,21,17,0,20,16,16,0,0,8,0,4,16,20,8,16,12,0,8,41,8,12,16
2018,2,21,18,0,61,20,8,0,4,28,12,4,28,16,8,20,45,12,12,20,8,4,20
2018,2,21,19,0,41,28,20,4,4,20,4,12,8,53,4,4,8,0,20,20,4,0,61
2018,2,21,20,4,12,8,12,4,20,0,20,4,16,61,20,16,20,4,4,12,8,0,24
2018,2,21,21,0,8,8,32,8,82,8,4,4,16,20,8,8,12,8,0,4,0,0,53
2018,2,21,22,8,12,24,155,0,16,0,4,12,16,24,8,28,16,8,0,8,0,4,45
2018,2,21,23,4,12,20,4,4,8,0,4,0,24,20,0,4,20,8,0,4,0,8,16
2018,2,21,24,0,73,16,4,0,0,8,4,8,45,41,4,4,49,4,8,16,4,0,16
2018,2,22,1,0,8,4,4,0,4,8,0,0,69,12,8,16,53,0,8,8,0,0,4
2018,2,22,2,0,20,8,0,0,0,0,4,4,61,20,24,16,24,0,8,28,0,8,4
2018,2,22,3,8,184,4,65,0,0,4,4,16,16,36,4,4,0,0,4,28,0,0,12
2018,2,22,4,73,352,131,12,0,0,8,4,4,8,69,-9998,-9998,-9998,0,4,28,4,0,4
2018,2,22,5,98,122,131,41,0,0,28,4,4,32,61,4,0,-9998,0,8,28,-9998,0,4
2018,2,22,6,69,135,450,41,0,0,16,0,0,12,8,12,4,12,0,4,32,-9998,-9998,8
2018,2,22,7,32,131,139,32,0,0,4,4,0,4,8,-9998,0,0,0,0,20,0,0,0
2018,2,22,8,57,-9998,53,143,4,12,4,0,8,28,0,0,8,0,0,4,12,-9998,-9998,-9998
2018,2,22,9,32,106,348,135,4,24,16,4,16,57,28,0,0,-9998,0,32,4,0,0,0
2018,2,22,10,57,110,114,53,0,20,16,4,16,20,4,-9998,-9998,-9998,0,12,4,-9998,0,0
2018,2,22,11,86,16,340,28,0,4,24,4,16,8,4,8,0,0,4,28,0,-9998,-9998,0
2018,2,22,12,16,45,143,16,0,0,16,4,0,0,4,-9998,4,0,0,0,8,-9998,-9998,8
2018,2,22,13,53,32,295,41,20,0,32,0,0,4,0,4,0,0,-9998,0,8,0,8,4
2018,2,22,14,8,57,172,36,0,8,8,4,0,0,4,0,0,-9998,0,0,0,0,0,20
2018,2,22,15,0,28,41,12,4,4,12,0,0,0,4,0,0,0,4,0,0,4,0,0
2018,2,22,16,0,8,65,16,4,4,4,0,0,8,4,0,4,0,0,4,0,0,0,12
2018,2,22,17,0,0,32,4,4,24,4,0,0,0,16,0,0,0,0,0,8,4,0,0
2018,2,22,18,0,0,12,4,0,12,4,0,4,0,4,0,0,0,0,0,4,0,0,4
2018,2,22,19,0,0,24,8,0,20,0,8,4,-9998,0,0,0,0,0,0,0,0,0,0
2018,2,22,20,0,0,16,49,0,-9998,4,4,0,-9998,0,0,0,0,0,-9998,-9998,0,0,0
2018,2,22,21,0,0,0,0,0,-9998,0,0,0,0,4,0,0,0,4,4,4,0,0,0
2018,2,22,22,0,0,20,36,-9998,-9998,-9998,0,4,-9998,-9998,0,4,0,0,0,4,0,0,12
2018,2,22,23,0,-9998,0,-9998,-9998,-9998,-9998,0,-9998,0,0,0,0,0,4,4,4,0,0,12
2018,2,22,24,0,-9998,0,98,-9998,8,-9998,0,0,0,0,0,0,0,0,0,0,0,0,12
