年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,旧笠間支所,宇都宮市中央生涯学習センター,栃木県林業センター,日光特別地域気象観測所,群馬県衛生環境研究所,群馬県林木育種場,さいたま市役所,飯能市役所,寄居町役場,東邦大学,千葉県環境研究センター,千葉県森林研究センター,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁分庁舎,川崎生命科学・環境研究センター,神奈川県自然環境保全センター
2016,5,14,10,65,16,278,53,41,16,557,24,77,32,94,4,77,69,24,12,12,28,127,36
2016,5,14,11,36,45,164,49,69,20,422,28,82,12,12,4,73,41,8,0,12,32,94,28
2016,5,14,12,77,20,118,32,32,32,651,24,77,16,24,0,61,49,16,12,12,16,139,41
2016,5,14,13,41,0,106,57,57,45,282,,28,28,16,4,53,16,16,8,32,24,143,28
2016,5,14,14,28,4,180,65,24,16,450,,24,8,0,4,61,20,8,4,16,250,94,36
2016,5,14,15,118,16,90,36,41,53,192,45,20,8,16,4,45,20,4,8,12,41,94,53
2016,5,14,16,53,12,32,20,20,45,143,16,36,12,28,0,45,24,8,4,4,24,24,45
2016,5,14,17,65,8,49,24,24,28,57,24,24,32,0,4,24,36,8,12,16,20,61,36
2016,5,14,18,24,16,221,32,28,24,41,41,32,16,12,4,20,36,8,0,20,20,73,36
2016,5,14,19,20,12,49,16,61,32,94,32,28,20,8,4,20,41,4,0,12,8,12,24
2016,5,14,20,8,16,28,28,41,32,61,41,41,32,4,4,12,8,16,8,12,0,32,8
2016,5,14,21,12,0,299,24,45,8,45,28,16,16,4,0,8,0,8,0,4,4,41,16
2016,5,14,22,4,0,0,32,16,12,118,20,16,16,8,4,20,4,4,4,4,4,49,0
2016,5,14,23,8,0,8,41,36,28,118,20,20,0,8,0,0,0,4,12,8,4,24,0
2016,5,14,24,16,0,0,20,24,8,102,24,4,24,20,0,4,4,4,4,0,0,24,4
2016,5,15,1,8,4,0,24,36,0,57,16,4,12,86,8,4,4,4,4,4,0,16,0
2016,5,15,2,12,16,12,12,20,8,49,,4,16,0,8,0,4,4,4,0,4,0,0
2016,5,15,3,0,8,12,4,16,16,45,4,8,20,4,0,8,4,0,4,0,0,4,0
2016,5,15,4,8,0,12,12,20,0,32,12,12,24,12,0,8,0,0,4,0,0,4,0
2016,5,15,5,4,4,0,4,28,0,143,4,8,8,4,8,0,0,4,4,0,4,0,0
2016,5,15,6,0,4,4,8,16,0,36,16,4,0,8,0,16,4,0,8,0,0,4,8
2016,5,15,7,12,12,4,8,143,4,16,16,28,20,20,0,8,0,4,32,4,8,61,12
2016,5,15,8,8,8,36,12,12,0,77,12,65,16,28,4,16,0,8,16,4,0,32,16
2016,5,15,9,8,12,86,32,24,0,213,16,24,28,32,4,20,16,0,8,4,4,24,12
2016,5,15,10,16,4,16,16,12,0,122,,24,32,12,0,28,20,16,8,0,8,65,24
2016,5,15,11,36,0,28,24,16,4,258,65,28,32,57,12,24,16,12,12,28,8,16,12
2016,5,15,12,36,0,57,16,12,8,356,65,20,41,4,0,12,8,12,32,8,20,24,16
2016,5,15,13,4,4,24,24,28,0,311,49,20,16,28,4,4,16,20,8,41,8,32,20
2016,5,15,14,12,4,32,20,12,8,188,8,20,24,53,4,20,16,24,16,12,4,61,28
2016,5,15,15,12,0,20,4,8,12,225,8,32,24,4,8,12,16,8,20,24,0,24,8
2016,5,15,16,8,4,20,0,4,8,106,8,98,16,0,0,8,8,12,16,4,8,69,12
2016,5,15,17,16,0,41,16,28,4,86,262,8,16,4,16,12,0,8,16,4,4,41,8
2016,5,15,18,12,4,12,8,45,0,110,8,36,8,4,8,12,8,8,12,16,0,32,16
2016,5,15,19,8,4,0,12,12,32,110,20,36,16,32,8,0,0,4,4,4,8,32,0
2016,5,15,20,0,0,8,20,8,0,86,20,16,8,28,8,0,8,0,12,4,0,8,4
2016,5,15,21,0,0,0,4,8,4,65,,12,4,0,4,0,0,4,0,0,4,0,0
2016,5,15,22,4,0,0,0,0,0,20,16,4,0,8,4,4,4,4,8,0,4,4,4
2016,5,15,23,0,0,4,4,0,4,12,,8,0,122,8,4,0,0,0,0,4,0,0
2016,5,15,24,0,8,0,0,0,0,0,4,8,4,4,0,0,0,0,4,0,8,4,8
2016,5,16,1,0,0,0,0,0,8,12,16,0,0,8,4,0,0,0,0,0,4,0,0
2016,5,16,2,0,0,0,0,16,0,0,20,4,0,0,0,0,4,0,0,4,4,0,0
2016,5,16,3,0,4,0,0,0,0,4,,0,8,12,0,0,0,0,0,0,12,0,12
2016,5,16,4,4,0,0,4,4,0,0,,0,0,4,0,0,0,0,0,8,0,4,0
2016,5,16,5,8,0,0,0,8,0,0,8,4,4,4,0,8,0,0,0,0,0,0,0
2016,5,16,6,8,0,4,28,0,0,12,4,8,4,4,4,0,0,0,0,0,0,0,4
2016,5,16,7,4,4,4,4,0,8,4,8,4,0,4,4,4,16,0,0,4,0,0,0
2016,5,16,8,8,36,4,344,0,4,32,0,36,8,0,8,12,32,12,0,0,4,24,4
2016,5,16,9,69,8,12,586,0,0,12,8,16,4,4,12,24,16,8,8,4,16,299,0
2016,5,16,10,24,36,28,701,16,16,12,0,49,12,0,8,8,12,4,8,4,12,188,0
2016,5,16,11,28,8,12,385,4,0,41,4,49,24,0,12,16,4,8,12,4,8,147,32
2016,5,16,12,8,16,53,2726,0,0,32,8,86,4,4,0,12,36,20,16,4,8,102,4
2016,5,16,13,16,41,24,2751,24,16,143,8,41,20,0,12,4,16,12,16,12,4,159,4
2016,5,16,14,32,28,49,414,16,4,61,4,41,8,4,8,8,16,12,28,0,32,135,12
2016,5,16,15,28,20,53,1771,57,4,172,4,53,12,0,12,4,20,16,28,4,0,69,4
2016,5,16,16,90,12,36,1586,41,8,127,8,65,12,8,0,4,8,4,20,0,12,61,12
2016,5,16,17,32,16,24,270,24,4,45,4,53,12,0,12,4,16,0,20,8,0,53,4
2016,5,16,18,28,16,12,418,53,0,102,0,16,4,4,4,8,36,8,4,0,8,151,0
2016,5,16,19,41,0,28,188,12,0,73,4,16,12,8,0,0,16,4,12,0,57,94,0
2016,5,16,20,24,16,12,57,28,0,53,4,20,8,0,0,0,8,4,0,4,4,24,16
2016,5,16,21,0,4,0,24,4,32,53,4,4,0,0,0,0,8,0,0,0,4,8,8
2016,5,16,22,0,0,12,0,8,0,20,0,4,0,0,4,4,0,8,8,0,0,8,8
2016,5,16,23,0,8,0,41,4,0,41,8,8,0,8,0,0,8,0,0,4,0,4,0
2016,5,16,24,0,4,4,0,0,0,57,16,4,0,4,4,4,8,4,0,0,0,0,4
2016,5,17,1,0,8,0,4,4,0,82,4,0,0,0,0,0,0,0,4,0,4,8,4
2016,5,17,2,0,0,4,8,4,0,16,,4,0,0,0,4,4,0,4,0,0,0,0
2016,5,17,3,0,0,4,4,0,0,41,0,0,0,4,0,8,0,4,0,0,4,0,0
2016,5,17,4,4,0,0,0,0,0,20,4,0,0,0,0,4,0,0,20,0,4,0,0
2016,5,17,5,4,0,0,61,8,0,0,0,4,0,4,4,0,4,8,0,0,0,0,0
2016,5,17,6,8,0,0,57,4,0,0,,0,0,0,0,4,0,0,0,0,32,8,0
2016,5,17,7,0,0,0,0,4,0,8,0,8,0,0,4,4,0,0,4,0,0,4,0
2016,5,17,8,0,8,0,4,4,0,0,0,0,0,0,12,12,0,0,4,0,0,0,0
2016,5,17,9,32,16,0,4,0,4,4,,0,4,4,0,0,0,8,0,0,0,0,12
2016,5,17,10,4,20,0,0,4,0,12,0,8,4,0,0,4,8,0,4,0,4,0,4
2016,5,17,11,4,4,0,4,0,0,0,12,0,0,8,0,4,12,0,4,0,4,0,0
2016,5,17,12,4,0,0,4,0,0,0,,16,0,4,0,4,8,4,0,0,0,0,0
2016,5,17,13,0,4,0,32,0,8,24,,4,0,0,0,8,8,0,0,0,0,0,24
2016,5,17,14,16,8,0,0,0,8,8,,4,0,4,0,0,8,0,0,0,4,8,20
2016,5,17,15,4,8,0,0,0,0,106,,0,0,0,0,0,4,0,0,0,4,4,16
2016,5,17,16,8,4,0,4,0,0,106,,0,4,4,0,0,8,0,4,0,12,0,12
2016,5,17,17,0,4,0,0,8,4,151,,0,16,8,0,4,0,0,4,0,0,0,0
2016,5,17,18,4,0,0,0,8,0,164,114,4,8,8,0,0,20,0,8,0,0,4,4
2016,5,17,19,4,0,0,8,4,4,110,,12,32,8,0,12,8,0,4,0,4,0,4
2016,5,17,20,0,0,0,4,12,36,106,,0,4,8,8,4,0,4,12,0,0,4,4
2016,5,17,21,0,0,8,12,8,36,86,,4,4,0,0,0,0,0,0,0,0,0,0
2016,5,17,22,0,0,4,8,4,16,98,,16,0,0,0,0,0,0,8,0,0,4,8
2016,5,17,23,4,0,0,20,0,16,106,,12,0,8,0,4,12,0,0,0,0,0,0
2016,5,17,24,0,0,0,8,8,28,16,16,12,0,0,8,0,0,0,4,0,0,0,4
2016,5,18,1,0,0,0,8,12,4,28,16,8,0,0,0,0,0,0,12,0,0,0,8
2016,5,18,2,0,0,0,28,12,0,41,53,0,4,4,0,0,0,0,4,0,8,4,4
2016,5,18,3,4,0,0,8,8,12,49,45,8,0,8,0,0,0,0,0,4,0,0,4
2016,5,18,4,0,0,0,12,8,32,94,77,36,0,8,4,4,4,0,0,0,4,0,4
2016,5,18,5,0,0,0,12,4,20,188,28,24,4,12,0,12,0,0,8,0,8,12,8
2016,5,18,6,0,4,0,16,16,45,168,57,28,12,4,0,12,4,4,4,0,20,16,0
2016,5,18,7,12,0,0,28,32,36,409,,45,20,8,16,4,16,0,36,0,0,32,16
2016,5,18,8,16,24,0,114,24,36,287,45,16,16,20,16,16,32,20,36,12,4,57,20
2016,5,18,9,28,24,28,258,53,41,422,24,4,4,73,20,20,57,4,16,8,4,61,32
2016,5,18,10,82,36,24,159,16,4,545,32,57,12,377,20,28,20,16,32,16,8,61,16
2016,5,18,11,49,28,61,28,24,28,631,24,32,36,41,12,28,57,16,24,8,12,32,20
2016,5,18,12,20,32,57,77,28,8,282,20,24,8,24,16,24,28,16,4,16,8,28,20
2016,5,18,13,16,8,77,45,53,24,233,32,24,16,28,8,24,32,8,8,12,4,49,24
2016,5,18,14,20,8,41,41,41,4,172,12,49,16,8,8,28,20,8,8,16,8,53,12
2016,5,18,15,24,4,32,61,20,4,110,,36,32,4,8,57,16,8,16,0,8,57,28
2016,5,18,16,36,0,28,53,28,12,168,20,41,36,20,16,32,65,8,8,8,8,53,36
2016,5,18,17,20,8,8,442,45,16,122,41,28,12,12,4,12,16,12,16,20,4,20,41
2016,5,18,18,12,4,24,36,41,28,266,49,36,20,8,12,36,12,8,8,20,0,24,32
2016,5,18,19,53,12,20,0,49,57,323,65,45,53,24,4,8,24,8,4,16,16,16,8
2016,5,18,20,20,20,8,20,41,16,250,16,24,16,41,8,8,28,20,24,20,16,8,4
2016,5,18,21,24,32,12,28,16,8,188,41,16,16,36,12,16,24,8,12,0,8,8,8
2016,5,18,22,16,24,4,24,16,12,291,20,24,8,65,4,8,41,4,36,8,4,32,4
2016,5,18,23,24,12,8,20,16,4,159,20,24,16,16,16,16,12,0,8,4,4,28,4
2016,5,18,24,16,24,4,8,8,0,73,16,0,4,0,4,28,8,0,16,0,4,57,4
2016,5,19,1,28,24,0,49,0,12,82,28,32,4,8,8,32,0,4,12,0,0,57,8
2016,5,19,2,32,32,4,20,0,4,69,8,32,4,20,8,32,0,4,16,0,12,49,4
2016,5,19,3,12,4,4,8,4,4,110,4,16,8,4,32,45,0,0,16,4,8,32,16
2016,5,19,4,24,32,0,12,8,0,28,12,16,4,4,36,28,4,0,24,4,8,45,4
2016,5,19,5,20,24,0,16,8,0,28,8,8,0,0,41,82,4,0,8,0,4,45,12
2016,5,19,6,24,16,0,24,8,0,12,8,24,24,12,16,86,28,16,24,0,16,69,4
2016,5,19,7,41,16,20,36,24,0,200,12,102,8,20,4,98,57,32,12,4,4,69,12
2016,5,19,8,57,20,77,28,45,20,409,4,32,41,36,16,49,28,12,32,20,20,49,28
2016,5,19,9,106,4,98,16,12,16,360,24,36,28,16,8,53,41,8,24,8,20,16,16
2016,5,19,10,16,16,61,12,20,4,463,20,65,16,8,4,32,53,12,16,4,8,36,32
2016,5,19,11,69,12,77,28,16,8,479,,49,16,41,0,36,49,4,12,12,8,65,28
2016,5,19,12,94,4,49,24,12,4,323,,32,12,20,0,41,36,20,4,41,0,49,49
2016,5,19,13,45,12,86,32,16,8,188,12,32,20,24,4,36,28,8,4,8,20,32,24
2016,5,19,14,61,12,32,49,28,4,282,24,36,16,16,4,69,41,28,24,16,12,57,36
2016,5,19,15,20,8,61,36,12,8,442,20,36,32,4,0,24,16,12,12,4,0,53,36
2016,5,19,16,12,8,45,32,20,12,295,12,36,20,4,0,12,28,8,4,8,8,12,32
2016,5,19,17,20,12,28,8,20,16,250,20,32,16,12,0,24,24,0,4,24,4,16,57
2016,5,19,18,12,4,20,16,12,4,250,,32,4,4,4,16,4,8,4,28,12,20,32
2016,5,19,19,0,4,24,28,24,16,118,12,0,0,12,4,20,12,0,4,12,4,20,24
2016,5,19,20,4,8,20,8,36,16,102,28,12,0,12,4,4,8,0,8,8,12,28,16
2016,5,19,21,4,0,8,0,8,4,73,45,16,12,4,4,8,4,0,0,20,0,4,12
2016,5,19,22,8,0,8,16,4,4,94,20,12,20,28,0,0,0,4,0,0,4,0,8
2016,5,19,23,8,0,8,8,36,0,94,12,12,16,12,0,4,0,4,8,0,0,0,16
2016,5,19,24,0,8,4,20,0,4,77,0,12,4,28,4,0,4,0,0,0,0,24,4
2016,5,20,1,4,0,0,8,4,0,41,4,8,8,8,4,0,0,0,0,4,0,0,8
2016,5,20,2,4,4,0,20,8,8,82,0,0,4,8,0,0,0,4,0,0,0,8,0
2016,5,20,3,0,0,0,0,0,0,32,0,0,4,0,0,4,0,4,8,0,0,4,8
2016,5,20,4,8,0,0,8,8,4,16,12,12,4,0,0,0,0,0,8,0,4,4,0
2016,5,20,5,4,0,0,8,0,4,20,0,0,0,4,0,4,0,0,4,0,0,0,8
2016,5,20,6,0,4,0,12,0,0,32,16,4,4,0,4,8,4,0,0,4,0,45,0
2016,5,20,7,0,4,0,20,0,0,65,8,20,8,12,8,8,12,0,4,0,8,77,4
2016,5,20,8,16,8,8,12,8,0,311,0,45,20,12,4,16,12,12,20,8,8,57,8
2016,5,20,9,49,8,4,4,4,16,389,20,32,20,8,0,12,4,4,4,8,8,12,20
2016,5,20,10,16,12,12,114,8,0,348,16,16,12,12,0,12,8,16,12,0,0,16,20
2016,5,20,11,20,8,28,45,8,4,459,12,12,12,32,8,24,16,4,4,4,8,20,8
2016,5,20,12,20,16,49,12,24,20,393,20,41,12,20,8,20,16,4,0,4,0,32,16
2016,5,20,13,12,0,20,139,12,0,291,24,20,8,16,0,20,4,8,4,4,12,28,8
2016,5,20,14,20,8,12,12,8,8,307,28,32,4,4,8,4,4,8,8,12,16,24,16
2016,5,20,15,8,4,28,12,16,0,569,541,41,12,0,4,8,8,0,12,4,4,16,16
2016,5,20,16,8,0,24,32,12,4,393,8,20,4,16,0,16,20,0,4,8,0,12,8
2016,5,20,17,8,4,32,16,0,16,184,16,24,12,8,0,4,12,0,8,8,8,16,4
2016,5,20,18,20,0,32,12,8,8,180,24,20,4,16,0,20,4,12,0,8,8,16,4
2016,5,20,19,12,12,36,12,12,12,184,24,20,4,20,4,12,8,8,12,0,0,20,4
2016,5,20,20,4,8,4,8,16,8,147,16,8,0,20,8,0,4,0,0,8,0,16,12
2016,5,20,21,8,0,4,16,12,4,98,4,16,12,16,8,0,0,0,4,0,0,24,8
2016,5,20,22,8,4,0,8,0,12,24,4,12,4,20,4,0,4,0,0,0,0,4,8
2016,5,20,23,0,4,0,0,0,8,24,4,4,0,8,0,0,4,0,4,0,8,0,0
2016,5,20,24,8,0,0,4,4,4,69,4,0,0,4,0,4,0,0,4,0,0,8,0
2016,5,21,1,4,4,0,0,0,8,36,4,4,4,0,0,0,4,0,12,0,0,0,0
2016,5,21,2,0,0,0,4,0,4,12,4,0,0,0,8,0,0,0,4,0,0,0,4
2016,5,21,3,8,8,0,0,0,0,8,4,0,0,8,0,0,0,0,4,0,0,16,0
2016,5,21,4,4,4,0,4,0,0,0,0,4,0,0,0,0,4,4,4,0,0,8,4
2016,5,21,5,4,4,4,4,4,8,8,4,8,0,4,0,4,4,0,0,0,4,4,0
2016,5,21,6,4,4,0,4,8,4,24,8,0,0,4,0,4,0,0,16,0,4,4,0
2016,5,21,7,0,36,4,36,28,36,41,8,16,8,4,12,28,16,12,8,0,16,53,0
2016,5,21,8,12,24,0,20,8,28,98,12,24,12,8,12,16,28,0,20,4,4,32,8
2016,5,21,9,49,0,12,49,0,0,176,12,53,16,41,0,24,57,8,12,4,0,65,20
2016,5,21,10,24,12,4,16,8,8,299,16,49,8,20,12,24,8,8,12,12,16,57,24
2016,5,21,11,41,8,49,16,8,0,471,20,24,16,20,16,24,8,8,12,16,4,82,16
2016,5,21,12,12,8,53,20,16,8,401,32,32,12,32,24,28,12,20,12,12,0,77,36
2016,5,21,13,12,4,20,12,36,8,426,24,45,20,12,8,8,8,0,8,12,4,77,16
2016,5,21,14,28,8,16,32,24,16,471,36,16,36,12,12,12,4,12,12,4,8,65,20
2016,5,21,15,16,12,24,36,0,8,656,16,28,24,8,4,12,24,8,8,8,4,69,24
2016,5,21,16,16,8,20,16,49,8,385,24,36,36,8,4,24,12,16,12,8,16,41,24
2016,5,21,17,8,4,53,24,45,12,213,57,24,32,12,8,32,24,0,12,20,4,36,45
2016,5,21,18,8,0,4,12,8,32,295,36,32,4,12,0,24,32,4,4,8,16,94,8
2016,5,21,19,0,12,0,4,8,32,200,28,28,4,4,0,20,12,0,4,16,12,12,12
2016,5,21,20,0,0,0,4,0,8,53,65,8,8,4,0,0,0,4,4,16,4,12,4
2016,5,21,21,12,4,4,0,8,12,82,12,8,8,12,4,4,4,4,4,0,0,12,12
2016,5,21,22,4,0,0,4,8,8,16,0,12,0,12,4,4,0,4,8,8,0,8,0
2016,5,21,23,8,4,0,0,4,12,53,4,8,0,4,4,0,0,0,4,4,4,0,4
2016,5,21,24,4,4,4,0,0,8,28,8,4,8,4,4,4,0,0,4,0,0,0,8
2016,5,22,1,8,4,0,0,4,4,24,8,8,0,16,4,8,0,0,0,4,0,0,8
2016,5,22,2,4,4,0,0,0,0,41,0,12,4,12,8,8,4,0,12,0,0,4,0
2016,5,22,3,0,4,0,0,0,0,61,0,8,0,0,0,4,4,4,8,0,4,4,12
2016,5,22,4,4,0,0,4,4,4,53,8,4,8,0,0,8,0,0,8,0,8,12,0
2016,5,22,5,0,4,4,0,0,0,12,8,0,0,0,4,0,8,4,12,0,0,0,0
2016,5,22,6,0,4,0,8,0,12,41,12,12,4,4,4,8,12,4,12,0,0,16,4
2016,5,22,7,0,0,0,8,12,0,217,16,86,12,41,0,8,8,0,4,0,8,49,4
2016,5,22,8,0,12,8,24,8,20,619,,28,49,24,4,20,4,4,4,8,16,20,12
2016,5,22,9,12,20,16,28,4,20,295,24,20,32,4,8,24,8,16,24,4,8,16,20
2016,5,22,10,16,4,77,36,32,12,385,24,24,36,16,4,4,16,4,16,16,4,57,32
2016,5,22,11,4,4,16,24,16,12,442,16,28,16,0,0,4,8,4,4,4,4,65,12
2016,5,22,12,12,4,12,4,20,8,545,28,12,20,24,4,36,28,12,28,8,12,32,32
2016,5,22,13,12,8,28,8,24,0,545,28,8,20,24,12,41,20,8,12,0,8,20,36
2016,5,22,14,0,8,20,24,28,8,496,24,28,41,12,8,32,12,4,8,4,12,32,20
2016,5,22,15,12,12,28,20,20,4,709,20,45,32,12,4,24,24,16,4,8,8,45,28
2016,5,22,16,28,8,28,24,12,4,221,12,45,4,24,0,32,53,8,8,8,0,20,16
2016,5,22,17,12,12,32,61,16,20,250,8,49,8,12,4,24,28,4,4,12,8,28,24
2016,5,22,18,12,8,24,8,24,16,204,32,20,28,8,0,16,36,4,0,8,4,20,12
2016,5,22,19,32,4,49,20,24,32,569,53,32,8,16,8,20,36,12,4,4,8,28,0
2016,5,22,20,8,16,20,36,32,36,176,57,32,41,20,24,36,20,4,41,12,4,32,4
2016,5,22,21,8,0,4,28,20,16,442,16,53,24,12,8,12,16,4,8,0,0,53,8
2016,5,22,22,20,4,12,16,8,12,245,12,49,16,49,12,28,12,12,57,4,16,41,12
2016,5,22,23,4,4,8,77,12,16,217,16,24,0,20,0,8,0,12,45,4,0,32,0
2016,5,22,24,4,20,0,49,0,12,127,12,24,8,24,8,8,0,0,41,0,24,53,0
2016,5,23,1,12,16,4,16,12,12,106,8,41,0,16,8,0,0,0,28,0,4,16,4
2016,5,23,2,8,28,0,28,8,8,77,8,20,8,0,0,0,0,0,49,8,8,20,4
2016,5,23,3,20,12,4,36,0,4,28,12,61,4,4,16,4,0,0,45,4,24,24,8
2016,5,23,4,4,4,16,12,0,8,65,8,36,4,4,0,0,4,0,24,0,32,41,4
2016,5,23,5,8,12,8,16,0,4,41,8,36,4,0,20,0,4,0,12,4,12,61,0
2016,5,23,6,20,32,8,20,4,4,86,4,28,4,4,65,32,0,0,32,0,12,77,0
2016,5,23,7,12,45,24,36,8,8,319,8,65,16,12,24,36,16,0,24,8,12,250,4
2016,5,23,8,36,65,65,32,8,8,483,16,45,16,8,32,36,41,12,28,20,8,127,8
2016,5,23,9,73,36,16,45,20,8,418,36,98,65,24,8,45,73,36,45,20,12,114,12
2016,5,23,10,28,16,49,24,16,32,680,12,106,16,32,49,45,94,20,45,16,24,180,32
2016,5,23,11,53,20,57,36,20,12,758,16,86,20,41,20,24,73,20,24,16,12,307,32
2016,5,23,12,86,36,53,28,36,20,496,12,188,4,16,24,28,122,24,16,4,20,340,53
2016,5,23,13,16,36,24,12,12,8,430,20,82,12,28,16,12,77,12,8,8,20,135,8
2016,5,23,14,28,28,16,28,24,8,385,12,73,4,4,28,12,86,16,16,0,4,295,24
2016,5,23,15,12,32,24,20,41,12,352,36,65,16,12,20,16,77,24,16,20,8,209,20
2016,5,23,16,24,12,49,24,8,20,336,28,32,28,8,32,32,69,24,16,8,4,131,12
2016,5,23,17,45,12,36,41,16,20,262,45,53,24,16,12,20,36,4,8,16,16,73,12
2016,5,23,18,24,45,32,24,4,45,414,32,49,20,8,20,32,36,20,16,8,24,110,16
2016,5,23,19,28,41,41,20,32,32,278,45,32,20,0,0,16,20,24,20,8,12,122,16
2016,5,23,20,8,36,16,32,45,20,221,69,28,20,45,4,20,20,36,16,4,0,73,12
2016,5,23,21,32,16,28,4,4,24,241,28,24,24,41,0,8,20,0,12,8,12,98,0
2016,5,23,22,32,20,8,24,4,32,250,8,32,12,36,8,16,12,0,8,16,4,53,0
2016,5,23,23,16,24,4,20,8,57,127,4,32,8,8,4,12,8,0,24,16,20,86,4
2016,5,23,24,16,4,8,45,16,4,98,24,24,8,12,8,4,12,0,12,16,12,32,8
2016,5,24,1,8,8,8,4,12,4,110,8,41,0,12,0,8,0,0,4,4,4,36,4
2016,5,24,2,4,24,4,36,4,4,20,16,36,4,12,4,0,12,0,8,0,4,32,0
2016,5,24,3,4,12,0,12,4,8,57,12,36,4,0,12,16,12,0,28,8,0,16,4
2016,5,24,4,0,8,0,20,4,12,45,8,28,0,16,4,0,0,0,16,0,12,12,0
2016,5,24,5,8,12,0,20,0,16,73,12,16,4,20,16,12,4,0,4,0,4,16,0
2016,5,24,6,8,12,0,57,4,24,82,12,16,8,16,8,28,4,0,32,0,4,16,4
2016,5,24,7,32,36,12,94,16,24,151,8,102,24,8,12,20,4,8,57,28,24,98,4
2016,5,24,8,73,45,20,45,12,16,168,24,57,36,16,8,204,20,28,32,20,12,90,41
2016,5,24,9,77,20,20,69,20,12,291,90,90,49,36,32,4,32,20,57,12,12,250,49
2016,5,24,10,114,20,61,61,0,12,287,90,73,20,57,8,20,69,16,28,16,16,196,45
2016,5,24,11,77,32,77,65,32,12,143,49,45,8,12,8,24,45,24,12,28,12,139,24
2016,5,24,12,49,28,61,28,16,16,147,41,106,16,8,20,32,41,8,8,8,12,90,20
2016,5,24,13,32,57,28,28,32,16,196,,53,24,24,8,12,32,12,28,20,8,69,16
2016,5,24,14,24,69,8,41,4,4,114,24,53,4,12,8,20,164,12,8,24,24,82,12
2016,5,24,15,41,41,20,53,12,8,254,32,69,41,8,4,57,49,12,16,8,12,122,16
2016,5,24,16,45,16,36,45,16,32,254,16,41,32,8,0,36,16,24,4,12,8,69,8
2016,5,24,17,65,45,61,45,36,20,336,53,73,49,16,12,12,16,24,16,16,16,53,4
2016,5,24,18,45,28,45,45,41,32,381,73,73,20,32,28,4,20,45,12,4,12,98,12
2016,5,24,19,53,4,69,73,45,41,381,102,45,16,49,4,16,57,28,4,4,4,41,8
2016,5,24,20,24,28,32,24,24,36,282,41,36,8,28,12,16,49,32,12,0,12,8,12
2016,5,24,21,20,12,45,32,20,53,168,45,24,4,45,12,32,4,32,20,4,0,12,8
2016,5,24,22,20,24,12,16,0,20,139,61,0,8,24,0,8,12,0,4,4,8,8,4
2016,5,24,23,4,8,16,4,16,77,221,32,12,4,28,12,12,8,4,0,16,8,12,0
2016,5,24,24,16,8,8,16,8,49,86,32,49,4,16,0,0,0,0,0,4,0,61,4
2016,5,25,1,0,12,20,16,4,32,77,12,4,12,24,4,8,4,0,8,0,0,65,0
2016,5,25,2,0,8,24,8,12,24,118,8,20,0,8,8,4,4,0,4,0,0,8,4
2016,5,25,3,4,0,8,49,12,45,86,4,12,0,24,0,0,4,0,4,0,0,8,0
2016,5,25,4,8,0,0,24,8,28,73,16,4,8,12,8,0,4,0,0,0,0,12,4
2016,5,25,5,8,0,4,28,16,77,61,8,8,8,24,0,8,0,0,4,0,4,0,4
2016,5,25,6,12,4,16,8,12,28,57,4,12,0,12,0,8,8,0,16,4,0,8,8
2016,5,25,7,8,0,8,16,16,32,90,16,12,20,16,0,4,4,4,8,0,12,0,16
2016,5,25,8,20,24,16,0,4,32,82,12,12,4,4,8,8,12,4,28,28,4,8,16
2016,5,25,9,16,28,49,73,12,24,90,16,8,16,8,8,36,53,4,28,12,53,49,8
2016,5,25,10,282,24,28,245,24,4,102,8,0,20,28,16,36,24,20,28,28,16,192,24
2016,5,25,11,,32,8,155,8,24,164,24,8,32,41,8,20,24,32,24,12,12,225,4
2016,5,25,12,,32,41,106,12,8,143,20,16,32,4,8,0,65,12,4,4,16,98,16
2016,5,25,13,,4,41,127,8,28,180,49,12,8,32,4,12,20,0,8,8,12,82,12
2016,5,25,14,,28,8,114,32,8,172,53,8,16,45,4,4,57,16,8,16,8,114,8
2016,5,25,15,61,41,45,61,24,8,151,24,0,20,61,8,24,36,8,24,12,4,61,12
2016,5,25,16,32,20,49,90,16,12,217,41,4,12,53,12,4,16,4,12,12,8,106,12
2016,5,25,17,20,16,4,45,12,4,151,20,0,8,65,0,8,36,12,12,4,20,12,4
2016,5,25,18,12,32,8,41,16,69,118,20,0,8,20,8,16,24,4,8,0,4,16,4
2016,5,25,19,8,16,0,28,16,8,102,4,16,8,28,0,4,16,4,0,4,4,8,0
2016,5,25,20,8,0,8,8,4,4,151,8,8,4,12,4,12,16,32,4,4,4,0,4
2016,5,25,21,16,16,8,4,4,0,86,0,0,8,12,0,16,12,4,8,4,8,8,0
2016,5,25,22,0,12,4,4,4,4,102,24,24,8,8,0,4,8,4,4,4,8,8,4
2016,5,25,23,0,4,0,8,0,0,57,12,0,0,4,4,8,0,4,0,0,0,20,4
2016,5,25,24,12,0,0,4,4,0,32,0,0,4,57,4,0,4,0,4,0,0,0,4
2016,5,26,1,0,4,0,0,4,0,8,8,0,0,8,4,0,0,0,4,0,0,8,8
2016,5,26,2,4,0,0,12,0,4,24,4,0,8,8,0,4,0,0,0,0,0,8,4
