年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,日立市消防本部,宇都宮市中央生涯学習センター,栃木県庁那須庁舎,日光特別地域気象観測所,群馬県衛生環境研究所,館林保健福祉事務所,さいたま市役所,飯能市役所,寄居町役場,東邦大学,千葉県環境研究センター,千葉県森林研究センター,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁第二分庁舎,川崎生命科学・環境研究センター,神奈川県環境科学センター
2017,2,11,5,4,4,0,12,0,0,0,0,0,0,0,0,8,4,0,4,16,4,0,0
2017,2,11,6,0,0,0,4,4,0,0,0,24,0,0,0,0,0,0,4,12,0,,0
2017,2,11,7,0,8,0,4,4,0,4,0,4,0,0,4,12,8,0,8,8,0,,0
2017,2,11,8,4,8,4,12,8,0,4,0,8,0,0,0,4,4,0,16,8,0,0,4
2017,2,11,9,8,8,8,4,8,0,8,8,8,4,12,4,4,0,0,4,0,8,8,0
2017,2,11,10,0,12,28,4,4,0,4,0,0,12,8,0,4,8,8,4,8,24,12,8
2017,2,11,11,4,0,16,32,4,0,4,0,4,0,4,4,8,4,0,8,4,4,0,0
2017,2,11,12,0,4,16,0,8,0,4,8,0,0,4,0,12,4,0,0,12,0,4,0
2017,2,11,13,12,4,0,4,4,0,4,8,8,4,8,0,24,8,0,0,4,0,0,4
2017,2,11,14,12,4,49,24,0,0,4,4,4,4,0,0,4,16,4,8,4,4,12,0
2017,2,11,15,12,12,8,24,4,0,4,4,8,4,0,0,8,16,0,24,0,0,0,0
2017,2,11,16,12,4,16,32,0,0,8,8,12,16,8,4,24,8,4,4,12,16,4,8
2017,2,11,17,8,4,20,20,0,0,0,4,8,12,0,4,16,12,4,4,4,20,4,8
2017,2,11,18,12,8,4,4,4,0,4,8,4,12,0,4,20,12,4,16,4,12,16,0
2017,2,11,19,20,16,4,8,4,24,8,8,8,12,4,4,24,16,4,8,12,12,8,24
2017,2,11,20,16,12,45,4,4,12,0,4,20,4,0,4,4,16,4,4,16,0,0,12
2017,2,11,21,0,8,20,8,8,41,0,4,20,4,4,0,12,12,0,8,16,16,4,0
2017,2,11,22,4,4,16,4,4,98,4,0,24,4,0,4,12,20,4,4,8,0,4,4
2017,2,11,23,4,4,4,12,0,41,8,16,16,12,0,24,8,4,0,12,8,0,8,8
2017,2,11,24,12,24,16,4,4,41,0,8,8,0,12,4,4,45,0,0,8,0,0,0
2017,2,12,1,16,20,0,8,4,-9998,65,0,20,8,0,0,4,24,0,8,24,4,8,0
2017,2,12,2,8,4,8,4,8,32,86,0,8,4,0,0,12,57,0,0,8,4,4,0
2017,2,12,3,8,8,4,4,4,-9998,16,4,8,0,0,0,8,49,8,32,4,8,0,12
2017,2,12,4,0,12,0,12,0,8,151,0,12,4,4,0,0,24,0,16,4,4,4,12
2017,2,12,5,0,0,4,0,0,86,8,0,4,0,0,0,4,24,0,20,0,0,8,0
2017,2,12,6,4,16,4,0,4,57,16,0,4,4,0,0,4,12,4,16,0,4,8,4
2017,2,12,7,0,8,0,12,12,36,0,0,8,4,12,4,4,8,0,12,8,4,8,4
2017,2,12,8,4,8,4,0,4,8,0,0,8,4,0,0,8,8,4,8,0,8,8,4
2017,2,12,9,24,0,4,0,4,8,0,12,4,0,4,0,4,36,0,24,8,8,8,4
2017,2,12,10,12,16,12,8,12,12,0,0,0,16,4,0,12,28,8,4,12,12,0,8
2017,2,12,11,4,8,0,8,4,0,0,0,4,12,4,0,0,20,4,4,0,8,12,0
2017,2,12,12,0,12,0,4,0,0,4,0,4,8,12,4,16,24,0,4,0,4,0,8
2017,2,12,13,4,4,16,0,0,0,8,0,12,12,8,0,12,32,4,8,4,12,4,0
2017,2,12,14,4,0,4,4,8,0,4,0,16,41,4,0,4,24,0,4,12,16,12,4
2017,2,12,15,0,20,4,16,0,0,4,4,12,41,0,0,8,77,4,8,12,16,24,4
2017,2,12,16,4,8,12,12,0,0,4,0,8,45,0,4,28,73,4,0,4,16,20,8
2017,2,12,17,4,12,0,8,4,0,4,0,0,12,8,0,16,110,8,8,0,0,24,12
2017,2,12,18,4,16,8,0,0,4,8,0,8,0,0,0,20,86,4,4,8,16,8,24
2017,2,12,19,8,4,4,0,8,0,0,4,4,0,0,0,0,77,32,0,16,12,16,32
2017,2,12,20,0,4,4,0,12,0,0,0,4,8,0,0,0,65,0,0,4,8,16,24
2017,2,12,21,0,0,0,8,16,8,0,0,4,8,0,0,4,45,4,4,0,0,8,8
2017,2,12,22,0,8,4,0,4,4,0,0,0,0,0,0,0,41,16,0,4,0,4,4
2017,2,12,23,0,4,4,8,8,0,0,0,0,0,0,0,0,20,8,16,0,0,8,8
2017,2,12,24,4,0,4,12,8,0,0,4,0,12,4,0,8,12,4,0,0,0,0,4
2017,2,13,1,8,16,12,12,0,0,0,0,4,4,4,0,0,28,4,0,4,0,0,28
2017,2,13,2,28,0,4,0,4,4,0,0,0,0,0,0,0,0,4,0,32,0,0,41
2017,2,13,3,4,0,4,4,8,0,0,0,16,4,0,0,8,4,8,8,4,0,4,12
2017,2,13,4,4,0,4,0,0,4,0,0,0,0,4,0,0,12,4,0,20,8,0,16
2017,2,13,5,4,4,0,4,4,0,0,4,0,0,0,0,4,0,0,0,0,4,0,12
2017,2,13,6,0,4,4,8,4,0,0,0,4,0,0,0,0,8,8,4,4,4,0,16
2017,2,13,7,4,4,8,0,4,0,0,4,0,0,4,4,0,4,0,8,0,0,4,8
2017,2,13,8,12,8,53,16,12,4,0,4,4,0,0,4,12,24,16,16,12,4,4,20
2017,2,13,9,12,8,8,8,4,4,0,0,8,4,8,4,24,41,8,0,4,8,0,4
2017,2,13,10,0,8,4,8,4,0,4,4,12,4,4,0,20,32,4,4,8,4,8,12
2017,2,13,11,0,0,8,20,0,0,0,4,8,4,4,0,20,24,4,4,4,4,0,0
2017,2,13,12,8,0,8,4,4,0,4,4,8,16,0,0,28,20,0,4,4,4,4,12
2017,2,13,13,8,0,20,16,0,0,4,0,4,16,4,4,8,20,0,4,8,4,0,0
2017,2,13,14,12,0,20,8,0,0,4,0,4,20,4,0,16,12,4,4,0,8,0,4
2017,2,13,15,4,8,16,4,0,0,8,0,0,24,0,0,16,4,4,0,32,4,4,4
2017,2,13,16,0,8,8,0,4,0,0,0,8,20,4,0,4,24,8,4,12,12,16,4
2017,2,13,17,0,16,20,16,0,0,4,0,12,20,4,4,4,16,20,12,41,8,8,4
2017,2,13,18,0,4,8,24,4,0,4,4,32,16,8,12,20,20,32,12,24,12,20,8
2017,2,13,19,16,20,16,8,8,0,12,0,16,24,4,0,20,16,16,8,20,8,16,8
2017,2,13,20,28,24,4,4,8,0,4,16,8,4,0,0,12,16,28,4,16,8,8,8
2017,2,13,21,4,16,32,12,0,0,4,0,4,20,0,0,0,16,8,0,16,4,0,4
2017,2,13,22,4,8,8,4,0,0,0,0,8,8,0,4,32,8,0,4,12,0,0,0
2017,2,13,23,0,24,12,4,0,0,0,0,12,0,12,12,8,32,20,12,4,4,12,4
2017,2,13,24,0,8,4,0,0,4,4,8,4,12,8,12,8,16,8,0,4,4,0,12
2017,2,14,1,0,8,4,0,0,0,4,0,8,4,4,8,4,4,8,0,4,4,0,8
2017,2,14,2,4,4,8,0,0,0,0,4,0,0,8,12,24,4,4,8,8,0,0,12
2017,2,14,3,4,0,0,0,0,4,4,0,0,4,0,0,4,4,12,0,4,4,0,8
2017,2,14,4,0,0,0,0,8,0,4,0,0,0,0,0,8,12,4,12,0,0,0,0
2017,2,14,5,0,0,0,0,4,0,0,0,0,0,0,0,0,8,8,0,4,0,0,4
2017,2,14,6,8,4,8,0,0,0,4,0,0,0,0,0,0,4,4,0,4,4,16,28
2017,2,14,7,0,0,4,0,0,0,8,4,4,4,0,0,0,0,16,8,4,12,0,36
2017,2,14,8,4,24,8,8,16,0,8,0,8,0,8,0,0,0,20,20,8,8,0,36
2017,2,14,9,4,8,4,12,8,0,0,4,20,8,4,4,0,28,0,8,16,8,4,0
2017,2,14,10,0,8,8,12,0,0,0,8,8,0,4,4,20,73,4,8,0,12,8,12
2017,2,14,11,0,4,8,20,0,0,0,0,8,32,4,0,24,36,4,0,8,0,4,0
2017,2,14,12,8,4,28,4,0,0,0,0,24,8,0,0,16,20,0,4,0,20,0,20
2017,2,14,13,16,12,4,4,8,0,8,4,0,0,0,0,28,0,8,0,12,8,0,4
2017,2,14,14,8,0,12,4,12,0,4,0,8,20,12,4,20,8,4,4,20,12,4,4
2017,2,14,15,0,4,8,8,0,0,4,0,0,4,0,0,8,28,0,4,16,24,16,8
2017,2,14,16,0,0,4,4,4,41,4,4,12,8,0,4,4,36,8,8,12,24,0,8
2017,2,14,17,0,4,12,8,0,4,4,0,0,28,4,0,45,32,20,12,49,8,16,0
2017,2,14,18,12,8,8,4,8,0,4,8,28,12,0,12,20,41,28,8,16,12,4,8
2017,2,14,19,4,12,8,8,16,0,12,4,0,8,8,4,28,86,61,8,24,16,16,16
2017,2,14,20,8,8,20,8,12,0,4,0,24,8,8,16,16,28,57,4,4,24,0,61
2017,2,14,21,4,20,4,0,0,4,0,8,16,8,0,4,12,24,20,8,8,16,8,16
2017,2,14,22,4,12,0,0,4,0,0,8,4,0,0,0,0,8,12,0,8,0,4,8
2017,2,14,23,0,0,0,8,0,0,0,0,8,8,0,8,0,8,4,0,0,0,0,4
2017,2,14,24,4,4,4,4,4,4,0,0,8,8,4,0,4,12,8,0,12,0,8,4
2017,2,15,1,0,4,4,4,4,0,0,0,4,4,4,0,16,4,0,0,8,0,4,8
2017,2,15,2,8,4,4,4,4,0,0,0,4,0,0,0,0,4,0,0,8,4,0,4
2017,2,15,3,0,0,8,0,0,4,0,0,0,0,0,4,12,0,4,4,4,0,0,8
2017,2,15,4,0,4,8,0,0,0,0,0,4,4,4,0,0,4,0,0,4,4,0,4
2017,2,15,5,0,4,4,4,0,0,0,0,0,0,4,0,12,0,0,0,4,4,8,16
2017,2,15,6,4,0,4,0,0,0,4,4,0,0,4,0,0,12,0,8,45,0,4,16
2017,2,15,7,20,0,12,4,0,0,0,4,8,4,0,4,0,8,8,12,4,0,4,12
2017,2,15,8,16,0,12,12,0,0,4,0,24,12,4,8,8,0,8,4,20,0,8,24
2017,2,15,9,8,20,4,20,16,0,16,4,4,20,8,4,8,28,8,4,16,0,0,32
2017,2,15,10,16,8,12,4,0,0,12,8,20,4,8,0,4,61,0,16,8,4,4,12
2017,2,15,11,4,24,8,12,0,0,8,0,32,12,8,0,8,41,0,20,8,4,8,28
2017,2,15,12,4,20,45,4,4,0,4,0,12,0,4,0,8,49,4,0,32,20,8,4
2017,2,15,13,8,20,16,0,8,0,4,12,4,8,12,0,16,61,0,8,4,8,4,0
2017,2,15,14,4,16,24,16,0,0,12,4,4,16,4,4,4,45,0,12,16,12,12,4
2017,2,15,15,8,28,8,12,8,0,28,0,12,8,0,4,8,36,4,20,16,4,20,4
2017,2,15,16,0,16,24,12,8,0,61,4,28,24,8,4,8,41,4,8,4,12,4,8
2017,2,15,17,4,16,16,20,0,0,20,8,28,24,16,0,8,28,8,12,20,0,0,4
2017,2,15,18,4,4,8,12,8,0,8,4,20,28,12,0,8,32,20,28,41,0,8,4
2017,2,15,19,12,16,32,8,0,0,4,8,20,16,24,16,8,20,8,12,61,4,0,12
2017,2,15,20,12,32,0,12,8,0,4,8,4,20,4,0,4,16,0,4,32,20,8,12
2017,2,15,21,0,20,8,4,4,4,0,8,8,0,0,4,12,32,4,8,16,16,4,16
2017,2,15,22,4,16,16,28,0,0,0,4,0,4,4,0,4,45,4,4,12,12,0,0
2017,2,15,23,4,4,8,12,8,0,0,4,4,0,0,4,12,4,4,0,12,12,8,8
2017,2,15,24,12,12,12,8,16,0,0,8,0,4,4,0,8,16,0,12,8,8,0,12
2017,2,16,1,4,8,4,12,8,0,4,4,16,4,4,12,4,8,0,12,0,0,4,24
2017,2,16,2,0,4,16,0,4,0,0,0,0,0,0,0,12,0,0,8,12,0,0,12
2017,2,16,3,0,24,8,4,8,8,0,0,0,4,0,8,8,4,0,4,0,0,4,36
2017,2,16,4,4,16,8,0,8,0,0,4,4,0,0,4,12,8,0,4,4,0,4,8
2017,2,16,5,8,0,0,0,0,0,4,0,8,0,0,0,12,0,0,4,8,4,0,20
2017,2,16,6,12,0,8,0,0,0,0,4,0,0,8,0,4,4,0,12,0,0,0,8
2017,2,16,7,8,12,24,0,8,4,4,12,16,0,12,8,0,12,0,4,0,8,16,8
2017,2,16,8,20,4,36,12,4,0,24,8,16,12,28,0,4,12,8,8,12,12,4,8
2017,2,16,9,20,45,20,16,0,0,16,20,28,32,0,4,20,28,20,12,41,8,16,20
2017,2,16,10,12,16,45,65,4,0,8,12,24,4,32,0,12,12,20,20,8,8,4,20
2017,2,16,11,16,28,16,49,4,0,4,4,32,24,20,4,12,28,16,24,20,36,20,12
2017,2,16,12,4,4,53,102,4,0,12,8,28,4,16,16,20,20,16,4,16,24,4,8
2017,2,16,13,16,16,61,20,12,0,8,8,12,8,8,0,4,8,4,8,12,0,4,4
2017,2,16,14,12,32,77,77,4,0,8,4,41,12,4,0,16,61,0,4,45,4,20,4
2017,2,16,15,4,24,61,188,4,0,8,4,28,0,4,0,16,32,4,8,12,0,4,8
2017,2,16,16,4,53,106,49,0,4,8,8,36,32,32,0,12,28,0,28,45,4,12,0
2017,2,16,17,0,16,69,49,8,0,12,12,32,24,45,0,8,110,8,24,24,4,12,4
2017,2,16,18,24,24,94,24,20,8,36,32,20,20,139,8,12,20,16,4,12,0,4,12
2017,2,16,19,12,20,65,36,98,0,45,61,16,20,57,0,16,24,20,16,41,4,4,16
2017,2,16,20,57,8,41,8,32,0,4,8,12,16,57,8,28,16,12,32,28,4,0,12
2017,2,16,21,57,20,28,49,41,0,41,16,24,8,8,8,8,12,20,41,12,8,45,8
2017,2,16,22,41,0,36,24,20,0,20,16,28,28,16,0,16,24,16,28,12,12,20,8
2017,2,16,23,8,16,20,61,28,0,16,28,8,12,8,12,16,16,28,20,28,0,32,69
2017,2,16,24,8,8,45,32,57,0,8,36,24,4,4,8,16,24,24,20,24,4,20,73
2017,2,17,1,8,12,32,8,36,0,4,36,36,4,45,24,8,12,36,41,24,16,12,90
2017,2,17,2,8,32,49,41,28,0,0,41,41,0,28,12,8,32,90,45,106,4,0,53
2017,2,17,3,4,0,49,0,16,4,8,8,20,4,12,0,20,57,61,24,172,4,4,94
2017,2,17,4,0,4,53,12,8,0,8,0,57,8,12,16,20,32,168,8,90,12,8,0
2017,2,17,5,0,4,98,12,4,4,16,24,32,12,8,0,32,127,20,20,20,12,41,8
2017,2,17,6,0,0,73,0,12,8,12,0,16,8,28,28,41,127,4,69,86,4,24,20
2017,2,17,7,0,8,90,12,12,0,16,4,16,0,24,20,36,815,0,61,57,0,82,16
2017,2,17,8,12,41,86,32,20,0,20,12,16,8,16,12,8,590,20,45,106,20,28,28
2017,2,17,9,20,57,315,61,16,0,32,16,110,102,20,16,45,377,20,82,106,0,28,0
2017,2,17,10,102,106,459,57,12,0,4,4,221,159,61,16,53,217,16,61,114,4,49,32
2017,2,17,11,41,204,332,24,4,0,4,28,204,254,49,8,32,151,4,45,209,0,12,32
2017,2,17,12,49,291,241,49,12,0,12,28,151,159,16,0,77,225,16,8,118,4,77,16
2017,2,17,13,73,389,356,98,12,0,28,36,270,122,45,20,24,287,12,41,73,12,73,0
2017,2,17,14,69,270,319,57,28,0,8,36,245,118,32,8,8,106,8,20,57,0,12,0
2017,2,17,15,73,209,287,57,12,0,4,0,45,4,4,12,16,110,0,0,49,0,8,8
2017,2,17,16,57,114,258,90,12,0,0,8,73,12,4,4,4,110,0,4,16,0,4,0
2017,2,17,17,20,82,287,77,8,0,12,36,28,16,32,0,0,45,0,0,24,0,12,0
2017,2,17,18,12,24,98,36,28,0,32,8,24,8,28,0,0,24,0,12,32,0,8,8
2017,2,17,19,32,36,135,4,45,0,180,4,28,16,98,0,4,32,0,28,61,4,4,0
2017,2,17,20,8,36,65,4,77,0,303,8,36,323,49,0,0,65,0,24,73,0,4,4
2017,2,17,21,0,24,36,4,41,4,176,0,61,245,36,4,4,787,0,45,233,28,24,0
2017,2,17,22,4,77,20,16,20,0,114,0,61,245,4,4,24,2279,16,41,254,28,61,28
2017,2,17,23,0,73,57,28,4,4,184,36,53,221,36,0,28,200,32,24,143,41,41,45
2017,2,17,24,12,20,69,12,16,0,86,32,24,188,16,4,24,151,20,0,106,45,12,28
2017,2,18,1,49,45,94,4,0,0,106,0,45,262,41,24,16,159,77,20,65,28,20,53
2017,2,18,2,172,32,61,45,0,0,65,8,8,323,20,16,36,41,114,8,86,20,4,45
2017,2,18,3,53,82,65,28,12,0,36,28,16,434,20,4,16,28,110,28,69,12,12,61
2017,2,18,4,24,131,77,16,0,0,16,41,16,545,32,16,24,24,110,16,69,20,4,41
2017,2,18,5,4,373,61,32,8,0,16,53,24,737,4,24,24,159,61,16,69,12,24,57
2017,2,18,6,4,229,73,12,0,0,0,41,8,250,12,12,36,475,122,8,90,20,16,36
2017,2,18,7,0,114,32,20,4,0,12,28,20,106,20,20,94,307,57,8,258,4,32,65
2017,2,18,8,0,90,65,24,8,0,8,32,32,127,24,36,168,229,57,4,155,4,36,36
2017,2,18,9,8,36,180,8,12,0,12,24,0,192,45,57,221,352,36,20,90,24,8,20
2017,2,18,10,0,94,147,45,8,0,12,,20,90,32,73,385,217,49,20,90,8,12,41
2017,2,18,11,4,61,90,16,4,0,16,,16,143,12,28,143,122,20,8,127,8,16,16
2017,2,18,12,57,49,61,36,0,4,8,,24,229,16,4,86,77,20,12,69,16,57,20
2017,2,18,13,28,69,28,12,4,0,16,8,28,180,20,16,114,94,0,12,61,61,36,24
2017,2,18,14,32,45,41,8,20,0,4,16,41,114,28,49,110,49,16,24,77,61,28,16
2017,2,18,15,8,24,28,41,4,0,12,4,53,102,32,24,94,61,24,8,82,82,28,8
2017,2,18,16,20,32,65,57,16,0,0,0,69,94,8,24,110,53,16,8,86,28,24,0
2017,2,18,17,0,90,45,12,20,0,12,16,90,69,24,24,41,41,8,20,86,8,12,12
2017,2,18,18,4,24,73,77,0,0,12,32,45,41,28,16,49,32,8,16,49,41,32,24
2017,2,18,19,8,20,127,24,4,0,12,36,41,53,8,24,20,24,8,45,69,36,32,12
2017,2,18,20,41,8,168,57,0,4,69,16,4,90,16,12,32,24,12,16,94,24,8,12
2017,2,18,21,12,16,102,8,4,114,98,8,36,69,49,12,32,32,8,8,45,12,0,32
2017,2,18,22,0,28,114,20,16,-9998,28,12,24,45,65,12,20,32,8,16,28,20,4,45
2017,2,18,23,4,69,143,61,4,110,12,32,41,57,94,12,24,12,20,8,4,12,20,28
2017,2,18,24,4,36,151,36,8,36,8,32,57,418,-9998,4,16,4,0,41,16,16,20,24
2017,2,19,1,8,53,204,122,20,8,0,20,45,28,127,32,24,122,24,487,106,53,53,24
2017,2,19,2,4,332,86,20,8,4,4,8,204,118,8,8,45,385,8,61,53,20,8,41
2017,2,19,3,16,278,155,8,16,0,0,8,8,311,4,0,8,106,12,4,77,16,16,28
2017,2,19,4,4,8,45,0,12,4,0,4,12,258,16,0,4,8,0,24,82,24,16,61
2017,2,19,5,16,0,8,0,0,0,0,0,4,245,12,8,16,4,4,8,24,12,16,94
2017,2,19,6,24,8,4,0,0,0,0,4,8,90,4,4,8,8,8,36,16,24,20,28
2017,2,19,7,12,77,24,12,4,4,4,0,0,45,8,20,4,180,4,12,12,8,12,61
2017,2,19,8,4,53,0,32,4,0,0,0,8,86,24,0,16,430,8,12,61,4,20,49
2017,2,19,9,12,45,28,4,8,0,12,12,12,131,20,0,24,418,4,12,32,12,16,28
2017,2,19,10,16,86,36,16,12,0,12,0,36,135,41,4,12,434,20,20,36,12,36,12
2017,2,19,11,24,57,49,8,8,4,8,8,53,53,12,8,16,496,0,36,82,24,32,16
2017,2,19,12,12,65,45,41,20,0,28,12,24,16,24,4,28,229,8,16,77,32,36,57
2017,2,19,13,20,98,69,16,4,0,28,8,45,41,8,4,8,135,12,28,57,41,57,12
2017,2,19,14,45,77,24,20,24,0,28,0,57,49,12,4,28,65,28,16,61,28,61,24
2017,2,19,15,32,49,24,24,8,0,16,0,24,36,24,8,32,77,12,20,28,24,12,12
2017,2,19,16,24,8,102,49,4,0,8,0,73,41,0,12,45,61,4,32,45,16,28,8
2017,2,19,17,86,16,57,90,8,0,8,4,45,16,4,28,45,36,24,24,20,12,8,8
2017,2,19,18,45,20,36,16,16,0,8,8,131,16,4,32,65,57,45,20,24,12,16,4
2017,2,19,19,45,36,32,20,0,0,0,4,73,32,16,16,24,77,20,28,24,0,16,24
2017,2,19,20,8,61,24,8,0,0,4,12,61,16,8,12,28,20,0,61,24,0,12,8
2017,2,19,21,20,41,36,4,4,4,4,4,53,24,12,28,24,20,0,61,4,4,12,4
2017,2,19,22,16,32,16,8,4,8,16,24,65,8,8,8,4,24,4,28,8,8,12,24
2017,2,19,23,8,24,20,8,4,8,8,32,24,4,0,12,4,24,8,20,4,8,16,32
2017,2,19,24,8,8,45,4,12,16,16,20,20,24,16,16,12,20,20,28,8,8,0,20
2017,2,20,1,0,32,36,4,4,0,12,0,8,24,36,16,16,32,8,16,12,12,8,12
2017,2,20,2,12,4,28,16,24,0,16,12,20,12,4,4,12,12,65,16,4,20,8,12
2017,2,20,3,12,20,16,8,20,0,12,24,41,12,32,12,20,8,4,32,8,28,12,0
2017,2,20,4,24,8,16,16,28,0,28,16,32,24,24,4,24,20,16,28,0,8,24,20
2017,2,20,5,8,20,16,45,53,4,20,12,41,0,49,24,20,24,0,36,8,32,53,20
2017,2,20,6,12,8,20,24,24,82,8,41,24,0,20,8,24,41,20,53,4,12,32,12
2017,2,20,7,24,20,32,4,24,-9998,32,28,28,4,8,12,16,16,12,28,12,8,32,45
2017,2,20,8,4,45,73,20,32,16,24,36,24,12,20,20,16,24,12,73,24,24,36,8
2017,2,20,9,28,36,49,122,49,12,8,28,82,53,12,24,20,57,20,82,65,20,28,20
2017,2,20,10,24,20,65,73,32,0,24,8,32,16,8,24,20,106,4,8,41,4,69,20
2017,2,20,11,36,28,12,143,16,0,8,16,61,36,24,20,61,118,4,8,98,12,24,16
2017,2,20,12,41,77,36,73,16,0,12,28,82,36,32,16,36,204,12,24,110,12,49,20
2017,2,20,13,106,45,143,57,32,0,4,32,118,49,53,0,12,192,20,73,196,8,57,16
2017,2,20,14,65,73,155,65,20,0,8,36,102,61,41,8,12,414,12,65,102,4,53,0
2017,2,20,15,98,90,274,90,16,0,16,4,106,45,16,4,28,373,4,57,102,12,57,24
2017,2,20,16,127,188,204,49,24,0,4,0,94,41,0,4,24,418,16,53,16,16,65,0
2017,2,20,17,102,122,287,57,41,0,4,4,61,41,8,4,45,368,8,32,41,4,24,0
2017,2,20,18,32,20,53,0,16,0,0,12,12,20,0,4,28,463,8,0,49,0,4,0
2017,2,20,19,8,8,12,8,8,0,0,4,4,0,4,0,12,192,4,4,8,0,0,0
2017,2,20,20,0,8,8,4,4,16,0,0,0,0,0,0,8,16,0,4,0,4,0,12
2017,2,20,21,4,4,8,12,8,0,0,0,4,0,32,0,0,4,4,0,4,0,0,0
2017,2,20,22,0,4,65,32,16,0,12,4,12,168,32,0,0,0,0,8,24,4,0,4
2017,2,20,23,12,36,94,41,16,20,45,8,12,364,32,4,0,28,16,16,73,12,4,12
2017,2,20,24,90,90,229,36,8,184,12,16,16,311,20,8,28,196,24,12,57,32,12,114
2017,2,21,1,32,53,110,24,16,164,0,12,0,131,45,0,8,315,28,12,225,41,4,90
2017,2,21,2,41,32,41,16,12,241,0,0,8,77,28,0,16,266,12,24,602,20,20,172
2017,2,21,3,32,28,53,20,53,-9998,8,0,12,98,24,4,28,168,24,20,401,28,12,12
2017,2,21,4,53,32,16,8,4,278,28,4,12,49,16,0,8,164,4,20,155,16,36,176
2017,2,21,5,98,12,20,4,16,332,8,0,12,41,24,0,4,98,16,12,176,16,41,98
2017,2,21,6,20,20,61,24,0,-9998,0,0,0,86,16,0,0,110,4,20,184,16,8,57
2017,2,21,7,28,36,41,8,0,229,86,0,0,53,20,0,16,86,4,0,221,12,12,24
2017,2,21,8,82,90,41,16,4,-9998,28,0,12,41,12,4,0,168,20,8,57,4,20,28
2017,2,21,9,41,139,45,24,12,-9998,4,0,8,20,12,0,4,258,4,12,237,8,12,41
2017,2,21,10,49,69,45,12,4,204,28,16,8,65,24,0,0,131,4,32,127,16,28,12
2017,2,21,11,20,57,147,151,16,110,8,4,4,45,32,4,4,127,12,4,77,32,32,49
2017,2,21,12,8,12,53,122,45,122,12,4,8,20,45,0,24,258,20,4,24,28,45,82
2017,2,21,13,24,225,36,24,41,86,4,4,94,16,8,0,36,250,24,20,12,28,24,32
2017,2,21,14,32,651,65,61,12,36,12,4,77,28,12,20,,176,12,24,36,57,49,45
2017,2,21,15,69,561,45,118,8,49,8,8,69,41,4,0,,192,32,41,24,53,45,41
2017,2,21,16,45,561,36,24,8,4,4,0,65,28,12,4,,237,8,28,20,36,24,8
2017,2,21,17,32,430,53,12,4,20,8,4,73,36,12,0,24,49,49,20,8,73,28,41
2017,2,21,18,32,241,28,16,36,8,0,4,16,86,4,0,49,114,20,4,32,77,28,36
2017,2,21,19,28,32,12,24,4,12,4,8,45,65,8,0,12,41,12,8,24,41,4,20
2017,2,21,20,24,53,12,8,12,4,4,4,12,49,12,4,8,65,24,12,32,12,16,16
2017,2,21,21,45,61,8,16,36,0,8,4,8,36,24,0,8,36,32,4,20,20,16,4
2017,2,21,22,16,49,16,32,41,0,0,4,16,32,8,4,8,28,8,12,8,4,4,16
2017,2,21,23,45,49,24,16,41,4,8,4,0,45,12,0,12,32,12,0,20,0,4,4
2017,2,21,24,32,12,61,8,12,4,0,0,8,41,8,0,28,12,8,4,8,0,4,24
2017,2,22,1,24,8,20,16,4,0,0,0,8,49,8,0,4,8,8,4,24,4,4,36
2017,2,22,2,16,4,36,20,4,4,0,0,4,16,4,0,32,69,4,4,16,4,4,82
2017,2,22,3,28,20,28,4,0,0,4,4,4,12,12,0,4,20,4,8,24,12,4,36
2017,2,22,4,32,32,8,8,0,0,0,4,0,36,0,0,4,4,4,4,32,0,4,8
2017,2,22,5,12,12,32,4,0,0,0,4,8,16,4,0,4,8,8,0,4,4,4,4
2017,2,22,6,16,28,28,8,12,0,0,0,0,16,4,0,4,8,4,16,16,8,8,16
2017,2,22,7,4,20,24,16,12,0,4,16,8,28,4,4,8,16,4,8,16,8,0,28
2017,2,22,8,12,16,20,16,8,0,8,12,4,12,4,4,4,16,8,0,12,4,8,16
2017,2,22,9,8,45,24,53,8,0,4,16,0,20,12,4,8,12,16,4,4,4,0,12
2017,2,22,10,8,20,0,241,8,0,12,8,0,4,0,4,12,8,16,12,12,16,0,16
2017,2,22,11,8,8,0,0,0,0,8,4,20,12,28,8,20,20,0,8,12,16,4,24
2017,2,22,12,0,12,4,32,12,12,4,4,24,8,8,12,24,20,8,4,32,4,16,8
2017,2,22,13,0,8,0,8,4,0,8,12,28,16,20,4,12,4,12,4,32,4,16,4
2017,2,22,14,8,20,8,98,8,0,12,8,41,24,32,4,8,0,8,8,16,0,16,4
2017,2,22,15,0,24,8,57,0,12,8,16,12,12,24,4,28,8,4,4,20,12,0,8
2017,2,22,16,4,28,16,36,12,0,28,20,8,20,20,4,20,4,20,4,16,4,12,4
2017,2,22,17,24,36,20,41,20,8,110,16,16,12,32,32,8,16,4,0,20,4,16,8
2017,2,22,18,45,45,24,16,32,4,57,16,4,12,36,16,4,0,16,28,16,8,8,4
2017,2,22,19,0,28,65,61,16,0,94,24,16,53,45,12,8,0,12,0,61,0,12,4
2017,2,22,20,36,20,49,36,28,0,24,12,24,12,65,8,4,8,4,8,45,4,8,0
