年,月,日,時,水戸,つくば,笠間,宇都宮,栃木林業,日光,前橋,子持,さいたま,飯能,寄居,船橋,市原,山武,君津,小平,高尾,横浜,川崎,厚木
2014,3,2,3,0,4,0,0,-9998,-9998,0,-9998,0,0,0,0,0,8,0,0,0,0,0,
2014,3,2,4,0,0,0,-9998,-9998,-9998,0,-9998,0,0,0,0,0,4,0,0,0,0,0,
2014,3,2,5,0,0,4,-9998,-9998,-9998,0,-9998,0,0,0,0,0,0,4,0,0,0,0,
2014,3,2,6,0,0,0,-9998,-9998,-9998,0,-9998,0,0,0,0,0,0,0,0,0,0,0,
2014,3,2,7,4,0,0,-9998,-9998,-9998,0,-9998,0,0,0,0,4,0,0,0,0,0,0,
2014,3,2,8,0,0,0,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,
2014,3,2,9,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,3,2,10,0,0,0,0,0,-9998,0,0,0,0,0,0,0,4,0,0,0,0,4,
2014,3,2,11,0,0,0,0,0,-9998,0,-9998,4,0,0,0,4,0,4,0,0,0,4,
2014,3,2,12,0,8,0,0,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,4,
2014,3,2,13,4,4,8,8,0,-9998,0,4,4,0,0,0,0,0,0,0,0,0,0,
2014,3,2,14,4,0,0,4,-9998,-9998,0,0,4,0,0,4,0,0,0,4,0,0,0,
2014,3,2,15,8,4,0,4,0,-9998,0,0,4,4,0,0,0,0,0,0,8,0,0,
2014,3,2,16,4,0,0,8,0,-9998,0,0,4,12,0,0,4,0,0,4,4,4,0,
2014,3,2,17,8,0,0,0,-9998,-9998,0,0,0,0,0,0,8,0,0,0,4,0,4,
2014,3,2,18,0,0,0,0,0,-9998,4,0,0,4,4,0,4,0,0,0,4,0,0,
2014,3,2,19,0,0,0,0,0,-9998,8,0,0,0,0,0,0,0,0,4,4,0,0,
2014,3,2,20,4,0,0,0,0,45,4,0,0,0,0,0,0,0,0,0,0,0,0,
2014,3,2,21,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,3,2,22,0,0,0,0,0,77,0,0,0,4,0,0,0,0,0,0,0,0,0,
2014,3,2,23,4,0,0,-9998,4,-9998,0,0,0,0,0,4,0,0,0,0,0,0,0,
2014,3,2,24,8,0,12,0,0,41,0,-9998,0,0,4,0,0,0,0,0,0,0,4,
2014,3,3,1,0,0,0,0,0,0,0,-9998,0,-9998,0,0,0,0,0,0,0,0,0,
2014,3,3,2,0,0,4,4,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,
2014,3,3,3,0,4,0,-9998,0,-9998,0,82,0,0,0,0,0,0,0,0,0,4,0,
2014,3,3,4,0,0,0,0,0,0,0,4,0,0,-9998,0,0,0,0,0,0,0,8,
2014,3,3,5,0,0,8,0,0,4,0,0,0,-9998,0,0,0,0,0,0,0,0,0,
2014,3,3,6,0,0,12,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,
2014,3,3,7,0,8,24,0,0,53,16,4,0,4,8,0,4,4,0,0,0,0,0,
2014,3,3,8,12,12,8,4,4,4,16,0,0,0,0,0,4,0,0,0,0,0,0,
2014,3,3,9,53,20,20,12,12,36,4,4,8,0,12,4,0,16,0,0,0,4,0,
2014,3,3,10,73,24,49,16,28,32,20,0,12,8,36,12,12,110,16,0,8,4,0,
2014,3,3,11,86,69,28,41,20,4,8,12,0,36,36,36,45,164,45,0,24,0,4,
2014,3,3,12,28,61,82,28,0,12,0,8,4,209,73,41,110,229,86,8,36,0,8,
2014,3,3,13,45,65,24,16,24,36,8,4,12,401,69,45,86,409,24,20,114,0,8,
2014,3,3,14,45,32,90,36,12,0,12,0,28,446,65,49,90,467,61,28,229,16,20,328
2014,3,3,15,36,45,90,28,12,4,24,12,12,299,16,69,77,332,82,24,438,49,36,377
2014,3,3,16,36,65,118,61,0,0,4,0,12,336,12,12,65,147,73,20,496,24,36,356
2014,3,3,17,28,221,102,36,4,0,0,0,8,114,12,61,114,172,53,8,282,32,45,471
2014,3,3,18,82,73,250,36,4,8,8,4,0,106,0,114,270,118,184,0,135,28,49,963
2014,3,3,19,122,8,225,32,0,16,0,0,12,184,8,135,159,82,258,12,65,8,20,1258
2014,3,3,20,12,12,106,16,4,0,0,0,4,102,4,106,32,20,73,20,176,4,28,409
2014,3,3,21,8,86,36,12,8,4,0,4,8,32,0,131,61,0,32,12,86,4,4,344
2014,3,3,22,8,65,12,0,12,0,0,0,4,49,8,41,77,65,8,0,61,4,4,172
2014,3,3,23,0,73,4,16,0,4,0,0,16,82,0,61,20,102,45,0,41,4,8,77
2014,3,3,24,8,90,0,4,0,8,0,0,12,28,0,53,20,53,49,0,53,4,8,131
2014,3,4,1,24,32,0,8,0,4,0,0,4,69,4,20,8,65,45,8,57,4,12,155
2014,3,4,2,16,28,0,0,12,8,0,0,8,16,0,4,8,36,49,8,139,0,49,118
2014,3,4,3,8,4,4,0,0,0,4,0,4,49,0,16,16,36,20,20,69,0,28,188
2014,3,4,4,4,0,0,16,0,0,4,4,0,24,4,0,16,24,45,8,4,4,16,77
2014,3,4,5,4,4,0,4,0,0,0,0,0,20,4,8,12,4,41,0,8,0,24,57
2014,3,4,6,0,4,0,4,4,0,4,0,20,16,0,8,24,4,45,8,28,0,12,61
2014,3,4,7,8,4,0,4,0,0,24,0,24,16,4,0,12,4,49,4,36,8,12,94
2014,3,4,8,57,32,8,20,8,0,16,4,24,24,8,16,53,41,106,20,20,0,12,24
2014,3,4,9,20,24,16,8,8,4,12,8,24,20,0,12,12,53,65,8,28,8,4,86
2014,3,4,10,12,28,0,16,8,0,8,0,28,53,8,16,86,135,180,16,28,20,16,94
2014,3,4,11,8,20,24,4,20,0,4,4,4,12,24,86,114,65,102,12,20,24,12,86
2014,3,4,12,12,28,36,32,28,4,20,12,12,4,36,106,77,69,106,8,28,176,65,41
2014,3,4,13,16,69,61,12,20,8,16,12,20,20,20,192,49,65,143,4,32,110,147,73
2014,3,4,14,4,36,110,12,28,0,4,12,20,20,41,143,32,61,176,8,41,118,192,65
2014,3,4,15,28,118,86,61,41,12,24,8,41,36,16,86,24,36,16,28,94,143,118,32
2014,3,4,16,8,49,69,24,36,16,20,32,77,45,8,20,36,24,20,45,143,151,65,77
2014,3,4,17,16,32,147,41,90,20,57,20,32,45,12,61,16,36,12,28,73,110,69,114
2014,3,4,18,24,65,106,41,139,32,61,24,32,86,45,32,4,32,32,20,73,36,36,188
2014,3,4,19,32,73,49,36,127,65,86,36,49,82,102,36,28,24,57,20,155,49,8,209
2014,3,4,20,45,36,41,49,143,36,106,53,41,32,196,24,8,12,16,4,36,53,8,180
2014,3,4,21,28,28,4,106,217,36,217,49,20,49,118,24,12,16,12,69,24,20,4,225
2014,3,4,22,28,0,20,159,209,20,118,32,24,127,127,20,0,8,24,204,24,4,16,86
2014,3,4,23,20,36,12,49,151,24,135,82,12,65,61,8,8,20,0,188,28,4,4,53
2014,3,4,24,4,12,12,53,118,8,57,110,0,24,32,4,4,73,8,24,41,0,0,32
2014,3,5,1,4,4,8,45,245,196,32,57,4,12,8,8,4,12,0,16,28,0,0,8
2014,3,5,2,4,4,4,36,-9998,-9998,49,-9998,0,0,36,0,0,49,0,0,4,4,4,0
2014,3,5,3,4,4,4,4,-9998,-9998,-9998,-9998,0,4,8,0,4,0,0,0,4,0,0,0
2014,3,5,4,4,0,0,0,-9998,-9998,0,-9998,0,0,4,0,0,0,0,0,0,0,0,0
2014,3,5,5,0,0,0,0,-9998,-9998,0,-9998,0,-9998,-9998,0,0,0,0,0,0,0,0,4
2014,3,5,6,0,0,0,4,-9998,-9998,0,-9998,0,-9998,-9998,0,0,0,8,0,0,0,0,0
2014,3,5,7,0,0,0,0,-9998,-9998,0,-9998,0,-9998,-9998,0,0,0,0,0,0,0,0,0
2014,3,5,8,8,0,0,0,-9998,-9998,0,-9998,0,-9998,0,0,0,12,4,0,0,0,0,0
2014,3,5,9,0,8,0,0,0,-9998,4,-9998,0,-9998,0,8,12,4,0,0,0,0,0,0
2014,3,5,10,0,0,0,4,0,-9998,0,-9998,0,-9998,0,4,0,4,0,0,0,4,4,0
2014,3,5,11,0,0,12,0,0,-9998,0,-9998,0,-9998,0,12,0,20,0,0,0,0,0,0
2014,3,5,12,0,4,0,0,0,-9998,4,-9998,0,0,4,8,0,4,0,0,0,0,4,0
2014,3,5,13,0,4,0,0,0,-9998,0,-9998,4,0,0,8,12,0,0,0,0,4,0,0
2014,3,5,14,0,0,0,4,0,-9998,0,-9998,0,0,0,0,4,8,0,4,0,4,4,0
2014,3,5,15,0,0,0,0,0,-9998,0,-9998,0,4,0,0,4,0,0,0,0,0,0,0
2014,3,5,16,0,4,0,0,0,-9998,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0
2014,3,5,17,0,0,0,0,4,-9998,0,-9998,4,0,0,0,0,0,0,0,0,0,4,0
2014,3,5,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0
2014,3,5,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2014,3,5,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0
2014,3,5,21,0,0,0,0,0,8,8,0,0,24,0,0,0,0,0,131,0,0,0,0
2014,3,5,22,0,0,0,4,0,8,4,0,0,57,4,0,0,0,4,4,0,0,12,4
2014,3,5,23,8,0,8,0,8,225,16,8,12,86,12,16,0,0,8,53,0,4,24,4
2014,3,5,24,0,4,8,8,4,122,8,4,49,82,53,0,12,4,49,57,0,49,28,4
2014,3,6,1,24,82,28,12,12,303,12,110,12,98,32,20,8,319,53,28,0,32,118,0
2014,3,6,2,139,278,61,8,16,221,4,106,0,241,41,0,12,1369,53,12,164,24,90,127
2014,3,6,3,98,106,69,28,0,127,4,176,0,192,8,4,0,1607,36,8,86,28,65,1451
2014,3,6,4,90,192,94,4,0,73,8,45,0,127,12,4,12,791,12,12,94,20,24,656
2014,3,6,5,28,188,49,20,12,45,4,12,0,102,12,0,4,373,16,32,73,20,28,311
2014,3,6,6,20,65,82,20,20,86,4,94,12,110,12,0,8,200,36,8,110,16,24,245
2014,3,6,7,28,12,41,16,20,36,0,53,12,82,8,4,8,164,0,4,36,4,49,569
2014,3,6,8,32,16,45,32,41,28,0,0,8,32,12,0,4,102,0,12,36,8,28,582
2014,3,6,9,94,41,24,16,12,0,8,16,4,65,16,0,4,106,12,20,32,20,20,188
2014,3,6,10,122,32,36,8,16,8,8,8,0,16,0,0,0,114,8,12,57,32,86,131
2014,3,6,11,24,12,8,8,0,32,12,4,8,36,12,0,8,86,12,8,24,8,49,65
2014,3,6,12,8,28,28,8,4,49,0,0,4,12,8,4,0,86,0,8,45,4,36,45
2014,3,6,13,32,12,16,12,8,16,8,4,12,16,8,4,0,86,4,8,28,4,20,45
2014,3,6,14,20,32,12,16,4,86,0,4,0,41,4,8,8,114,4,20,69,24,28,24
2014,3,6,15,16,12,20,4,0,12,8,4,4,32,4,4,4,57,8,0,41,12,32,53
2014,3,6,16,20,28,20,4,4,65,8,0,4,20,8,8,12,69,12,8,20,20,32,32
2014,3,6,17,12,8,36,0,8,147,4,8,8,8,4,20,0,41,20,8,16,16,28,41
2014,3,6,18,28,28,36,8,12,221,0,0,12,20,12,4,4,94,45,12,24,4,8,32
2014,3,6,19,98,20,49,4,16,426,12,8,12,32,12,24,4,86,69,28,41,8,32,20
2014,3,6,20,20,12,8,12,8,98,8,36,16,24,4,28,16,69,41,36,20,16,20,12
2014,3,6,21,16,4,4,8,0,217,0,20,8,20,4,4,4,41,12,16,16,8,20,28
2014,3,6,22,8,16,4,12,8,12,0,0,4,32,0,4,8,73,12,4,12,8,24,41
2014,3,6,23,4,4,16,0,0,4,0,0,0,12,0,4,4,65,49,0,36,4,16,24
2014,3,6,24,8,8,8,4,0,36,12,0,4,12,4,0,4,28,4,0,65,0,4,106
2014,3,7,1,12,8,20,0,0,110,0,192,0,28,4,0,0,36,8,0,49,0,12,82
2014,3,7,2,20,4,8,4,0,0,8,4,0,4,0,4,0,36,8,0,32,8,12,61
2014,3,7,3,4,20,0,0,0,4,4,0,0,24,8,0,0,12,0,0,65,0,0,65
2014,3,7,4,0,12,4,4,0,94,0,4,0,20,0,0,4,16,4,4,94,0,12,61
2014,3,7,5,4,4,0,8,0,274,0,0,4,8,0,8,0,0,0,0,69,4,12,53
2014,3,7,6,4,12,0,4,4,229,0,0,4,8,0,0,4,12,4,0,36,4,4,53
2014,3,7,7,12,20,4,4,8,188,0,4,4,8,4,0,4,53,8,12,16,4,4,53
2014,3,7,8,8,4,24,4,24,65,0,0,0,4,0,4,16,61,4,8,41,0,8,45
2014,3,7,9,8,12,8,0,8,8,24,0,4,16,0,4,0,106,8,0,20,0,24,45
2014,3,7,10,16,12,8,8,8,12,16,0,0,8,8,0,0,20,0,20,12,20,12,12
2014,3,7,11,4,24,8,0,4,0,8,,0,24,8,0,0,41,4,12,4,16,16,24
2014,3,7,12,24,0,0,16,4,0,12,8,4,20,4,0,12,41,0,24,20,12,16,65
2014,3,7,13,36,0,4,16,8,4,8,12,4,32,4,12,8,45,4,16,12,12,32,114
2014,3,7,14,45,4,20,12,16,16,12,0,12,16,4,0,4,28,0,0,16,16,20,159
2014,3,7,15,20,8,16,4,0,8,8,0,16,41,4,16,4,45,8,303,32,20,8,57
2014,3,7,16,28,12,8,8,8,8,12,4,28,57,8,28,4,65,4,266,0,8,20,12
2014,3,7,17,32,4,20,8,0,0,16,4,12,102,45,4,4,53,,4,16,49,32,8
2014,3,7,18,45,28,16,12,32,8,8,0,28,20,28,16,4,82,36,12,53,8,49,8
2014,3,7,19,16,36,16,4,4,0,12,0,45,49,16,36,8,65,0,24,69,12,36,4
2014,3,7,20,8,24,41,8,4,0,0,0,12,41,12,57,20,28,8,53,8,16,28,12
2014,3,7,21,12,24,16,8,4,0,4,4,4,24,0,24,28,53,8,28,8,20,24,0
2014,3,7,22,8,24,8,16,12,0,8,0,16,12,4,0,12,41,4,28,12,4,28,0
2014,3,7,23,28,8,4,24,0,12,0,0,0,4,20,8,0,24,0,28,8,8,16,0
2014,3,7,24,4,16,0,8,4,0,0,0,16,0,8,8,4,12,0,28,16,4,24,0
2014,3,8,1,0,20,4,20,0,12,0,0,8,4,4,4,8,12,0,82,8,4,24,0
2014,3,8,2,16,4,0,12,0,0,0,8,0,16,4,4,12,20,0,49,24,16,36,4
2014,3,8,3,0,12,16,8,0,0,0,0,20,12,8,8,16,20,0,57,28,4,32,8
2014,3,8,4,4,16,4,8,0,4,8,0,4,16,53,0,20,12,0,24,4,8,49,4
2014,3,8,5,0,4,4,4,0,41,0,8,0,32,32,0,4,8,0,16,28,8,8,12
2014,3,8,6,8,8,0,4,0,118,4,4,8,32,20,0,4,16,0,4,20,4,8,4
2014,3,8,7,16,8,0,16,0,377,0,0,16,12,12,4,4,16,0,8,12,12,12,4
2014,3,8,8,32,8,8,0,8,36,4,0,8,12,12,16,8,53,28,4,24,12,24,16
2014,3,8,9,20,36,0,0,20,69,8,0,4,16,8,0,8,127,28,12,12,12,12,36
2014,3,8,10,20,16,4,20,24,45,8,4,4,57,28,4,4,122,20,8,16,16,16,36
2014,3,8,11,16,16,12,16,12,45,0,4,16,28,16,0,0,94,16,28,16,12,12,69
2014,3,8,12,16,41,8,8,16,98,8,8,8,110,8,8,4,155,8,110,12,28,20,135
2014,3,8,13,20,20,12,20,8,114,0,4,12,41,12,8,0,192,20,12,16,12,28,127
2014,3,8,14,24,53,20,4,12,82,8,8,24,106,16,0,8,299,36,12,32,28,20,98
2014,3,8,15,106,57,12,16,28,98,12,4,45,41,16,20,8,200,41,16,36,24,16,77
2014,3,8,16,69,61,28,8,4,147,4,4,8,57,12,0,4,287,20,28,41,4,41,57
2014,3,8,17,65,122,41,16,0,0,8,0,41,86,16,41,0,204,20,8,24,16,20,45
2014,3,8,18,49,65,20,4,4,0,12,4,36,49,12,32,4,200,127,32,45,16,28,53
2014,3,8,19,24,24,12,4,4,0,36,4,4,94,20,28,16,110,41,36,24,28,16,41
2014,3,8,20,16,20,16,0,8,0,12,4,8,61,8,57,8,77,28,4,53,24,28,41
2014,3,8,21,12,28,12,16,8,0,8,0,8,69,16,45,16,86,4,12,61,12,49,77
2014,3,8,22,28,12,8,0,0,0,0,0,4,69,12,32,12,86,12,4,41,8,24,57
2014,3,8,23,16,36,8,20,4,0,0,0,0,36,4,12,12,299,20,8,16,12,32,196
2014,3,8,24,8,8,4,8,0,0,8,0,8,41,0,45,12,192,180,0,4,0,41,164
2014,3,9,1,4,4,0,4,8,0,0,0,4,69,0,16,8,200,32,12,65,12,16,77
2014,3,9,2,28,24,12,8,0,0,0,4,0,24,0,32,12,77,20,8,8,12,8,114
2014,3,9,3,32,16,8,0,0,0,0,0,8,32,4,4,8,90,73,4,4,4,4,102
2014,3,9,4,16,12,4,16,4,0,4,4,8,20,12,16,8,24,49,0,32,4,0,86
2014,3,9,5,8,12,0,8,12,0,0,0,24,12,8,8,8,24,41,8,28,4,4,36
2014,3,9,6,4,28,0,0,12,0,0,0,16,12,8,8,12,20,20,0,28,8,4,61
2014,3,9,7,12,0,4,8,8,0,0,0,12,8,4,0,16,32,12,8,41,4,0,82
2014,3,9,8,20,12,4,4,4,0,4,0,4,16,0,8,0,110,16,0,16,0,4,16
2014,3,9,9,4,20,16,0,4,0,8,0,12,32,4,12,20,110,8,4,20,0,12,41
2014,3,9,10,4,36,4,4,8,0,16,0,8,8,8,45,8,77,16,36,28,0,0,45
2014,3,9,11,8,45,4,8,0,0,12,4,8,16,8,41,45,20,53,4,28,16,28,49
2014,3,9,12,4,82,24,4,16,0,16,12,12,12,12,36,45,28,90,8,20,8,41,28
2014,3,9,13,12,8,24,0,4,4,16,4,16,20,12,45,82,24,69,4,8,8,24,24
2014,3,9,14,16,65,20,20,28,0,16,4,8,16,8,69,32,4,90,12,4,12,20,49
2014,3,9,15,24,41,12,4,,8,4,4,12,20,24,82,32,28,8,4,20,16,12,32
2014,3,9,16,8,53,20,20,16,20,16,8,20,20,12,41,20,20,0,12,12,4,12,28
2014,3,9,17,12,49,8,41,45,8,82,12,8,4,24,49,8,4,69,4,16,12,69,49
2014,3,9,18,20,45,32,24,49,32,57,16,16,16,61,49,20,20,20,8,20,45,24,36
2014,3,9,19,41,20,20,20,45,57,90,77,8,4,82,12,12,12,20,12,36,8,20,65
2014,3,9,20,32,16,12,16,65,24,86,41,36,12,24,24,0,12,12,0,36,16,16,28
2014,3,9,21,28,0,4,57,69,41,53,45,45,16,20,16,77,24,8,12,69,20,12,69
2014,3,9,22,16,24,20,53,69,36,118,28,24,45,53,20,0,28,0,36,69,8,8,36
2014,3,9,23,24,24,16,69,77,20,8,16,28,16,36,16,4,20,0,24,36,16,16,73
2014,3,9,24,4,20,16,32,32,1972,110,328,36,24,77,0,0,0,0,16,73,4,4,32
2014,3,10,1,12,4,32,36,110,4,20,143,4,82,90,8,8,0,0,32,49,32,24,16
2014,3,10,2,24,12,90,61,28,73,24,0,16,729,49,8,24,8,0,32,57,36,32,287
2014,3,10,3,69,65,77,32,8,36,8,0,45,291,0,4,4,16,0,12,184,53,77,491
2014,3,10,4,12,135,65,8,4,16,16,0,16,135,16,20,12,98,20,16,401,28,90,450
2014,3,10,5,0,36,45,24,8,16,20,4,0,45,12,16,8,295,49,16,143,16,32,196
2014,3,10,6,20,8,16,8,20,4,8,0,8,98,12,32,8,229,16,20,114,45,32,106
2014,3,10,7,98,32,49,8,4,12,8,8,4,143,41,16,8,90,57,24,114,8,53,783
2014,3,10,8,102,282,73,8,28,20,4,0,16,122,4,12,12,1844,73,53,258,20,118,1107
2014,3,10,9,118,106,53,20,28,102,8,8,36,,57,8,24,885,45,45,270,77,168,934
2014,3,10,10,106,57,36,24,12,368,16,221,28,,20,16,12,250,4,28,61,90,118,98
2014,3,10,11,28,94,20,8,0,332,8,61,28,,32,12,16,229,8,24,24,28,82,32
2014,3,10,12,57,65,45,8,8,668,24,8,32,,16,0,28,254,24,12,20,61,82,24
2014,3,10,13,36,65,61,4,4,69,32,405,0,,8,28,20,204,16,16,24,41,94,20
2014,3,10,14,77,127,73,8,24,168,20,541,0,,12,12,16,496,8,12,20,20,77,41
2014,3,10,15,16,82,20,20,16,274,12,873,49,45,8,16,24,254,20,32,16,16,41,28
2014,3,10,16,69,131,45,4,4,422,24,491,8,32,12,8,8,168,28,12,16,20,90,86
2014,3,10,17,57,41,12,16,8,1066,0,373,4,32,4,8,16,143,16,8,57,36,36,65
2014,3,10,18,8,20,32,4,36,225,12,348,8,16,4,12,4,82,20,24,28,16,49,57
2014,3,10,19,16,16,0,0,12,569,4,155,12,24,16,0,12,94,4,8,36,4,28,36
2014,3,10,20,12,4,32,0,4,1734,0,102,0,4,4,0,4,41,8,8,16,0,12,32
2014,3,10,21,24,20,4,8,8,-9998,0,180,8,0,0,4,4,86,8,12,20,4,12,32
2014,3,10,22,4,20,0,0,0,1184,0,36,0,8,0,0,0,82,4,20,20,0,0,32
2014,3,10,23,4,20,4,4,0,893,0,364,4,12,4,8,0,24,0,8,24,4,16,20
2014,3,10,24,8,24,4,12,0,869,0,16,0,4,4,8,0,24,4,4,28,0,4,28
2014,3,11,1,0,4,4,4,8,332,0,0,4,8,0,0,4,16,8,8,4,8,8,20
2014,3,11,2,16,0,8,4,4,131,4,4,0,12,8,8,8,24,4,0,8,4,4,20
2014,3,11,3,12,4,0,4,0,36,0,0,4,12,0,4,0,32,0,0,12,0,8,12
2014,3,11,4,0,0,0,8,8,4,0,0,12,8,8,0,4,16,0,4,16,0,12,8
2014,3,11,5,8,0,0,4,0,4,0,0,16,20,8,0,0,12,0,16,24,0,12,4
2014,3,11,6,12,8,0,4,0,8,0,0,16,12,8,4,4,16,0,4,82,4,8,8
2014,3,11,7,4,0,8,8,0,8,4,0,16,12,4,0,0,20,4,8,41,4,4,12
2014,3,11,8,12,28,4,24,0,0,4,0,0,20,8,8,4,94,0,8,77,4,8,32
2014,3,11,9,41,20,36,32,12,4,0,0,16,12,0,4,0,90,8,12,49,8,0,20
2014,3,11,10,16,28,8,36,32,24,0,0,4,12,4,4,4,41,12,16,8,8,12,24
2014,3,11,11,28,8,16,4,16,0,24,0,8,45,8,12,0,61,0,0,20,0,4,8
2014,3,11,12,20,8,0,4,0,0,32,0,12,53,0,0,4,77,16,8,16,0,16,28
2014,3,11,13,20,12,4,8,0,8,28,20,24,12,0,12,16,69,4,0,8,12,8,20
2014,3,11,14,28,36,0,24,8,0,20,8,41,16,8,12,4,77,0,12,12,16,16,57
2014,3,11,15,8,8,20,20,20,0,24,0,41,65,8,12,8,45,0,16,20,20,41,32
2014,3,11,16,16,36,49,24,32,12,12,0,32,36,24,24,20,69,16,8,53,49,32,57
2014,3,11,17,77,28,65,28,61,0,12,8,20,32,0,36,0,73,16,8,41,24,0,28
2014,3,11,18,164,53,98,73,77,0,8,8,45,49,24,4,16,73,45,20,32,8,20,45
2014,3,11,19,196,32,57,49,73,0,8,8,20,49,20,20,8,90,4,12,45,4,4,45
2014,3,11,20,73,41,49,49,53,0,16,0,20,45,0,8,4,45,0,8,61,8,24,57
2014,3,11,21,82,45,102,28,24,0,4,0,16,24,8,24,12,16,4,36,20,12,24,118
2014,3,11,22,151,73,69,28,8,0,4,0,20,110,4,,8,16,8,20,28,12,45,61
2014,3,11,23,110,61,94,28,12,0,0,0,20,24,4,24,0,12,0,28,65,12,61,45
2014,3,11,24,45,8,82,20,8,24,4,0,20,24,16,98,28,32,8,24,98,28,32,36
2014,3,12,1,53,20,65,28,45,0,0,12,20,24,4,90,32,8,20,32,36,16,8,53
2014,3,12,2,98,20,65,49,20,45,28,8,24,28,12,45,24,20,41,36,24,24,41,98
2014,3,12,3,49,32,77,65,28,69,8,0,45,16,4,20,32,20,4,53,16,53,36,82
2014,3,12,4,41,36,77,49,24,28,4,0,61,16,12,102,24,8,12,20,12,36,73,65
2014,3,12,5,49,61,36,12,32,20,4,0,77,24,4,57,24,49,4,16,16,12,41,24
2014,3,12,6,53,36,36,36,24,12,0,4,49,16,0,69,32,16,4,41,4,28,28,45
2014,3,12,7,94,20,45,24,28,4,4,0,32,0,4,82,32,32,0,28,20,20,49,16
2014,3,12,8,106,28,65,24,49,4,4,4,28,12,4,77,16,65,0,8,69,8,36,86
2014,3,12,9,94,45,45,20,28,0,0,16,45,24,16,94,12,196,49,20,20,20,57,61
2014,3,12,10,69,24,49,41,4,0,8,16,36,41,20,65,20,73,57,20,24,20,98,16
2014,3,12,11,77,28,24,53,28,0,20,12,20,28,20,32,16,135,77,12,49,12,65,28
2014,3,12,12,77,28,12,32,32,0,24,16,12,32,57,82,4,114,57,8,49,16,45,16
2014,3,12,13,53,82,73,24,65,4,12,8,16,24,4,49,8,94,49,20,16,32,12,36
2014,3,12,14,73,41,114,32,61,8,12,4,32,32,16,16,12,53,36,8,12,20,8,53
2014,3,12,15,65,57,106,49,36,12,20,20,12,24,8,41,16,24,106,0,41,57,82,94
2014,3,12,16,90,98,110,49,57,28,28,20,20,16,4,53,28,86,65,20,266,61,73,151
2014,3,12,17,28,82,86,36,45,36,28,20,45,69,12,57,20,446,28,49,1808,61,49,102
2014,3,12,18,61,159,28,45,184,41,36,4,151,90,36,49,16,471,36,65,561,69,61,114
2014,3,12,19,53,94,32,57,196,16,65,4,147,73,16,53,12,606,49,41,955,32,122,53
2014,3,12,20,41,28,8,32,143,28,28,20,94,73,98,41,8,537,41,49,393,61,90,102
2014,3,12,21,82,16,16,24,106,32,41,41,73,82,135,41,16,824,28,127,1242,118,77,188
2014,3,12,22,98,0,16,45,32,12,36,16,53,77,32,61,16,860,16,61,1516,102,131,209
2014,3,12,23,82,4,45,77,73,8,61,20,24,180,20,114,4,627,45,32,299,65,106,209
2014,3,12,24,45,8,94,32,61,4,118,24,69,106,12,49,24,377,20,57,270,69,102,262
2014,3,13,1,57,32,118,53,36,20,110,49,110,53,28,36,28,245,8,45,20,45,77,315
2014,3,13,2,36,16,73,65,28,0,102,53,65,106,32,94,45,204,4,65,118,32,82,184
2014,3,13,3,49,32,77,41,45,16,98,36,106,45,53,73,32,204,16,176,82,20,49,204
2014,3,13,4,49,32,135,77,65,4,114,77,122,24,16,49,45,135,24,135,28,16,69,135
2014,3,13,5,61,12,147,94,49,12,102,61,102,41,32,61,49,164,8,53,8,20,49,77
2014,3,13,6,36,49,135,106,77,8,57,45,69,41,36,32,20,237,8,102,28,20,45,0
2014,3,13,7,24,41,225,82,86,0,106,28,86,41,24,53,4,192,20,98,20,8,57,12
2014,3,13,8,127,53,168,110,106,16,77,12,102,90,49,28,12,438,12,57,82,4,36,28
2014,3,13,9,127,24,106,98,77,12,45,8,102,86,36,32,0,229,12,57,250,8,16,102
2014,3,13,10,106,32,98,102,102,4,53,16,114,98,151,4,4,250,53,41,270,12,4,32
2014,3,13,11,73,12,53,86,118,0,32,8,32,73,114,0,12,1029,69,12,73,0,4,4
2014,3,13,12,24,0,8,32,61,4,82,65,16,28,106,4,8,496,57,8,41,4,0,28
2014,3,13,13,4,57,0,20,114,8,77,86,16,102,94,0,8,491,0,4,41,4,28,49
2014,3,13,14,12,278,41,8,41,0,151,77,61,188,65,8,8,4,0,20,16,4,16,8
2014,3,13,15,45,278,12,8,16,0,122,86,16,114,86,0,0,57,0,12,28,12,12,0
2014,3,13,16,16,98,4,12,8,0,135,94,12,61,12,0,0,36,0,4,4,0,12,0
2014,3,13,17,36,24,57,12,4,0,90,147,4,12,4,0,4,0,0,0,0,0,0,0
2014,3,13,18,12,0,20,4,0,0,41,24,12,4,45,0,0,0,0,0,0,4,0,0
