年,月,日,時,水戸,つくば,笠間,宇都宮,栃木林業,日光,前橋,子持,さいたま,飯能,寄居,船橋,市原,山武,君津,小平,高尾,横浜,川崎,厚木
2014,5,15,2,8,176,8,8,24,24,12,36,24,12,12,12,4,36,8,4,8,28,20,16
2014,5,15,3,16,45,8,8,8,98,12,24,8,16,16,0,8,8,8,24,20,20,32,8
2014,5,15,4,16,36,12,0,16,36,20,4,20,8,49,20,12,8,8,0,0,16,12,4
2014,5,15,5,4,28,0,12,16,106,32,41,0,4,20,4,8,16,0,12,4,0,12,16
2014,5,15,6,4,4,4,16,8,36,53,8,0,32,32,8,4,8,4,0,,4,0,8
2014,5,15,7,16,24,12,4,28,73,57,12,0,8,213,8,8,4,4,0,4,0,8,8
2014,5,15,8,4,0,24,28,16,8,36,36,12,4,4,4,4,4,4,0,0,0,8,16
2014,5,15,9,12,53,20,114,24,12,8,438,0,8,28,57,16,16,32,4,4,4,20,8
2014,5,15,10,20,24,28,110,36,4,110,20,4,36,24,4,12,16,16,16,0,4,32,12
2014,5,15,11,16,24,20,49,24,4,82,8,24,12,4,4,0,0,4,4,4,4,0,8
2014,5,15,12,12,0,32,24,8,12,49,16,57,0,20,16,0,4,0,8,24,0,28,16
2014,5,15,13,36,8,414,24,20,4,57,8,4,16,65,8,8,0,0,0,16,32,41,24
2014,5,15,14,53,4,446,45,241,0,45,24,12,49,57,0,28,0,8,0,4,90,36,4
2014,5,15,15,8,4,12,61,16,4,53,12,20,32,12,0,8,16,0,16,8,65,45,8
2014,5,15,16,20,0,0,41,4,0,32,8,61,32,32,16,8,4,4,16,12,57,24,24
2014,5,15,17,16,57,172,49,49,0,57,24,28,65,20,8,12,16,4,16,4,77,41,8
2014,5,15,18,32,32,4,45,20,4,86,4,24,28,61,12,16,4,4,16,0,8,36,4
2014,5,15,19,28,24,1111,45,24,4,8,4,65,16,118,4,24,4,0,4,0,8,12,8
2014,5,15,20,8,12,0,20,209,8,24,20,12,16,8,0,0,0,0,24,4,4,0,0
2014,5,15,21,8,8,4,0,0,4,20,24,20,8,0,4,0,4,0,12,4,4,0,8
2014,5,15,22,8,4,0,12,4,4,24,16,12,16,4,4,0,4,4,4,4,4,8,4
2014,5,15,23,16,8,8,0,500,8,0,12,4,0,0,0,12,0,32,49,0,0,4,4
2014,5,15,24,4,20,0,4,0,0,12,12,12,0,0,0,4,0,0,4,4,0,8,0
2014,5,16,1,4,4,4,12,4,16,12,36,28,0,8,0,4,0,0,16,0,16,32,0
2014,5,16,2,0,8,4,4,4,16,28,53,8,4,4,0,8,4,0,0,0,24,32,20
2014,5,16,3,4,16,4,4,0,8,32,49,73,8,12,24,12,4,0,12,0,41,16,0
2014,5,16,4,4,4,4,0,0,20,16,86,159,28,28,8,12,0,4,53,0,45,36,8
2014,5,16,5,0,8,0,0,0,8,36,77,122,12,8,0,12,0,0,57,0,61,45,0
2014,5,16,6,4,0,4,24,4,4,45,86,106,49,20,24,8,4,0,45,4,122,49,0
2014,5,16,7,4,4,41,32,8,16,53,61,102,61,61,49,65,8,4,90,16,159,61,28
2014,5,16,8,20,20,151,49,28,12,127,53,82,36,20,94,4,45,28,98,45,237,28,32
2014,5,16,9,69,41,77,28,28,8,155,32,114,24,32,20,12,114,12,53,32,82,102,24
2014,5,16,10,61,41,250,82,45,0,184,139,49,24,36,16,16,77,8,16,41,86,12,12
2014,5,16,11,61,24,82,139,49,8,180,98,77,4,32,4,0,61,20,41,36,122,24,32
2014,5,16,12,28,24,49,90,65,0,164,,41,8,53,12,8,94,36,49,28,278,32,0
2014,5,16,13,28,20,110,118,65,0,233,98,20,24,32,20,8,36,61,12,32,77,57,36
2014,5,16,14,49,8,73,69,69,4,610,82,57,4,41,36,8,57,20,20,16,90,36,12
2014,5,16,15,24,20,32,69,69,4,467,28,24,12,49,20,24,36,16,36,49,180,77,69
2014,5,16,16,41,16,24,86,69,4,541,98,94,49,41,36,8,36,28,36,20,143,41,28
2014,5,16,17,41,36,65,49,86,0,180,53,287,155,45,69,24,94,45,82,20,168,73,65
2014,5,16,18,77,82,122,57,98,4,311,53,287,73,49,57,45,57,45,196,73,352,237,86
2014,5,16,19,77,49,45,32,69,4,262,41,127,61,28,12,82,32,106,61,94,467,401,61
2014,5,16,20,36,32,53,28,36,4,110,32,86,36,24,24,65,159,155,49,36,139,245,77
2014,5,16,21,65,20,53,61,16,8,135,41,41,122,49,28,32,110,69,41,41,102,102,16
2014,5,16,22,61,20,57,41,36,4,368,28,73,16,36,28,20,102,41,32,12,61,77,8
2014,5,16,23,86,12,53,106,24,4,393,49,73,41,28,16,12,90,36,49,12,61,172,24
2014,5,16,24,147,57,16,57,49,8,278,,65,57,24,20,8,69,20,45,8,49,45,8
2014,5,17,1,102,41,20,28,45,8,82,24,69,16,4,24,8,69,8,32,20,36,106,12
2014,5,17,2,61,16,4,28,20,0,24,24,28,24,4,16,8,77,0,94,0,24,77,8
2014,5,17,3,36,8,16,32,8,0,45,16,12,20,20,24,32,86,0,36,20,49,61,8
2014,5,17,4,32,41,12,24,12,8,20,8,20,16,32,4,16,41,4,12,0,12,82,16
2014,5,17,5,16,8,8,73,8,4,16,16,4,8,8,0,8,41,0,20,12,20,41,4
2014,5,17,6,36,28,16,12,16,4,12,12,0,24,73,4,8,45,0,12,12,16,57,4
2014,5,17,7,28,41,69,45,32,4,36,4,4,24,28,4,20,36,20,12,8,20,45,36
2014,5,17,8,49,8,73,41,41,0,12,4,16,24,24,4,4,57,32,8,20,20,45,28
2014,5,17,9,32,8,122,16,12,8,41,16,4,,28,8,0,57,4,16,24,36,36,20
2014,5,17,10,32,12,131,69,12,0,127,,0,,16,4,16,73,0,16,12,53,86,45
2014,5,17,11,36,12,49,36,12,4,159,36,20,,8,8,28,41,8,16,24,57,36,45
2014,5,17,12,24,4,61,32,8,4,151,24,16,,45,4,28,41,8,4,49,53,49,28
2014,5,17,13,20,8,32,24,12,4,291,28,16,,12,8,8,12,16,8,24,127,57,32
2014,5,17,14,20,16,0,16,12,0,676,20,28,,32,16,0,69,12,36,28,65,53,12
2014,5,17,15,24,4,36,45,16,4,1410,32,41,,57,12,8,53,4,28,16,61,41,12
2014,5,17,16,24,0,8,20,28,0,688,41,32,,73,16,4,270,20,41,24,82,24,32
2014,5,17,17,36,16,24,24,8,0,332,53,32,102,155,12,12,131,4,28,12,90,45,28
2014,5,17,18,49,16,20,49,8,0,221,32,45,69,41,12,12,16,0,114,1430,32,12,24
2014,5,17,19,28,24,32,16,16,0,135,32,69,82,45,12,12,49,20,65,77,8,8,36
2014,5,17,20,8,20,61,28,16,0,53,16,36,45,28,8,8,45,41,16,57,20,8,8
2014,5,17,21,4,12,8,12,0,0,20,0,57,20,24,4,4,12,12,36,20,4,36,8
2014,5,17,22,12,4,0,24,4,0,8,4,41,4,24,16,8,28,16,4,36,61,45,41
2014,5,17,23,12,0,12,16,12,4,4,4,20,32,4,24,20,8,4,20,12,4,20,32
2014,5,17,24,20,4,8,8,0,4,0,16,12,4,8,36,16,4,4,4,57,8,45,16
2014,5,18,1,20,16,4,12,0,4,4,0,16,8,0,12,8,28,0,32,0,8,36,12
2014,5,18,2,12,8,4,36,4,12,0,4,16,4,65,20,4,12,4,12,8,4,24,12
2014,5,18,3,0,28,0,16,4,12,0,4,16,28,20,4,8,0,0,8,8,28,0,4
2014,5,18,4,8,0,0,16,16,4,0,16,20,4,4,12,4,0,0,4,0,4,8,16
2014,5,18,5,8,8,4,12,0,4,8,16,8,4,0,20,16,0,0,12,0,0,4,0
2014,5,18,6,8,20,0,8,8,0,16,0,28,8,0,16,8,0,0,8,20,4,16,4
2014,5,18,7,20,16,16,24,16,0,4,12,4,36,28,24,20,12,24,24,660,16,28,36
2014,5,18,8,16,291,8,20,36,0,12,28,4,12,4,12,24,8,16,8,1213,28,4,16
2014,5,18,9,20,8,16,12,4,12,61,36,8,20,12,16,12,16,20,0,69,53,4,16
2014,5,18,10,36,12,8,12,8,0,90,28,12,45,16,4,12,4,28,0,45,32,16,8
2014,5,18,11,24,12,0,20,36,4,114,69,20,16,16,12,4,12,24,20,57,77,20,49
2014,5,18,12,24,8,4,36,4,0,118,49,49,20,8,24,4,4,4,16,557,45,8,16
2014,5,18,13,53,8,8,8,8,0,49,24,12,12,45,0,0,8,12,8,1057,20,4,16
2014,5,18,14,20,32,20,20,8,4,73,32,16,20,20,4,0,0,12,4,164,20,41,20
2014,5,18,15,4,4,24,36,24,4,77,53,28,16,16,4,4,20,8,12,32,41,24,16
2014,5,18,16,20,4,16,28,24,0,69,32,28,12,20,16,12,12,0,12,20,45,28,16
2014,5,18,17,8,20,12,8,28,0,86,45,41,4,12,12,20,8,16,0,16,4,12,8
2014,5,18,18,16,45,8,36,24,4,65,57,8,4,20,8,8,16,28,0,12,12,16,24
2014,5,18,19,32,69,8,20,12,12,110,28,28,16,53,4,8,0,4,16,4,20,0,8
2014,5,18,20,12,24,0,20,20,12,73,20,45,4,16,4,8,4,20,8,20,12,24,4
2014,5,18,21,8,16,4,8,28,8,28,4,4,0,4,16,20,8,0,4,0,28,16,4
2014,5,18,22,8,24,4,20,12,16,57,36,24,20,24,4,8,0,0,28,12,12,20,0
2014,5,18,23,8,12,0,12,8,20,32,4,28,24,4,8,8,4,0,12,0,4,4,0
2014,5,18,24,4,4,4,41,20,4,16,24,24,24,8,28,0,0,0,8,0,12,45,8
2014,5,19,1,20,4,4,28,28,0,20,16,20,61,28,12,4,4,0,69,0,0,4,4
2014,5,19,2,32,0,8,8,24,0,8,8,12,114,4,4,12,4,0,24,0,4,8,12
2014,5,19,3,24,0,4,4,4,4,73,0,8,8,24,12,16,4,0,24,8,8,4,16
2014,5,19,4,20,8,12,24,12,0,20,16,8,139,12,0,8,0,4,16,0,65,36,36
2014,5,19,5,4,0,4,49,16,0,41,16,8,0,12,0,12,0,0,4,4,49,0,12
2014,5,19,6,32,4,0,36,24,0,16,20,8,8,16,0,8,16,4,28,0,0,8,16
2014,5,19,7,32,4,12,12,24,4,41,8,61,36,73,8,20,4,20,77,16,12,16,12
2014,5,19,8,16,8,28,45,12,16,61,0,20,61,28,12,0,12,0,90,12,147,12,8
2014,5,19,9,24,16,28,45,32,20,36,65,61,36,16,0,20,12,0,24,12,61,20,32
2014,5,19,10,53,4,36,28,24,12,32,16,49,53,32,16,16,73,24,36,4,77,12,20
2014,5,19,11,20,4,28,28,16,12,90,32,24,61,12,20,0,61,28,36,4,28,20,53
2014,5,19,12,41,36,8,20,28,12,90,20,36,41,12,20,12,65,45,41,57,45,20,24
2014,5,19,13,8,20,16,12,24,4,65,,16,12,4,28,20,4,8,24,8,114,24,4
2014,5,19,14,16,0,0,28,32,0,41,12,24,20,0,20,8,49,16,20,16,49,45,41
2014,5,19,15,12,4,4,24,53,4,45,8,53,8,8,24,4,49,12,28,16,28,49,32
2014,5,19,16,20,12,12,20,20,8,77,12,45,4,41,36,20,36,16,16,20,36,16,20
2014,5,19,17,24,4,8,32,45,4,53,12,8,65,8,20,8,16,20,24,8,41,12,65
2014,5,19,18,12,32,8,20,32,8,69,24,28,12,12,0,0,8,4,12,12,32,8,8
2014,5,19,19,16,4,8,16,20,8,28,28,53,20,36,0,0,8,4,24,16,36,45,16
2014,5,19,20,4,0,4,20,16,16,28,24,28,20,12,12,8,20,0,36,0,36,4,20
2014,5,19,21,12,0,8,20,4,20,20,20,65,32,8,4,16,0,4,28,0,16,16,12
2014,5,19,22,0,4,0,8,8,20,20,4,32,20,4,0,8,12,0,16,8,0,0,4
2014,5,19,23,8,12,0,16,4,0,16,8,12,8,0,0,4,4,0,12,0,4,45,16
2014,5,19,24,4,0,0,8,8,32,16,0,4,16,4,4,12,0,4,20,0,4,16,0
2014,5,20,1,12,4,0,4,12,4,8,4,0,4,0,4,8,4,0,8,4,0,4,4
2014,5,20,2,4,0,0,4,0,4,32,4,0,8,4,12,4,0,0,8,0,4,12,0
2014,5,20,3,12,4,4,4,8,8,20,,4,4,4,4,8,0,0,12,0,12,12,8
2014,5,20,4,16,4,0,16,8,0,32,0,0,4,4,12,0,0,4,8,0,4,8,0
2014,5,20,5,0,0,4,12,8,0,73,0,4,0,4,8,12,4,0,8,0,8,8,0
2014,5,20,6,8,0,12,16,20,0,41,8,12,8,0,4,0,4,0,4,8,12,12,12
2014,5,20,7,32,0,16,36,98,0,36,4,4,16,8,4,45,4,16,36,12,69,32,24
2014,5,20,8,45,8,12,131,36,32,69,12,41,53,86,16,20,4,4,86,24,188,49,45
2014,5,20,9,36,12,16,94,49,45,237,41,69,53,57,16,8,8,12,32,20,49,12,82
2014,5,20,10,32,8,36,53,159,77,684,57,53,16,20,24,4,16,16,24,12,151,45,200
2014,5,20,11,61,24,12,32,32,32,131,16,20,16,8,32,8,12,20,41,24,49,28,28
2014,5,20,12,20,4,24,73,53,32,135,16,28,24,8,28,16,8,12,24,4,135,16,41
2014,5,20,13,24,4,16,16,28,24,77,8,24,4,16,4,12,20,41,28,4,82,12,28
2014,5,20,14,16,16,20,61,36,20,176,16,24,32,16,28,4,0,0,4,12,36,41,69
2014,5,20,15,12,12,12,65,24,16,139,12,24,4,20,12,28,4,20,12,8,176,20,32
2014,5,20,16,24,12,24,4,28,0,172,16,32,4,16,4,24,12,53,4,16,98,20,16
2014,5,20,17,12,8,16,65,45,20,164,12,28,8,8,16,8,16,12,32,8,73,49,8
2014,5,20,18,16,12,8,49,20,28,168,12,24,53,45,4,20,0,16,4,8,32,12,24
2014,5,20,19,12,0,8,24,12,4,61,16,32,16,12,0,8,28,20,16,8,61,4,16
2014,5,20,20,8,12,0,12,12,24,41,0,28,49,0,12,4,16,4,4,0,16,4,0
2014,5,20,21,0,8,0,0,0,0,32,4,12,90,12,4,4,12,0,28,0,20,20,8
2014,5,20,22,8,8,0,4,36,4,20,0,8,8,8,0,8,0,4,4,8,24,4,4
2014,5,20,23,0,12,0,8,0,0,12,4,0,0,16,0,12,4,0,4,4,0,16,28
2014,5,20,24,4,4,0,4,4,4,8,0,8,4,4,8,12,8,8,0,4,0,4,16
2014,5,21,1,4,4,4,0,12,4,8,4,0,12,24,4,0,4,0,16,8,4,0,4
2014,5,21,2,0,12,12,8,0,16,12,8,0,0,32,8,0,8,4,0,12,0,0,12
2014,5,21,3,4,4,0,0,28,0,4,0,4,0,16,8,12,0,4,0,4,0,4,8
2014,5,21,4,4,0,0,4,0,0,0,0,0,4,4,20,0,0,0,0,0,0,20,0
2014,5,21,5,4,8,0,12,0,0,8,4,0,4,8,4,12,0,0,0,4,16,4,8
2014,5,21,6,4,8,0,0,0,4,4,0,0,41,8,4,12,0,0,0,0,8,4,12
2014,5,21,7,16,0,0,12,0,0,0,0,0,16,0,0,4,0,4,0,0,0,0,0
2014,5,21,8,16,4,4,0,0,0,8,4,0,0,8,0,0,0,0,0,0,0,4,0
2014,5,21,9,0,4,4,0,0,4,4,0,0,0,0,4,4,4,0,0,0,8,0,8
2014,5,21,10,4,8,0,4,4,0,0,4,20,4,0,0,4,0,4,12,0,4,0,0
2014,5,21,11,4,0,0,0,0,12,0,0,0,0,4,0,4,0,0,4,0,0,0,4
2014,5,21,12,0,4,0,4,4,0,8,0,4,0,0,8,12,0,0,0,4,0,0,0
2014,5,21,13,4,0,0,0,0,0,4,0,0,0,8,4,0,0,0,0,0,4,0,4
2014,5,21,14,4,0,0,4,0,0,0,0,0,4,4,4,0,4,0,8,0,0,0,4
2014,5,21,15,4,4,0,8,16,0,4,0,0,0,0,4,0,0,0,0,0,4,4,8
2014,5,21,16,4,4,0,4,12,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2014,5,21,17,0,0,8,0,0,0,4,0,4,0,4,0,16,4,0,0,0,4,24,28
2014,5,21,18,0,8,0,0,0,4,0,4,0,4,0,0,4,0,4,0,0,0,0,16
2014,5,21,19,4,12,0,0,0,0,0,4,8,0,0,0,8,4,0,0,0,4,4,4
2014,5,21,20,8,8,0,4,4,8,45,4,8,8,8,4,0,4,0,0,0,0,16,12
2014,5,21,21,12,8,0,0,8,12,0,24,0,8,4,0,0,0,8,0,0,4,0,4
2014,5,21,22,16,8,0,8,12,12,0,12,4,4,0,8,8,0,0,8,0,16,32,12
2014,5,21,23,4,8,0,4,32,12,4,12,12,4,0,4,4,12,4,8,0,36,24,0
2014,5,21,24,8,4,4,16,24,4,4,20,12,0,12,0,4,8,4,0,0,57,8,0
2014,5,22,1,0,16,0,8,0,12,8,20,4,0,8,0,4,4,0,8,0,12,57,0
2014,5,22,2,0,12,0,4,0,12,8,4,8,0,4,8,4,0,16,8,0,8,20,0
2014,5,22,3,0,8,0,8,4,20,8,8,12,0,0,0,8,0,0,24,0,4,12,0
2014,5,22,4,8,8,0,20,4,0,4,8,8,0,0,16,0,0,0,8,0,12,20,0
2014,5,22,5,4,0,0,8,0,0,16,0,12,0,8,20,8,0,4,0,0,8,0,0
2014,5,22,6,0,4,0,4,8,4,4,4,8,0,8,16,4,0,4,4,0,41,24,0
2014,5,22,7,4,16,0,16,0,4,8,12,24,4,4,12,12,16,8,4,0,110,8,12
2014,5,22,8,24,0,4,8,4,0,24,8,12,16,4,20,0,8,32,12,8,61,8,24
2014,5,22,9,41,12,8,12,4,4,36,4,24,8,4,41,4,16,16,8,8,16,16,16
2014,5,22,10,12,20,8,24,0,0,16,4,20,32,12,12,28,12,16,0,12,36,4,32
2014,5,22,11,12,8,16,8,8,4,36,8,12,36,12,4,8,8,36,24,4,57,24,20
2014,5,22,12,12,20,8,12,0,4,28,12,0,49,12,4,16,0,16,16,4,73,41,8
2014,5,22,13,12,4,12,16,4,0,65,20,20,24,8,8,8,20,20,0,0,61,0,24
2014,5,22,14,20,4,4,4,4,0,8,12,0,20,12,4,4,8,16,4,8,196,16,8
2014,5,22,15,12,12,0,28,24,0,8,53,12,32,16,4,12,8,16,8,0,69,24,16
2014,5,22,16,20,12,8,36,4,0,16,20,16,28,16,0,24,0,16,8,0,49,24,12
2014,5,22,17,4,0,0,20,24,4,16,36,0,24,16,16,0,0,4,16,0,24,8,4
2014,5,22,18,12,0,16,24,4,0,12,8,12,12,0,4,4,8,4,16,0,16,32,0
2014,5,22,19,12,8,0,32,16,0,12,8,4,12,4,4,4,0,0,8,0,0,41,8
2014,5,22,20,4,4,4,12,12,0,0,8,8,32,4,8,4,4,0,8,0,4,24,4
2014,5,22,21,0,4,0,0,32,4,12,12,8,4,0,12,0,4,8,0,8,0,0,8
2014,5,22,22,0,0,0,4,4,8,8,4,4,12,0,0,0,0,4,0,0,0,0,0
2014,5,22,23,8,0,12,12,8,0,8,0,0,4,12,0,0,8,0,0,0,0,0,0
2014,5,22,24,8,0,0,0,0,4,12,0,0,12,0,0,0,0,0,8,0,0,4,4
2014,5,23,1,0,0,0,8,0,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0
2014,5,23,2,4,4,0,0,0,8,8,0,12,4,4,0,4,12,4,0,0,4,0,0
2014,5,23,3,0,8,0,4,0,4,16,4,4,0,0,0,4,4,0,4,0,4,4,0
2014,5,23,4,4,8,0,4,0,0,16,0,0,4,0,4,0,0,0,0,4,0,16,0
2014,5,23,5,0,0,0,0,4,0,4,4,0,4,0,0,0,8,0,0,8,0,0,0
2014,5,23,6,12,0,0,4,4,0,0,0,0,8,4,0,0,0,0,4,0,4,16,0
2014,5,23,7,12,8,4,0,4,8,4,0,0,0,8,4,0,4,0,4,0,114,20,0
2014,5,23,8,4,4,0,4,0,0,12,4,0,20,8,4,8,4,4,8,4,32,16,20
2014,5,23,9,16,4,12,16,0,0,24,8,0,12,20,4,4,8,4,45,4,24,12,12
2014,5,23,10,28,12,4,20,4,0,28,4,4,12,12,8,8,8,8,28,0,20,159,4
2014,5,23,11,12,12,12,12,4,12,16,20,20,4,4,4,4,28,4,12,0,28,8,4
2014,5,23,12,12,4,4,16,8,4,32,8,4,16,16,28,12,12,12,8,12,49,8,32
2014,5,23,13,12,16,4,4,8,0,20,45,188,12,8,4,0,8,20,8,12,8,20,16
2014,5,23,14,16,4,8,28,20,8,24,12,8,8,20,4,0,0,8,12,4,32,16,4
2014,5,23,15,4,8,4,12,16,0,28,28,8,28,12,12,41,8,20,4,0,73,12,8
2014,5,23,16,28,8,4,4,24,4,32,12,16,12,16,20,12,4,12,20,12,36,0,0
2014,5,23,17,16,12,4,28,20,4,28,12,28,8,8,8,12,4,4,4,0,24,20,12
2014,5,23,18,8,12,24,24,12,8,16,20,8,4,4,12,8,4,12,12,0,8,16,16
2014,5,23,19,0,4,12,32,12,12,24,4,8,4,4,8,4,12,4,36,16,32,8,0
2014,5,23,20,12,0,0,8,16,4,53,8,16,0,16,4,16,4,4,0,4,12,0,0
2014,5,23,21,20,0,0,4,8,8,20,8,0,16,4,8,4,0,4,4,0,12,0,12
2014,5,23,22,8,0,0,4,4,12,16,8,8,4,12,8,0,4,0,8,0,0,0,8
2014,5,23,23,16,4,4,0,8,4,24,8,8,8,8,20,8,8,0,4,4,0,4,0
2014,5,23,24,12,0,0,0,20,4,16,0,4,8,16,8,0,0,4,4,0,0,0,0
2014,5,24,1,4,8,0,8,4,0,0,0,0,4,0,4,0,0,0,20,0,16,4,0
2014,5,24,2,4,4,0,0,4,0,8,4,16,0,4,0,4,0,0,8,0,0,4,8
2014,5,24,3,8,4,0,0,12,0,28,12,8,4,8,0,8,0,0,4,0,8,0,0
2014,5,24,4,4,4,0,8,0,4,8,4,8,4,0,0,8,0,0,16,0,4,0,0
2014,5,24,5,4,0,0,4,4,0,12,0,4,8,0,4,4,0,0,4,0,4,16,0
2014,5,24,6,12,12,0,4,8,8,24,4,0,4,16,12,0,0,0,12,0,0,16,8
2014,5,24,7,4,4,0,65,8,8,4,4,16,12,16,16,12,20,4,16,8,45,12,0
2014,5,24,8,24,16,16,49,4,20,20,8,28,32,8,8,0,20,0,36,0,98,16,24
2014,5,24,9,61,8,8,16,16,4,16,0,12,16,16,20,4,20,0,32,12,28,24,12
2014,5,24,10,41,12,20,20,8,8,24,16,41,12,20,0,4,12,4,0,4,12,28,41
2014,5,24,11,20,12,12,24,12,4,41,16,20,73,8,4,4,20,0,4,8,28,16,24
2014,5,24,12,12,4,12,61,8,8,45,20,24,16,4,0,12,16,0,16,16,24,36,8
2014,5,24,13,24,4,0,41,16,4,4,20,0,8,4,8,4,20,4,0,4,32,8,16
2014,5,24,14,12,16,8,16,20,0,57,20,16,0,8,16,8,28,16,4,0,28,4,4
2014,5,24,15,16,12,4,32,12,0,36,12,20,4,8,0,4,8,8,8,8,49,8,24
2014,5,24,16,12,4,4,20,24,4,53,8,49,8,16,4,8,32,4,4,4,61,16,16
2014,5,24,17,16,12,0,53,12,0,16,16,0,12,12,0,12,24,20,20,20,57,4,20
2014,5,24,18,24,16,0,49,32,16,20,53,28,4,16,,20,24,12,8,12,90,4,8
2014,5,24,19,20,0,20,12,8,24,57,32,12,12,12,8,12,28,0,8,4,16,28,32
2014,5,24,20,16,8,0,16,12,20,122,36,0,16,28,4,0,0,4,41,8,16,,32
2014,5,24,21,16,4,0,24,12,20,24,4,16,20,20,0,4,8,8,16,20,20,4,16
2014,5,24,22,16,0,-9992,4,8,73,53,57,20,8,20,0,8,4,0,24,8,8,4,4
2014,5,24,23,12,24,-9992,8,4,12,57,73,12,8,8,4,4,4,0,12,8,12,8,8
2014,5,24,24,12,8,4,16,0,32,32,90,12,12,12,4,0,0,0,16,4,4,8,4
2014,5,25,1,4,8,0,28,0,12,73,61,16,24,4,0,4,4,0,28,0,0,0,4
2014,5,25,2,12,4,0,4,8,36,32,53,12,4,8,4,4,4,0,4,20,8,8,12
2014,5,25,3,16,0,4,12,12,16,36,32,24,20,4,8,4,0,0,28,0,8,4,4
2014,5,25,4,20,4,0,8,4,16,16,20,32,0,12,0,0,4,0,4,4,4,0,12
2014,5,25,5,12,12,0,12,16,0,8,41,4,12,20,4,0,4,0,12,4,4,4,20
2014,5,25,6,32,4,12,16,20,8,20,53,16,8,8,0,8,0,0,4,0,4,8,8
2014,5,25,7,20,12,16,16,32,41,65,24,12,20,8,0,4,12,4,20,8,45,16,8
2014,5,25,8,61,12,20,147,41,20,49,61,36,16,53,16,0,24,0,143,12,49,24,20
2014,5,25,9,69,90,57,287,41,8,36,41,24,73,16,4,0,12,8,53,20,49,8,122
2014,5,25,10,53,20,24,164,36,8,45,36,24,57,16,12,8,28,8,61,28,12,4,45
2014,5,25,11,24,4,24,241,57,12,45,28,20,41,20,4,0,4,4,24,12,53,8,86
2014,5,25,12,12,12,24,90,16,32,41,24,53,45,69,8,12,32,12,16,8,8,12,36
2014,5,25,13,32,12,20,61,16,45,41,28,28,16,28,4,16,28,0,12,8,16,4,4
2014,5,25,14,32,16,45,61,20,4,28,41,53,24,24,4,4,16,4,4,12,24,8,28
2014,5,25,15,16,16,16,61,4,28,86,16,32,4,4,12,16,0,4,12,0,20,16,16
2014,5,25,16,49,8,28,82,20,4,49,28,53,12,12,12,20,41,8,24,16,32,12,24
2014,5,25,17,16,4,20,61,12,8,49,12,24,12,4,8,0,28,4,4,0,28,16,24
2014,5,25,18,28,8,8,20,41,20,57,20,8,24,12,8,8,41,0,16,8,28,20,16
2014,5,25,19,16,20,16,28,57,32,61,20,12,16,20,4,4,12,0,41,4,41,4,24
2014,5,25,20,28,8,12,53,36,8,77,24,41,8,16,4,4,4,4,32,0,8,12,4
2014,5,25,21,24,12,0,28,4,0,20,24,4,20,16,0,4,0,4,28,0,0,8,0
2014,5,25,22,20,4,0,36,8,0,32,8,8,45,16,0,4,0,4,8,0,24,8,4
2014,5,25,23,24,0,4,20,0,0,36,16,0,8,0,0,16,8,0,8,0,0,4,4
2014,5,25,24,16,8,0,4,12,12,24,8,8,28,0,0,0,4,0,0,0,32,4,4
2014,5,26,1,4,8,0,4,0,0,16,4,0,0,8,0,0,0,0,4,0,0,0,0
2014,5,26,2,4,0,0,8,0,0,8,4,4,8,12,4,12,0,0,16,4,0,4,4
2014,5,26,3,12,8,0,0,8,0,20,4,4,4,16,0,4,0,0,16,0,0,8,12
2014,5,26,4,0,8,0,4,4,4,28,8,0,4,4,0,4,0,0,8,0,4,4,4
2014,5,26,5,0,16,0,4,8,4,12,16,12,12,4,0,0,0,0,4,4,0,4,4
2014,5,26,6,0,8,4,0,4,0,16,16,12,8,4,8,0,4,0,0,0,8,0,4
2014,5,26,7,4,8,0,24,8,4,4,8,4,4,4,0,8,8,0,8,4,28,24,4
2014,5,26,8,8,8,16,4,0,0,8,4,0,0,0,4,8,16,12,4,16,122,32,8
2014,5,26,9,4,28,8,8,4,4,8,8,0,24,8,8,12,4,0,82,4,102,69,8
2014,5,26,10,28,12,4,8,0,4,106,8,8,24,0,0,16,8,4,57,12,122,45,61
2014,5,26,11,49,24,8,4,12,4,8,4,20,16,12,8,4,45,12,41,8,114,49,36
2014,5,26,12,32,12,0,36,16,20,28,0,32,16,4,8,8,28,8,24,8,49,98,36
2014,5,26,13,24,32,4,77,20,0,24,4,28,36,24,4,8,36,8,45,8,49,36,32
2014,5,26,14,28,16,8,61,16,4,28,16,16,0,20,16,8,36,4,118,20,36,8,28
2014,5,26,15,32,16,0,147,36,0,16,12,8,0,8,0,0,36,0,57,0,49,36,12
2014,5,26,16,12,20,20,69,16,4,8,16,4,12,4,12,8,36,0,4,12,61,24,4
2014,5,26,17,16,12,4,90,20,8,4,4,12,20,8,4,0,16,0,16,8,24,8,8
2014,5,26,18,0,12,4,32,8,4,8,0,8,20,0,0,4,8,4,12,0,8,20,8
2014,5,26,19,12,12,4,8,8,4,4,4,16,20,4,0,0,4,0,12,4,4,24,20
2014,5,26,20,4,0,4,12,4,4,4,0,4,12,41,4,4,16,0,0,0,0,4,4
2014,5,26,21,4,0,0,16,0,0,20,4,4,16,20,0,12,0,4,0,0,8,12,4
