年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,日立市消防本部,宇都宮市中央生涯学習センター,栃木県庁那須庁舎,日光市役所第４庁舎,群馬県衛生環境研究所,館林保健福祉事務所,さいたま市役所,飯能市役所,熊谷市保健センター,東邦大学,千葉県環境研究センター,印旛健康福祉センター成田支所,君津市糠田測定局,東京都多摩小平保健所,新宿区役所第二分庁舎,神奈川県庁第二分庁舎,川崎生命科学・環境研究センター,神奈川県環境科学センター
2019,5,14,11,12,32,28,12,12,4,73,0,0,164,4,0,4,110,8,8,8,0,0,8
2019,5,14,12,20,24,8,12,24,4,77,12,8,12,8,0,12,319,0,8,4,4,0,0
2019,5,14,13,24,36,12,24,69,12,41,49,16,82,32,4,4,270,8,0,4,0,12,4
2019,5,14,14,53,16,4,131,151,20,77,32,4,1049,28,8,12,233,8,4,24,8,4,4
2019,5,14,15,16,16,12,49,311,24,98,24,8,20,28,16,12,155,4,4,36,4,0,4
2019,5,14,16,16,8,0,20,151,8,172,32,8,24,20,4,4,102,0,0,24,0,0,4
2019,5,14,17,24,4,4,12,57,4,213,16,4,77,16,0,8,77,0,0,28,8,0,0
2019,5,14,18,12,20,8,102,82,12,176,49,0,16,4,0,32,16,0,8,0,4,16,12
2019,5,14,19,0,4,4,45,90,0,77,4,4,8,12,0,24,94,0,0,4,0,8,8
2019,5,14,20,20,4,4,12,0,4,20,12,8,32,352,0,8,0,0,4,12,4,4,0
2019,5,14,21,12,12,4,4,0,0,0,4,0,4,20,8,16,4,0,8,0,8,0,0
2019,5,14,22,12,0,4,0,0,0,0,12,4,20,8,4,8,12,8,0,8,0,0,0
2019,5,14,23,12,8,0,0,4,0,0,8,4,8,0,0,8,0,0,0,8,0,0,12
2019,5,14,24,8,8,4,8,0,0,0,12,0,94,4,0,0,4,0,0,0,0,0,0
2019,5,15,1,4,0,4,8,0,4,4,12,0,0,8,0,28,0,0,4,4,4,4,4
2019,5,15,2,8,4,0,8,0,0,4,4,0,16,0,0,12,12,0,4,0,12,12,0
2019,5,15,3,4,12,0,8,0,0,4,4,4,4,4,0,16,0,0,4,8,0,0,8
2019,5,15,4,0,0,0,8,0,0,0,4,0,20,4,0,4,0,0,4,0,4,0,4
2019,5,15,5,4,4,0,0,0,0,0,8,0,0,4,0,12,8,0,4,0,4,0,0
2019,5,15,6,0,4,0,0,0,0,4,4,164,8,0,4,0,4,0,0,8,0,4,0
2019,5,15,7,0,28,0,4,4,0,8,4,16,0,4,0,8,4,4,4,36,0,0,4
2019,5,15,8,0,24,0,49,8,4,16,36,8,69,12,4,8,16,0,4,69,4,139,4
2019,5,15,9,12,0,0,20,4,4,36,69,12,106,45,4,16,36,0,0,41,12,4,20
2019,5,15,10,4,12,16,16,36,0,94,4,8,1168,41,8,20,0,77,0,45,0,4,16
2019,5,15,11,8,20,0,12,0,0,45,8,12,86,24,4,16,82,12,0,36,8,77,4
2019,5,15,12,28,4,8,8,12,4,36,8,16,28,4,8,12,82,4,12,28,8,0,4
2019,5,15,13,24,8,0,28,4,8,16,16,4,12,8,12,12,24,61,0,45,4,4,0
2019,5,15,14,12,20,12,28,8,16,36,8,12,4,8,0,32,32,16,0,65,4,0,8
2019,5,15,15,16,12,4,41,4,4,24,4,4,12,12,4,20,41,20,0,49,4,0,0
2019,5,15,16,0,0,8,41,8,16,53,8,8,8,16,8,4,32,8,4,65,12,12,4
2019,5,15,17,12,12,8,24,8,12,61,12,4,4,12,0,0,20,0,4,41,8,0,8
2019,5,15,18,4,8,16,32,8,28,41,28,8,0,12,4,8,12,0,0,41,16,4,8
2019,5,15,19,16,12,4,16,69,24,65,4,0,114,45,0,16,57,0,4,36,12,0,12
2019,5,15,20,4,20,8,28,4,8,49,28,0,16,12,8,4,8,0,0,82,8,0,4
2019,5,15,21,0,4,4,12,4,16,20,8,0,8,8,0,4,4,4,4,12,0,0,8
2019,5,15,22,0,4,0,4,8,4,12,4,4,20,0,0,4,20,4,4,4,0,0,4
2019,5,15,23,4,4,0,4,4,0,0,12,12,0,16,0,0,8,4,0,12,4,0,4
2019,5,15,24,4,0,0,12,4,0,0,4,8,147,0,0,0,8,0,0,16,4,0,4
2019,5,16,1,0,8,0,12,0,0,4,8,0,8,0,4,4,8,0,4,0,0,0,8
2019,5,16,2,0,16,0,16,4,0,8,4,4,12,0,4,4,4,0,0,0,0,8,8
2019,5,16,3,0,0,0,0,0,0,8,8,0,4,16,0,0,8,0,4,4,0,0,4
2019,5,16,4,12,4,0,12,0,4,0,0,8,0,20,0,0,0,0,0,0,12,0,4
2019,5,16,5,4,0,0,8,0,0,12,0,0,4,4,0,4,0,0,0,12,0,0,0
2019,5,16,6,12,12,4,0,0,0,4,12,8,28,12,0,8,8,0,0,0,4,0,45
2019,5,16,7,8,4,12,0,4,4,41,8,0,16,12,0,4,0,16,16,49,12,4,12
2019,5,16,8,8,4,8,20,12,4,24,20,16,36,8,4,20,36,16,4,12,8,0,16
2019,5,16,9,4,4,12,8,8,4,53,209,4,139,45,4,16,168,0,0,20,8,0,16
2019,5,16,10,8,4,8,4,8,12,127,45,4,41,41,4,8,110,4,8,41,4,4,16
2019,5,16,11,20,4,8,16,4,16,86,20,4,69,32,12,45,82,8,4,16,8,0,20
2019,5,16,12,4,8,28,16,4,8,36,20,20,28,32,4,20,73,12,8,41,8,4,16
2019,5,16,13,0,20,4,32,0,8,94,20,4,77,20,4,12,69,16,4,32,12,4,8
2019,5,16,14,4,16,4,28,0,0,65,41,12,102,12,0,20,102,12,8,24,4,8,8
2019,5,16,15,0,0,8,82,4,12,53,20,20,41,12,8,0,45,4,4,57,8,4,16
2019,5,16,16,0,0,4,65,4,4,41,20,4,41,24,24,28,65,0,8,41,8,8,24
2019,5,16,17,0,4,8,41,8,16,73,61,8,61,16,4,8,36,12,0,57,4,4,12
2019,5,16,18,0,0,12,28,12,24,106,28,4,20,16,4,12,61,8,8,45,4,0,16
2019,5,16,19,8,4,20,20,4,32,73,8,4,28,12,0,8,16,0,4,36,4,0,8
2019,5,16,20,8,4,12,12,139,24,49,32,4,28,49,8,4,12,0,0,20,4,0,4
2019,5,16,21,8,12,4,4,0,4,53,24,0,20,16,0,20,16,4,0,0,8,0,4
2019,5,16,22,0,0,0,0,0,8,24,20,0,12,4,4,0,20,0,4,4,0,0,61
2019,5,16,23,4,0,0,192,0,0,20,12,0,41,8,0,8,12,4,0,0,0,0,8
2019,5,16,24,0,4,0,4,0,8,16,0,0,28,4,0,4,4,0,4,4,0,4,8
2019,5,17,1,0,0,4,4,0,0,53,4,4,12,4,0,4,4,0,0,4,4,0,0
2019,5,17,2,4,4,0,8,77,4,4,8,4,12,8,0,8,4,0,4,0,4,0,12
2019,5,17,3,8,4,0,4,57,16,16,0,0,12,4,4,0,0,0,0,4,4,0,0
2019,5,17,4,0,4,0,45,4,4,4,4,0,4,0,4,0,8,4,0,0,0,0,0
2019,5,17,5,4,8,4,4,0,4,0,0,4,118,0,0,4,0,0,0,4,0,0,4
2019,5,17,6,4,4,0,4,8,0,0,16,8,0,4,0,0,0,4,0,4,0,0,0
2019,5,17,7,0,0,8,0,94,8,0,16,12,49,61,4,8,28,8,8,20,8,0,24
2019,5,17,8,4,20,16,8,4,12,12,12,0,41,65,4,28,41,4,0,16,12,0,8
2019,5,17,9,4,0,12,16,12,24,77,8,0,12,36,0,4,20,4,4,16,0,4,4
2019,5,17,10,0,4,8,28,8,4,196,12,4,8,53,8,24,45,4,16,20,8,0,20
2019,5,17,11,4,4,8,16,8,4,114,20,0,36,28,20,41,73,4,4,61,8,0,12
2019,5,17,12,4,4,4,32,0,8,94,0,4,12,16,12,16,82,12,12,41,8,4,0
2019,5,17,13,0,0,0,4,16,12,77,8,8,8,20,0,4,41,16,4,65,8,0,8
2019,5,17,14,4,8,0,16,0,32,188,0,8,8,28,4,8,28,0,4,94,12,0,4
2019,5,17,15,12,12,4,20,4,8,61,24,24,12,32,4,20,28,12,0,61,8,0,16
2019,5,17,16,4,8,0,41,20,16,192,32,20,0,12,4,16,24,24,0,41,8,0,8
2019,5,17,17,4,12,4,32,4,4,61,16,8,8,41,8,8,12,24,4,36,20,0,8
2019,5,17,18,0,8,0,24,4,20,98,16,0,0,28,4,20,16,0,0,28,8,0,8
2019,5,17,19,4,20,4,20,8,8,69,16,0,12,36,0,4,16,8,0,36,0,4,20
2019,5,17,20,0,4,12,12,4,12,41,4,8,8,24,0,4,16,0,4,41,4,0,8
2019,5,17,21,4,4,8,28,12,12,41,53,0,4,8,0,8,4,0,4,28,0,0,0
2019,5,17,22,0,4,4,0,0,4,53,4,4,12,4,4,0,8,0,0,8,0,8,0
2019,5,17,23,0,4,8,0,0,0,49,4,4,0,4,0,8,12,0,0,12,0,4,8
2019,5,17,24,0,0,0,4,0,16,0,12,4,0,0,0,4,4,0,0,12,8,0,0
2019,5,18,1,8,20,0,0,4,8,0,0,0,8,0,0,0,4,0,0,0,0,0,4
2019,5,18,2,0,4,0,4,0,12,0,4,0,4,4,0,12,8,0,4,4,0,0,0
2019,5,18,3,4,4,0,0,0,4,0,28,0,0,4,0,8,4,0,0,0,4,0,4
2019,5,18,4,0,4,4,4,4,0,4,4,0,4,4,0,4,4,0,0,4,4,4,4
2019,5,18,5,0,8,0,4,0,4,4,0,0,4,0,0,0,0,0,4,0,0,0,4
2019,5,18,6,4,4,8,0,4,12,4,4,0,0,8,0,8,4,4,0,8,4,0,4
2019,5,18,7,0,16,4,4,0,12,12,16,0,4,24,0,0,12,8,0,57,4,4,16
2019,5,18,8,0,20,8,28,8,12,0,45,12,12,41,8,16,8,4,8,32,4,4,4
2019,5,18,9,8,8,8,8,4,4,36,28,8,4,20,4,20,36,16,0,49,4,4,8
2019,5,18,10,0,,0,24,4,8,147,24,4,0,16,8,8,20,0,0,102,4,8,20
2019,5,18,11,4,,8,24,0,16,82,0,4,4,20,0,20,32,32,4,61,4,0,8
2019,5,18,12,0,,4,8,8,8,53,4,0,16,12,8,20,20,24,8,8,12,0,12
2019,5,18,13,0,,8,8,0,12,53,20,8,8,36,8,8,28,12,0,32,16,8,16
2019,5,18,14,0,,0,16,4,0,61,20,4,8,20,4,16,28,20,8,20,4,0,0
2019,5,18,15,4,,0,24,8,16,69,0,4,4,16,4,12,28,28,4,16,12,0,4
2019,5,18,16,4,,4,49,0,12,53,4,4,12,32,16,12,32,12,4,36,8,0,0
2019,5,18,17,8,,4,41,0,0,98,28,0,12,49,0,12,24,12,8,32,0,0,0
2019,5,18,18,4,,0,16,28,4,61,16,4,28,36,0,8,24,4,0,28,8,0,20
2019,5,18,19,0,,0,20,4,24,24,73,0,24,16,0,0,16,4,4,16,4,4,8
2019,5,18,20,0,16,12,24,0,0,41,12,0,0,16,0,4,20,8,4,16,4,0,8
2019,5,18,21,0,8,0,8,0,0,28,4,0,12,4,8,0,4,8,0,0,4,0,0
2019,5,18,22,0,0,0,12,12,8,28,12,0,4,8,0,0,8,8,0,4,4,0,0
2019,5,18,23,0,0,8,8,0,0,20,20,0,0,4,0,4,0,0,12,16,0,0,0
2019,5,18,24,0,8,0,0,0,0,12,4,0,0,4,0,0,4,0,0,4,4,0,0
2019,5,19,1,0,0,8,4,8,0,12,0,0,0,0,0,4,0,0,0,8,0,0,0
2019,5,19,2,4,4,4,0,0,12,4,4,0,0,0,0,0,4,4,0,8,4,0,8
2019,5,19,3,4,0,20,0,4,0,8,8,0,4,12,0,4,4,4,0,12,0,4,4
2019,5,19,4,4,0,0,4,4,0,4,0,0,0,4,0,0,4,0,4,4,0,0,4
2019,5,19,5,0,4,0,0,4,0,16,4,0,0,8,0,0,0,0,0,8,0,0,8
2019,5,19,6,0,8,0,0,4,0,0,4,8,0,0,0,0,0,0,0,0,0,0,16
2019,5,19,7,12,8,4,20,0,0,12,4,4,8,0,0,0,0,8,0,16,4,0,12
2019,5,19,8,0,0,28,20,0,4,204,82,0,4,16,0,24,20,12,8,12,0,0,0
2019,5,19,9,8,32,20,20,12,8,168,32,4,4,12,16,20,61,12,4,8,0,0,4
2019,5,19,10,0,4,16,16,0,0,135,32,4,0,28,8,16,36,4,8,12,4,0,16
2019,5,19,11,0,4,4,20,8,0,82,20,4,8,36,16,4,53,0,4,16,4,0,8
2019,5,19,12,8,24,4,4,8,4,151,16,4,8,0,12,24,41,28,8,28,4,0,4
2019,5,19,13,20,16,4,16,8,4,143,28,4,4,16,4,20,57,24,4,16,8,0,16
2019,5,19,14,16,0,12,8,4,0,118,16,4,16,12,0,12,61,8,0,28,0,0,0
2019,5,19,15,8,8,8,45,4,8,172,16,0,8,20,8,12,45,8,8,24,8,0,0
2019,5,19,16,0,12,0,16,4,12,278,16,16,16,16,8,20,12,16,4,8,0,0,4
2019,5,19,17,16,12,4,16,0,4,106,20,8,8,28,8,4,20,4,8,28,4,0,0
2019,5,19,18,0,16,4,20,8,4,36,0,4,0,61,4,8,12,0,0,20,0,0,4
2019,5,19,19,8,12,0,8,4,8,28,8,4,4,4,0,4,4,0,0,28,8,0,16
2019,5,19,20,0,8,0,557,4,24,8,36,4,8,28,8,8,8,0,0,4,0,0,0
2019,5,19,21,4,8,0,20,0,4,28,20,4,16,4,8,4,8,0,4,4,0,4,0
2019,5,19,22,0,0,0,0,0,4,45,0,0,0,0,0,4,4,0,4,28,0,0,0
2019,5,19,23,4,0,0,4,0,0,12,20,4,0,8,0,0,0,0,0,4,0,4,0
2019,5,19,24,8,0,0,4,4,0,8,4,4,0,4,0,8,4,0,4,0,0,0,0
2019,5,20,1,0,8,0,4,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0
2019,5,20,2,0,4,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
2019,5,20,3,4,4,8,0,4,0,0,12,0,0,0,0,12,8,0,0,4,0,0,4
2019,5,20,4,4,4,0,0,0,0,0,4,8,0,0,0,0,4,8,0,4,4,0,0
2019,5,20,5,4,4,77,8,0,0,0,4,4,0,8,0,12,12,0,4,0,0,4,8
2019,5,20,6,4,4,4,0,4,0,0,4,0,0,8,0,4,0,0,12,0,41,8,4
2019,5,20,7,4,8,4,0,4,4,8,4,0,0,0,16,4,8,0,4,16,4,0,8
2019,5,20,8,8,12,20,8,0,0,16,57,8,20,0,8,8,20,4,16,32,8,0,8
2019,5,20,9,8,0,16,57,8,12,32,45,0,8,41,4,16,28,28,4,8,12,4,16
2019,5,20,10,0,8,32,24,0,0,176,32,12,12,12,4,20,32,41,12,36,24,4,20
2019,5,20,11,4,12,0,41,4,4,94,8,20,8,12,12,12,24,0,4,24,12,0,4
2019,5,20,12,4,8,8,49,8,8,168,24,8,8,12,8,20,65,0,8,61,0,4,12
2019,5,20,13,0,20,8,69,4,16,94,20,4,12,12,4,12,36,24,12,24,0,0,20
2019,5,20,14,0,12,4,53,4,16,110,16,0,4,4,8,8,73,8,4,24,0,4,0
2019,5,20,15,4,16,16,49,4,20,188,8,4,4,8,4,0,86,4,8,24,4,0,0
2019,5,20,16,8,12,8,12,12,20,114,4,0,0,20,0,20,32,4,8,32,4,0,4
2019,5,20,17,4,8,4,16,0,12,98,41,8,0,32,0,12,41,12,0,20,0,0,8
2019,5,20,18,0,4,4,24,4,0,61,20,4,4,8,0,4,24,0,0,4,0,4,4
2019,5,20,19,8,8,4,12,4,4,45,0,0,4,4,0,4,12,0,4,8,4,0,4
2019,5,20,20,0,0,4,8,0,0,20,20,0,0,4,0,4,4,12,4,4,12,4,8
2019,5,20,21,0,4,0,4,0,0,12,0,0,0,4,4,4,0,0,0,24,0,0,0
2019,5,20,22,0,4,4,0,0,4,8,73,0,4,0,4,4,0,0,0,8,4,0,0
2019,5,20,23,0,0,0,0,0,0,0,0,0,0,4,4,8,16,0,0,0,4,4,0
2019,5,20,24,0,0,0,0,4,0,0,4,0,0,0,4,4,8,0,0,0,0,0,0
2019,5,21,1,0,8,0,4,0,0,0,12,0,0,0,0,8,0,4,4,0,0,0,0
2019,5,21,2,0,4,0,49,0,0,0,8,0,0,0,0,8,8,4,0,0,4,0,0
2019,5,21,3,0,4,0,4,0,0,4,0,0,0,0,4,12,8,0,0,0,4,4,0
2019,5,21,4,4,8,4,0,4,0,0,0,0,4,0,0,8,4,4,0,4,0,0,0
2019,5,21,5,0,8,0,0,4,32,0,0,4,0,4,0,16,8,4,0,4,20,0,0
2019,5,21,6,0,12,0,4,0,0,0,4,0,0,8,0,4,12,12,0,0,8,0,0
2019,5,21,7,0,4,0,8,0,0,0,0,0,0,4,0,12,12,0,0,0,4,0,0
2019,5,21,8,8,8,0,0,0,0,0,0,8,0,4,0,8,0,8,0,0,0,0,0
2019,5,21,9,4,16,4,0,0,0,0,0,0,0,0,4,16,8,4,0,0,0,0,0
2019,5,21,10,12,8,0,4,4,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0
2019,5,21,11,0,8,0,4,0,0,0,4,4,4,8,4,32,0,0,0,0,0,0,0
2019,5,21,12,4,4,0,16,8,0,73,0,0,0,4,0,8,0,0,0,0,0,0,0
2019,5,21,13,0,4,0,0,4,0,4,4,0,4,0,0,20,4,0,0,8,0,0,0
2019,5,21,14,0,4,0,0,20,0,32,0,0,0,4,0,8,0,0,0,0,0,0,0
2019,5,21,15,0,4,0,0,4,8,53,0,0,4,0,0,4,0,4,0,0,0,4,0
2019,5,21,16,0,0,0,4,12,12,53,16,0,4,45,4,0,0,4,0,0,0,0,0
2019,5,21,17,0,0,0,8,24,28,73,16,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,21,18,32,0,0,41,4,24,36,36,4,0,8,0,4,0,0,0,0,0,0,0
2019,5,21,19,49,0,0,8,16,24,82,4,0,4,4,0,4,0,4,0,0,0,0,4
2019,5,21,20,20,8,4,20,12,57,82,0,8,4,0,0,4,0,8,8,4,0,0,8
2019,5,21,21,12,20,0,20,8,49,8,20,12,4,12,0,8,8,4,8,4,4,0,8
2019,5,21,22,4,20,4,24,0,24,36,16,4,16,16,4,0,16,4,8,0,0,0,8
2019,5,21,23,4,12,8,20,16,41,12,41,8,0,20,4,4,0,0,0,16,8,4,12
2019,5,21,24,8,12,0,28,12,28,12,36,28,8,28,0,8,0,0,24,12,12,0,4
2019,5,22,1,8,0,0,32,16,16,24,20,36,24,32,4,4,4,0,20,0,0,4,8
2019,5,22,2,4,8,0,36,24,20,49,45,20,8,24,0,4,0,0,8,4,8,8,36
2019,5,22,3,12,12,0,16,28,16,41,32,12,16,16,0,4,0,4,4,8,12,0,20
2019,5,22,4,12,12,0,16,53,8,24,28,8,24,20,0,8,4,4,0,12,0,4,36
2019,5,22,5,8,4,0,16,20,12,16,28,0,20,16,0,4,0,0,4,16,8,0,8
2019,5,22,6,12,0,0,287,32,8,28,61,12,20,12,0,20,0,8,8,32,16,0,8
2019,5,22,7,16,12,20,49,41,16,45,12,16,36,4,0,12,28,8,0,0,8,4,8
2019,5,22,8,20,16,32,176,20,12,49,12,4,32,16,4,32,49,0,24,12,41,4,12
2019,5,22,9,24,12,12,32,12,16,73,8,12,12,28,8,45,57,12,4,16,24,0,16
2019,5,22,10,20,24,24,45,12,4,57,16,45,32,16,8,69,45,12,20,28,28,4,16
2019,5,22,11,24,28,45,41,12,28,41,8,24,49,16,0,36,36,12,0,36,12,4,20
2019,5,22,12,8,65,12,45,8,20,45,24,20,36,36,8,36,45,8,4,36,28,12,32
2019,5,22,13,4,20,20,61,36,8,20,20,16,16,45,0,36,36,20,4,36,12,8,12
2019,5,22,14,8,8,8,28,4,16,24,16,28,28,20,4,24,24,36,12,24,16,4,12
2019,5,22,15,8,20,24,8,20,41,12,20,16,28,20,12,53,65,8,4,41,16,4,12
2019,5,22,16,16,24,36,45,4,20,16,12,24,12,4,4,131,45,16,8,28,24,4,20
2019,5,22,17,20,12,49,12,20,12,32,20,20,4,24,8,41,77,16,8,16,8,0,28
2019,5,22,18,4,28,41,24,36,8,32,24,20,16,20,4,24,45,8,4,24,28,12,16
2019,5,22,19,20,20,41,28,12,28,45,12,12,8,12,20,41,45,8,4,32,20,8,20
2019,5,22,20,12,12,24,41,32,12,28,16,8,28,8,0,28,24,8,4,28,24,8,24
2019,5,22,21,24,12,16,16,24,32,53,20,0,8,12,8,16,24,8,8,41,24,16,8
2019,5,22,22,28,20,28,57,32,28,32,53,8,8,20,0,8,4,12,8,32,36,0,24
2019,5,22,23,12,24,36,53,16,8,28,20,4,16,16,0,16,8,0,20,28,16,4,16
2019,5,22,24,16,20,45,24,4,4,49,20,28,4,28,0,4,20,4,12,28,28,8,4
2019,5,23,1,4,24,49,53,16,20,36,45,8,4,24,4,0,28,0,12,4,24,8,4
2019,5,23,2,4,8,57,16,8,8,32,8,12,4,4,12,36,49,0,8,12,4,8,8
2019,5,23,3,8,20,24,4,16,16,24,8,20,4,12,16,28,49,4,8,28,32,0,0
2019,5,23,4,4,16,32,16,8,24,41,28,20,8,4,20,36,73,4,8,24,16,0,16
2019,5,23,5,4,20,32,16,4,45,32,24,16,8,20,49,36,65,12,24,32,24,0,32
2019,5,23,6,16,12,24,16,24,28,20,20,8,0,36,24,32,41,24,32,24,53,8,4
2019,5,23,7,20,20,36,12,12,36,69,41,24,53,28,20,41,118,24,24,32,28,4,41
2019,5,23,8,8,45,45,57,28,24,102,16,16,24,8,20,45,73,20,20,20,41,12,32
2019,5,23,9,16,41,45,32,28,8,106,36,28,28,16,12,41,172,32,32,77,41,4,53
2019,5,23,10,24,20,28,28,36,8,143,45,20,32,118,16,36,98,12,8,49,45,24,28
2019,5,23,11,4,24,28,49,32,28,155,16,16,20,28,12,28,73,20,12,57,45,12,24
2019,5,23,12,8,20,20,98,20,24,77,20,24,16,24,12,41,65,12,20,36,16,4,20
2019,5,23,13,0,41,16,53,20,45,102,16,8,24,41,12,45,41,16,16,36,24,12,12
2019,5,23,14,16,20,20,82,24,20,110,4,20,20,24,20,24,24,41,8,28,16,4,16
2019,5,23,15,12,12,4,28,12,4,102,4,24,4,12,4,53,57,12,16,49,36,4,20
2019,5,23,16,12,8,8,57,12,24,53,20,12,16,20,12,57,69,8,20,36,45,4,4
2019,5,23,17,16,8,32,49,4,12,53,32,16,16,28,12,24,28,32,16,28,12,4,32
2019,5,23,18,12,4,41,24,8,8,102,24,20,12,12,16,24,45,24,4,69,24,0,12
2019,5,23,19,16,24,36,32,16,12,86,45,24,8,24,0,32,73,24,12,28,20,4,20
2019,5,23,20,16,4,20,24,16,24,77,41,4,16,41,4,20,28,4,16,16,16,8,0
2019,5,23,21,16,4,8,49,8,16,49,32,8,20,16,4,16,20,0,16,24,20,4,8
2019,5,23,22,36,20,16,36,69,28,45,0,20,4,36,8,20,16,12,0,32,4,0,8
2019,5,23,23,12,20,16,32,143,28,41,8,8,4,4,4,32,24,24,0,24,12,0,32
2019,5,23,24,4,8,36,16,36,8,49,20,24,8,24,8,32,20,4,0,49,8,0,32
2019,5,24,1,20,12,57,24,0,16,36,12,24,4,41,8,36,12,8,4,20,8,0,12
2019,5,24,2,24,8,86,16,0,4,45,20,4,0,28,4,20,12,4,4,16,12,0,16
2019,5,24,3,24,16,57,20,16,16,45,12,28,8,12,12,4,28,0,20,0,4,4,20
2019,5,24,4,12,8,65,16,4,12,57,16,16,8,20,12,12,12,0,4,16,12,0,41
2019,5,24,5,8,8,65,8,32,16,77,24,20,8,16,8,12,12,8,16,28,4,0,41
2019,5,24,6,8,0,49,4,4,12,53,24,24,0,16,4,8,32,8,36,49,20,8,61
2019,5,24,7,24,8,86,16,32,24,86,32,24,28,28,20,32,41,0,20,24,69,16,45
2019,5,24,8,12,20,32,36,12,20,102,28,16,41,20,16,8,53,20,12,36,41,4,90
2019,5,24,9,28,45,32,49,16,20,90,24,16,28,12,4,20,61,24,20,49,41,32,131
2019,5,24,10,16,45,49,36,4,12,65,65,32,36,16,45,36,90,24,24,20,45,20,28
2019,5,24,11,45,53,24,61,20,24,147,32,32,36,28,61,41,53,24,20,53,24,16,45
2019,5,24,12,12,20,20,49,16,28,287,49,12,24,20,41,16,73,36,24,61,49,20,45
2019,5,24,13,16,36,28,45,8,12,164,32,16,32,20,16,28,45,28,28,20,41,8,32
2019,5,24,14,8,20,45,45,16,8,135,16,12,20,12,24,20,98,12,20,36,4,16,28
2019,5,24,15,12,8,28,32,36,16,131,8,16,28,12,4,49,131,12,12,53,32,0,0
2019,5,24,16,24,49,36,61,61,16,102,8,28,28,16,12,65,90,36,8,65,12,4,32
2019,5,24,17,16,32,16,41,16,8,114,24,36,24,4,4,32,118,8,8,53,8,4,0
2019,5,24,18,8,32,20,69,12,8,143,24,16,41,8,8,45,61,8,16,65,4,8,12
2019,5,24,19,20,41,20,36,16,20,98,20,32,41,28,4,28,65,12,12,28,24,0,16
2019,5,24,20,28,24,36,61,24,69,65,28,8,28,82,8,12,127,4,24,45,4,8,20
2019,5,24,21,28,28,8,41,16,12,73,49,20,8,65,0,4,61,4,8,41,12,4,24
2019,5,24,22,20,0,20,28,32,12,20,36,28,0,36,4,4,49,0,8,32,16,8,12
2019,5,24,23,4,12,36,24,12,20,65,53,4,0,53,4,8,24,8,8,9864,0,0,12
2019,5,24,24,12,12,12,12,8,32,36,16,8,0,36,0,12,24,0,20,1012,8,4,45
2019,5,25,1,16,12,28,65,28,24,49,32,12,8,45,4,20,20,4,41,41,12,4,24
2019,5,25,2,4,0,32,28,20,16,61,32,53,8,16,0,16,12,4,12,69,12,4,24
2019,5,25,3,0,12,20,16,77,12,41,32,20,0,36,0,12,16,0,12,36,0,4,20
2019,5,25,4,12,8,24,57,0,4,20,41,16,8,90,0,8,12,0,32,24,8,0,41
2019,5,25,5,4,0,28,28,41,16,16,28,20,16,28,0,20,24,0,32,98,16,0,16
2019,5,25,6,8,8,77,24,36,8,90,69,32,4,20,4,12,32,0,28,16,36,4,36
2019,5,25,7,12,16,65,8,36,8,57,57,36,28,20,4,8,28,12,32,110,61,24,65
2019,5,25,8,32,8,57,32,28,16,45,36,41,53,82,28,32,36,57,12,122,53,20,57
2019,5,25,9,28,69,65,41,24,4,28,36,61,36,61,4,28,61,12,12,184,53,20,65
2019,5,25,10,12,28,28,57,12,8,65,28,20,41,45,28,73,65,12,20,49,36,12,45
2019,5,25,11,12,36,65,24,24,20,102,16,36,65,32,36,49,94,45,8,53,28,20,32
2019,5,25,12,24,45,28,36,8,8,90,36,28,4,49,28,24,102,16,8,57,53,24,77
2019,5,25,13,8,49,16,73,16,24,45,32,28,20,16,16,20,102,12,77,36,57,0,28
2019,5,25,14,4,32,49,16,8,36,77,28,32,24,16,16,20,90,45,16,41,32,0,32
2019,5,25,15,8,49,20,28,0,8,102,20,4,8,20,20,20,49,28,12,49,32,8,8
2019,5,25,16,8,41,32,36,12,16,32,61,12,12,12,0,16,65,28,0,16,16,4,28
2019,5,25,17,4,20,32,53,8,16,45,20,24,24,32,8,36,143,12,0,41,16,8,12
2019,5,25,18,32,45,49,41,28,16,94,28,20,12,49,4,16,86,16,12,28,20,8,4
2019,5,25,19,24,41,41,57,20,32,122,20,8,20,28,4,24,86,28,0,28,16,12,16
2019,5,25,20,12,36,49,36,65,20,36,41,12,12,32,4,32,49,28,16,12,28,8,8
2019,5,25,21,12,16,41,41,28,24,94,12,20,32,12,0,12,172,4,4,20,8,0,4
2019,5,25,22,28,20,16,49,28,20,73,16,12,0,16,0,12,41,4,0,12,16,0,8
2019,5,25,23,8,16,45,16,24,16,45,12,16,8,36,0,20,12,8,4,16,4,8,4
2019,5,25,24,0,4,32,24,12,36,41,28,12,4,24,12,28,16,4,4,20,20,8,24
2019,5,26,1,4,8,24,12,12,28,94,20,16,4,28,4,8,24,0,0,4,12,0,12
2019,5,26,2,8,8,49,16,16,16,65,20,0,4,20,4,20,24,0,4,4,8,0,20
