年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,日立市消防本部,宇都宮市中央生涯学習センター,栃木県庁那須庁舎,日光市役所第４庁舎,群馬県衛生環境研究所,館林保健福祉事務所,さいたま市役所,飯能市役所,熊谷市保健センター,東邦大学,千葉県環境研究センター,印旛健康福祉センター成田支所,君津市糠田測定局,東京都多摩小平保健所,新宿区役所第二分庁舎,神奈川県庁第二分庁舎,川崎生命科学・環境研究センター,神奈川県環境科学センター
2019,3,2,13,159,45,1947,426,69,229,73,24,24,582,12,49,86,541,65,41,77,94,28,549
2019,3,2,14,168,45,1820,500,41,254,106,53,16,381,8,82,73,1307,41,86,57,45,8,414
2019,3,2,15,221,98,610,623,192,504,118,49,24,340,36,106,118,2189,94,106,86,20,8,262
2019,3,2,16,217,94,852,791,192,606,86,217,36,336,45,184,217,2673,94,282,98,20,12,106
2019,3,2,17,430,159,1910,992,266,836,188,225,61,623,127,147,475,3296,200,266,270,28,0,151
2019,3,2,18,336,241,1463,910,143,1217,106,250,90,602,69,114,701,2193,508,500,278,69,12,209
2019,3,2,19,545,122,832,643,159,676,135,393,143,262,102,328,815,1619,450,45,627,155,20,90
2019,3,2,20,774,114,504,295,217,733,250,196,155,385,155,647,856,1279,496,49,594,159,28,147
2019,3,2,21,311,172,787,373,258,1209,287,192,262,282,266,762,799,1197,442,61,746,200,20,188
2019,3,2,22,122,82,639,352,274,758,377,344,594,221,750,783,803,1135,344,77,733,151,0,155
2019,3,2,23,307,41,955,418,356,1037,258,164,733,245,1402,869,721,1209,155,250,725,86,20,278
2019,3,2,24,422,57,1049,1406,426,1307,262,274,729,299,643,262,885,1008,82,360,656,77,20,344
2019,3,3,1,332,32,856,1012,504,1418,303,705,368,348,455,82,598,557,143,159,733,98,49,131
2019,3,3,2,114,28,807,643,356,1332,368,1320,102,832,303,82,541,803,282,188,672,114,45,184
2019,3,3,3,110,36,824,926,438,1115,508,1685,172,680,270,135,422,742,237,184,569,233,12,209
2019,3,3,4,98,24,524,947,483,1037,557,1951,82,889,291,352,393,574,143,114,377,368,24,217
2019,3,3,5,45,36,397,795,746,852,430,2197,114,606,188,258,352,364,254,164,274,245,49,262
2019,3,3,6,98,41,393,598,692,807,319,2300,139,315,172,143,184,364,319,147,274,184,49,155
2019,3,3,7,82,49,311,541,856,865,356,2021,110,377,159,127,143,262,274,147,196,151,32,118
2019,3,3,8,180,32,418,295,414,610,344,1680,98,356,217,86,90,287,94,307,135,53,24,36
2019,3,3,9,73,49,414,360,393,606,122,873,114,295,225,53,36,204,36,180,94,12,0,41
2019,3,3,10,262,41,233,426,250,426,192,910,53,24,364,4,8,155,8,12,57,12,0,41
2019,3,3,11,348,36,311,385,258,209,574,245,16,16,73,0,12,24,0,0,24,0,0,8
2019,3,3,12,172,41,278,102,131,344,73,57,0,0,12,0,0,8,12,0,4,4,0,4
2019,3,3,13,127,16,356,24,122,200,24,8,0,8,12,0,0,12,20,4,0,4,0,0
2019,3,3,14,8,12,118,8,32,41,24,12,0,0,0,0,8,0,0,0,0,0,0,4
2019,3,3,15,16,8,36,0,0,20,16,4,4,4,0,4,4,0,0,0,4,0,0,4
2019,3,3,16,20,0,12,0,0,41,86,4,0,4,0,0,4,0,0,0,0,0,0,0
2019,3,3,17,4,4,4,0,0,24,0,4,0,12,4,0,4,0,0,0,0,0,0,0
2019,3,3,18,0,0,4,0,0,20,0,8,0,0,0,0,4,8,4,0,0,0,0,0
2019,3,3,19,0,0,8,0,0,12,0,0,0,0,0,0,0,4,0,4,0,0,0,4
2019,3,3,20,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0
2019,3,3,21,0,0,4,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
2019,3,3,22,0,0,16,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
2019,3,3,23,0,0,12,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2019,3,3,24,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0
2019,3,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2019,3,4,2,0,0,8,4,0,0,0,4,0,0,4,0,16,0,0,0,0,0,0,0
2019,3,4,3,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,4,0,0
2019,3,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0
2019,3,4,5,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2019,3,4,6,0,0,0,8,0,8,4,0,0,8,0,0,0,45,0,0,0,0,0,8
2019,3,4,7,0,0,0,0,0,8,0,4,0,12,0,0,0,0,0,0,0,0,4,0
2019,3,4,8,0,0,12,0,0,8,0,0,0,0,4,0,0,0,0,4,4,0,0,4
2019,3,4,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2019,3,4,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,20
2019,3,4,11,0,0,0,4,0,12,0,4,0,0,4,0,0,0,0,0,4,0,0,32
2019,3,4,12,0,0,8,0,0,12,61,4,0,0,0,0,0,4,0,0,24,0,0,4
2019,3,4,13,0,0,8,0,20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,4,14,0,4,0,4,28,8,0,4,0,0,0,0,0,0,0,0,0,0,0,8
2019,3,4,15,0,0,4,16,36,12,0,0,0,4,4,0,0,0,0,0,0,0,0,12
2019,3,4,16,0,0,0,0,8,4,0,8,0,8,4,0,0,4,0,0,4,0,0,4
2019,3,4,17,0,0,4,0,8,0,0,12,0,4,0,0,0,4,0,0,4,4,0,0
2019,3,4,18,0,0,0,0,16,20,0,20,0,0,8,0,0,12,0,0,4,0,0,0
2019,3,4,19,0,0,12,4,24,4,0,8,0,0,4,0,4,53,0,0,4,0,8,8
2019,3,4,20,0,0,4,8,53,0,0,8,0,0,4,0,4,53,0,0,4,0,0,0
2019,3,4,21,0,0,172,8,20,4,0,4,0,0,0,4,8,57,8,0,8,0,0,0
2019,3,4,22,0,0,750,0,24,-9998,0,0,4,0,0,0,0,151,4,0,0,0,0,0
2019,3,4,23,20,12,1205,0,0,0,0,0,0,0,0,8,0,409,12,0,8,0,0,4
2019,3,4,24,16,4,1898,4,0,0,0,8,0,4,0,8,4,992,12,0,0,0,0,0
2019,3,5,1,36,8,1426,0,4,0,0,0,0,0,0,65,20,274,8,0,0,0,16,0
2019,3,5,2,36,12,795,4,4,0,0,0,4,0,0,20,73,344,16,0,0,0,0,0
2019,3,5,3,8,12,434,0,0,0,0,0,0,0,0,69,20,619,61,0,20,0,4,0
2019,3,5,4,45,0,258,4,8,0,8,0,4,0,0,65,77,368,147,0,12,4,4,0
2019,3,5,5,69,0,828,0,4,0,65,0,4,0,0,28,65,41,122,0,8,12,0,4
2019,3,5,6,49,0,151,0,28,0,65,12,0,0,20,4,28,45,139,0,12,4,0,0
2019,3,5,7,131,4,204,0,77,8,184,16,4,4,41,12,4,98,36,0,20,0,0,0
2019,3,5,8,53,12,373,4,176,41,164,36,4,57,45,8,41,155,32,4,8,4,4,4
2019,3,5,9,61,20,344,28,204,98,4,73,4,65,53,57,69,262,233,12,28,4,20,8
2019,3,5,10,196,41,504,82,168,508,151,110,12,139,41,90,110,1090,225,36,28,16,0,20
2019,3,5,11,225,41,602,274,643,1148,118,82,12,901,24,139,397,2218,155,41,53,4,4,28
2019,3,5,12,270,82,656,938,184,2021,155,65,32,1553,12,192,631,1266,204,45,73,28,4,102
2019,3,5,13,73,82,643,1123,94,1582,69,139,61,1246,94,250,865,1131,229,155,73,16,0,98
2019,3,5,14,65,118,623,1439,114,1111,61,319,53,873,135,245,877,1619,963,65,151,45,4,122
2019,3,5,15,176,135,791,2136,127,988,90,295,77,377,221,266,1398,1447,561,73,200,45,12,61
2019,3,5,16,86,110,627,2394,49,1020,127,192,65,229,61,360,988,1611,418,196,176,45,16,61
2019,3,5,17,118,69,533,1607,98,1959,254,159,73,266,65,528,598,1463,701,118,340,90,20,69
2019,3,5,18,94,36,446,1213,196,2763,233,225,86,151,94,188,438,1562,508,28,463,291,12,377
2019,3,5,19,184,57,467,1012,323,1840,254,533,118,200,204,180,602,1459,319,49,524,184,16,225
2019,3,5,20,196,61,323,787,344,1836,1254,787,147,282,110,811,1082,2451,422,36,528,237,41,213
2019,3,5,21,217,94,209,1082,356,971,1094,647,241,393,147,1307,1090,1832,541,73,643,315,45,241
2019,3,5,22,204,41,164,1279,393,1221,1205,619,397,299,143,463,1402,606,418,94,877,340,49,168
2019,3,5,23,184,16,143,1410,516,1787,1357,491,467,266,131,221,1020,315,299,168,1090,414,65,209
2019,3,5,24,147,45,110,1492,574,1143,1262,446,684,213,397,98,496,184,168,245,1348,258,94,77
2019,3,6,1,49,4,192,1516,746,1139,1180,1627,414,82,901,57,241,102,32,102,819,147,65,73
2019,3,6,2,49,0,299,1586,762,721,1221,1734,118,36,1020,32,57,118,90,122,692,53,0,61
2019,3,6,3,110,20,594,1193,508,778,1234,1976,98,94,500,86,16,102,36,77,328,32,4,65
2019,3,6,4,24,8,627,574,508,586,1217,2045,82,127,127,20,4,102,32,94,192,32,0,53
2019,3,6,5,36,16,500,475,569,213,1598,848,86,262,229,8,28,41,32,41,94,49,0,28
2019,3,6,6,24,8,328,393,537,254,1545,323,41,229,368,16,69,41,155,49,53,24,4,20
2019,3,6,7,12,4,828,209,204,270,955,188,12,65,143,12,73,77,57,45,41,12,4,24
2019,3,6,8,24,8,496,180,114,213,586,336,28,172,200,24,77,94,28,36,45,4,0,20
2019,3,6,9,49,20,610,73,98,209,98,389,16,368,127,102,77,49,32,24,32,8,4,16
2019,3,6,10,24,4,828,147,49,311,168,209,20,139,151,49,110,73,409,8,16,8,4,41
2019,3,6,11,131,53,520,114,106,2144,233,168,12,254,135,41,364,155,82,8,24,36,8,12
2019,3,6,12,430,82,1414,147,397,1894,90,176,28,176,135,164,65,947,122,12,41,32,4,16
2019,3,6,13,340,28,2480,90,455,2168,168,155,24,151,69,57,41,1619,385,16,41,28,16,8
2019,3,6,14,225,49,2000,237,561,2578,127,77,32,204,106,0,16,988,336,20,41,12,4,12
2019,3,6,15,86,45,1865,233,463,2099,135,122,16,315,213,12,8,651,94,28,49,0,4,0
2019,3,6,16,32,110,918,245,299,1418,122,278,24,168,245,36,53,299,86,36,28,20,0,16
2019,3,6,17,122,49,701,266,102,1025,139,233,57,164,217,86,41,233,12,20,49,4,0,4
2019,3,6,18,135,16,389,196,245,1008,73,479,16,278,381,36,20,574,24,24,36,16,0,32
2019,3,6,19,299,12,344,102,352,1758,118,508,24,245,455,36,16,73,36,32,45,16,0,57
2019,3,6,20,610,20,574,209,426,1307,151,541,32,500,348,12,45,24,41,45,12,16,4,36
2019,3,6,21,582,12,688,266,282,3255,217,241,16,287,557,28,28,28,20,4,45,16,0,65
2019,3,6,22,241,0,475,409,204,2660,282,500,24,483,672,12,4,24,28,24,41,20,12,65
2019,3,6,23,98,4,143,475,418,1516,254,615,24,323,422,12,0,8,8,12,49,4,8,36
2019,3,6,24,32,8,135,430,733,988,274,770,12,53,32,0,0,8,4,4,12,0,0,0
2019,3,7,1,4,8,229,537,537,450,94,32,0,16,0,0,0,0,0,4,8,4,0,0
2019,3,7,2,4,8,180,32,61,204,16,4,4,4,4,4,0,0,0,0,0,0,0,0
2019,3,7,3,0,4,102,12,16,209,4,0,0,4,0,0,0,0,0,0,0,0,0,8
2019,3,7,4,0,0,28,8,16,73,0,0,0,4,4,0,0,0,0,0,4,0,0,0
2019,3,7,5,0,0,12,8,8,57,0,0,0,4,0,4,0,0,0,0,0,0,0,0
2019,3,7,6,0,0,4,8,4,69,4,0,0,0,8,0,0,0,0,0,0,0,0,0
2019,3,7,7,0,4,0,0,8,57,0,0,0,4,0,0,0,0,0,0,4,0,0,0
2019,3,7,8,0,0,0,4,0,774,4,0,4,4,4,4,0,0,0,0,4,0,0,0
2019,3,7,9,0,8,0,4,8,520,0,4,0,0,8,0,0,0,0,0,8,0,0,0
2019,3,7,10,0,0,0,12,24,53,4,0,0,0,4,0,4,12,0,0,4,0,0,4
2019,3,7,11,,,,,,,,,,,,,,,,,,,,
2019,3,7,12,,,,,,,,,,,,0,,,,,,,,
2019,3,7,13,4,0,53,610,758,86,250,4,0,12,0,0,8,28,0,0,4,0,0,12
2019,3,7,14,45,0,200,1398,639,102,225,77,0,16,12,8,12,90,0,0,24,0,0,12
2019,3,7,15,41,8,319,1521,619,82,1164,53,8,0,16,4,24,155,0,4,8,4,0,0
2019,3,7,16,98,4,274,1094,807,746,955,159,24,4,16,8,36,135,4,0,4,0,0,8
2019,3,7,17,41,8,213,241,971,1451,947,409,0,16,0,16,28,32,0,0,4,4,4,0
2019,3,7,18,65,0,217,1246,1426,14915,373,98,4,12,69,0,0,4,0,0,4,0,0,0
2019,3,7,19,118,0,209,3591,172,10721,184,65,4,229,69,0,0,4,4,0,0,0,0,0
2019,3,7,20,180,4,94,2763,82,3320,28,28,0,709,20,0,0,12,0,32,0,0,0,36
2019,3,7,21,311,20,28,1549,82,1373,86,418,8,668,12,4,0,41,0,0,4,0,0,28
2019,3,7,22,340,28,397,1730,135,1701,28,159,24,549,4,0,0,303,0,32,61,4,0,188
2019,3,7,23,2033,106,1529,1767,282,3800,57,98,16,377,0,41,24,742,12,41,127,20,12,315
2019,3,7,24,3792,106,1726,1365,315,9233,16,266,12,344,0,77,73,1172,53,20,41,102,8,414
2019,3,8,1,2209,77,3817,1996,155,5301,45,172,12,569,4,49,32,1471,41,16,36,61,4,262
2019,3,8,2,1816,57,5219,1152,237,1898,45,352,4,635,4,57,73,1070,164,32,16,49,4,409
2019,3,8,3,848,69,3062,323,86,307,135,262,4,315,4,131,28,947,172,0,8,57,0,426
2019,3,8,4,405,86,1812,127,106,221,98,49,4,151,28,139,32,897,180,4,41,45,4,414
2019,3,8,5,336,135,2337,127,90,114,16,12,0,422,0,164,49,1344,102,16,45,49,0,229
2019,3,8,6,336,57,3124,143,77,143,73,49,16,615,4,180,49,1000,118,8,69,82,4,180
2019,3,8,7,282,45,2152,82,65,229,45,28,12,442,4,69,16,1045,94,20,69,65,20,356
2019,3,8,8,164,98,2652,409,77,155,16,41,12,623,0,28,8,631,94,4,65,61,8,463
2019,3,8,9,77,94,4948,692,82,332,61,36,12,368,0,16,12,418,118,16,20,28,4,225
2019,3,8,10,225,86,8392,528,41,545,45,36,12,647,8,20,12,278,172,61,41,41,12,192
2019,3,8,11,1041,24,3952,709,86,1254,12,32,41,1426,4,8,16,405,41,319,221,196,24,360
2019,3,8,12,869,36,1980,979,82,2787,53,41,57,1025,12,12,32,401,65,229,418,524,53,590
2019,3,8,13,98,24,1373,1475,110,1291,135,53,36,696,0,20,32,241,82,172,340,635,94,955
2019,3,8,14,73,86,1098,1836,98,668,184,28,28,635,0,16,24,336,73,49,250,512,61,1426
2019,3,8,15,61,61,979,1340,61,315,147,53,36,442,12,36,127,455,90,102,217,352,41,1025
2019,3,8,16,41,127,549,561,143,602,65,32,36,258,0,12,98,701,143,53,233,295,45,934
2019,3,8,17,45,118,664,696,45,147,94,69,24,319,0,41,69,660,61,20,147,196,20,1525
2019,3,8,18,36,98,688,258,16,82,94,53,4,143,8,57,73,1098,184,28,139,147,32,360
2019,3,8,19,32,49,610,303,20,159,45,28,0,118,0,49,53,1812,430,16,77,94,36,217
2019,3,8,20,41,65,422,213,24,118,98,176,12,204,8,49,41,889,262,8,61,77,12,155
2019,3,8,21,209,69,237,340,24,24,127,414,16,250,12,98,65,815,221,24,45,61,4,110
2019,3,8,22,114,53,82,795,65,94,127,159,12,135,36,373,233,877,77,41,49,24,0,155
2019,3,8,23,110,69,192,803,110,717,69,192,94,118,8,721,574,885,57,61,139,61,8,348
2019,3,8,24,250,61,172,955,192,717,114,172,180,53,28,200,803,1143,45,172,295,102,8,582
2019,3,9,1,549,12,225,975,143,418,69,332,274,73,69,168,496,1234,41,184,295,127,24,512
2019,3,9,2,360,16,192,533,139,266,98,217,200,90,118,274,348,844,24,139,254,118,24,496
2019,3,9,3,176,24,143,250,139,73,65,315,147,86,110,299,118,233,36,196,164,110,36,602
2019,3,9,4,32,8,151,147,69,122,28,221,57,90,49,250,86,127,61,114,110,77,12,569
2019,3,9,5,28,12,65,159,106,110,16,176,106,41,102,192,65,233,16,155,139,168,28,360
2019,3,9,6,86,0,57,127,32,73,32,282,41,45,131,98,69,94,24,266,65,250,16,491
2019,3,9,7,65,12,86,196,32,41,65,258,49,20,143,73,147,110,41,463,86,258,0,422
2019,3,9,8,41,0,172,237,57,57,57,332,41,213,12,102,237,188,53,311,114,196,24,364
2019,3,9,9,53,24,127,139,61,65,61,118,36,159,41,131,221,217,106,94,200,86,28,381
2019,3,9,10,57,0,49,61,8,90,41,94,73,147,36,139,180,225,274,90,176,36,4,98
2019,3,9,11,77,0,348,49,24,200,41,254,49,127,131,131,94,270,118,86,118,16,16,147
2019,3,9,12,77,36,459,118,94,1004,24,245,53,135,114,49,45,237,32,65,168,94,0,127
2019,3,9,13,94,94,869,229,73,1320,12,77,73,151,77,36,12,828,65,90,122,41,12,225
2019,3,9,14,184,307,1299,188,114,1348,16,122,98,176,159,20,45,397,110,61,98,77,28,282
2019,3,9,15,168,147,1410,176,73,963,49,225,106,344,147,20,49,709,82,24,217,106,24,61
2019,3,9,16,57,86,1471,217,139,1201,86,147,102,258,106,41,16,561,69,20,151,61,12,36
2019,3,9,17,61,122,951,291,86,725,434,196,61,455,32,36,20,364,90,41,192,53,12,45
2019,3,9,18,73,36,901,307,229,877,1205,336,90,401,110,32,24,389,24,61,69,28,16,12
2019,3,9,19,28,36,832,537,414,979,582,282,131,487,102,20,16,245,36,69,73,8,0,4
2019,3,9,20,102,16,500,409,910,836,356,377,147,491,118,16,0,147,24,45,77,12,0,0
2019,3,9,21,217,16,414,356,1430,696,397,725,65,287,209,8,0,73,4,24,65,8,4,4
2019,3,9,22,139,16,291,373,996,975,578,1189,61,303,270,0,4,147,16,20,12,12,0,0
2019,3,9,23,86,20,360,459,496,1389,615,1721,49,147,159,0,8,200,20,8,45,8,0,4
2019,3,9,24,233,12,832,344,315,1324,811,1557,102,315,319,0,4,204,77,65,61,0,0,0
2019,3,10,1,409,4,660,598,434,856,446,1238,139,307,377,0,0,241,16,73,98,4,0,8
2019,3,10,2,139,12,696,664,430,815,774,1020,385,192,377,0,0,114,8,28,28,0,0,0
2019,3,10,3,287,12,1008,750,631,606,791,1266,217,287,328,4,0,86,4,65,28,4,0,16
2019,3,10,4,241,45,1443,1049,783,1221,1631,1262,377,389,840,4,0,114,16,196,77,0,0,69
2019,3,10,5,356,65,1160,914,770,975,590,1275,565,262,746,0,0,94,8,479,221,4,0,61
2019,3,10,6,196,36,803,569,483,1713,947,1201,713,114,656,28,0,143,16,615,680,8,41,73
2019,3,10,7,168,24,721,426,340,1549,590,1172,746,176,598,127,20,65,45,705,737,53,69,102
2019,3,10,8,147,61,791,405,282,1512,496,1053,348,434,356,348,61,69,20,274,733,94,36,143
2019,3,10,9,168,77,434,565,262,1238,528,848,184,471,172,209,57,237,28,245,602,65,16,94
2019,3,10,10,315,82,254,270,82,418,598,512,209,352,233,204,24,278,28,184,364,65,32,73
2019,3,10,11,323,86,176,139,49,598,389,155,143,184,258,41,20,131,0,139,258,36,12,41
2019,3,10,12,184,16,131,143,143,598,245,102,94,151,122,32,16,192,0,94,139,49,4,8
2019,3,10,13,77,45,106,159,143,524,61,77,73,135,41,8,0,106,36,41,118,16,8,8
2019,3,10,14,57,16,110,135,319,364,53,69,77,86,32,8,4,118,24,24,69,4,0,12
2019,3,10,15,73,12,90,110,61,409,28,53,53,61,45,16,8,155,16,32,65,0,8,4
2019,3,10,16,16,53,159,110,53,287,16,65,65,86,16,0,4,188,20,28,36,8,0,4
2019,3,10,17,86,4,352,98,61,61,49,65,12,82,24,8,8,86,41,8,16,4,0,4
2019,3,10,18,69,32,438,53,77,94,73,102,8,73,53,8,4,73,86,0,16,8,0,8
2019,3,10,19,45,24,188,110,73,315,57,106,8,49,45,0,4,28,24,12,8,8,0,4
2019,3,10,20,12,4,164,135,86,323,643,61,4,41,24,4,16,32,45,16,24,4,0,4
2019,3,10,21,0,4,135,229,225,1246,336,147,16,12,28,0,0,28,49,0,12,0,4,0
2019,3,10,22,12,4,86,110,282,1381,28,90,8,4,12,0,8,49,65,0,41,4,0,4
2019,3,10,23,8,8,200,28,508,877,16,155,0,4,16,4,12,57,4,0,4,4,0,0
2019,3,10,24,24,12,139,8,164,180,4,61,0,4,0,4,0,12,8,0,4,0,0,0
2019,3,11,1,20,0,24,0,8,24,0,4,0,4,4,0,4,32,0,0,0,0,0,0
2019,3,11,2,4,0,16,0,0,8,4,0,0,4,0,0,0,4,0,0,0,0,0,0
2019,3,11,3,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,0,0,0,0,110
2019,3,11,4,0,4,4,0,0,12,4,0,0,4,0,0,0,8,0,0,0,0,0,0
2019,3,11,5,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
2019,3,11,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
2019,3,11,7,0,0,0,0,0,8,0,0,0,0,82,0,0,0,0,0,0,0,0,4
2019,3,11,8,0,0,0,0,4,8,0,0,0,0,4,0,0,0,0,0,0,0,0,8
2019,3,11,9,4,0,0,0,0,32,0,0,4,4,4,4,4,0,0,0,0,8,8,12
2019,3,11,10,0,0,0,16,4,28,0,4,0,4,4,0,4,8,8,0,0,0,0,12
2019,3,11,11,0,0,16,12,4,36,4,16,0,8,12,0,4,4,24,12,8,20,0,0
2019,3,11,12,0,0,4,0,98,69,16,8,8,41,0,0,0,36,110,20,4,28,0,0
2019,3,11,13,8,8,8,12,450,28,20,12,8,45,0,4,0,135,28,0,28,16,0,41
2019,3,11,14,4,61,90,8,184,16,49,57,16,65,16,4,8,131,32,8,4,24,4,82
2019,3,11,15,8,254,409,8,250,4,336,53,12,114,8,8,4,45,82,4,12,41,0,41
2019,3,11,16,69,127,389,24,188,16,1348,176,41,106,49,16,12,118,110,8,28,36,0,57
2019,3,11,17,746,139,45,824,250,110,1238,352,139,889,53,12,61,82,86,86,69,114,12,221
2019,3,11,18,1156,127,287,2812,574,2919,1738,381,180,1234,36,36,196,651,278,524,733,196,16,278
2019,3,11,19,623,139,1492,1836,479,8790,1836,311,106,746,53,151,204,889,217,450,979,254,12,401
2019,3,11,20,500,65,3275,2078,278,7174,1287,336,57,672,106,77,229,504,143,565,668,660,57,450
2019,3,11,21,323,65,4026,5715,139,5022,1070,459,65,729,82,41,118,569,307,135,295,1123,90,90
2019,3,11,22,340,41,8405,2759,147,5481,1070,36,98,233,94,98,250,664,438,168,295,332,41,245
2019,3,11,23,405,4,4444,1033,127,5514,426,41,118,426,94,106,131,258,73,217,397,344,32,1070
2019,3,11,24,426,24,4247,1066,65,5932,135,20,311,397,41,36,69,229,94,209,307,418,65,971
2019,3,12,1,467,20,3804,811,32,2964,184,69,65,450,16,28,180,184,86,143,352,344,32,836
2019,3,12,2,442,16,2484,721,36,2185,348,49,16,266,28,12,147,102,49,86,213,176,45,688
2019,3,12,3,545,12,1709,885,12,1931,65,16,61,266,20,8,114,233,98,122,237,143,32,647
2019,3,12,4,651,28,1762,3325,102,3124,32,32,102,233,4,20,65,143,32,164,311,254,28,467
2019,3,12,5,295,12,1369,4686,118,996,32,53,16,233,8,4,49,217,20,106,90,225,16,446
2019,3,12,6,258,16,1381,2693,20,1016,45,61,8,262,4,36,4,213,49,77,41,159,16,586
2019,3,12,7,795,12,2242,1779,41,631,32,86,8,73,8,24,24,131,20,69,65,139,4,418
2019,3,12,8,963,20,3062,1389,36,1189,36,155,0,118,24,24,24,274,12,110,41,61,4,418
2019,3,12,9,537,61,1459,975,73,1570,36,65,12,237,16,20,36,643,82,176,36,32,16,106
2019,3,12,10,36,77,594,533,73,1935,86,49,28,192,4,28,4,660,131,131,73,41,16,225
2019,3,12,11,90,53,307,336,57,881,131,41,65,90,0,77,86,274,311,82,299,57,0,131
2019,3,12,12,69,36,221,168,82,1693,319,36,61,106,12,57,36,258,225,86,303,20,4,110
2019,3,12,13,122,0,86,135,94,762,799,32,73,98,45,8,69,233,36,61,114,20,4,98
2019,3,12,14,86,36,102,192,90,836,676,45,106,110,20,20,12,258,28,20,69,69,4,53
2019,3,12,15,49,41,135,180,168,787,274,36,61,172,20,41,12,172,36,49,110,45,8,139
2019,3,12,16,41,32,114,254,110,1057,233,36,69,135,41,36,45,180,36,73,127,102,24,49
2019,3,12,17,32,20,139,270,110,4354,360,57,45,131,49,41,61,147,225,8,225,155,24,61
2019,3,12,18,65,16,233,463,368,1266,422,143,94,147,110,155,147,291,274,20,217,102,8,36
2019,3,12,19,184,24,209,684,389,774,541,164,82,61,114,114,233,225,221,20,426,86,16,49
2019,3,12,20,209,28,131,422,287,1143,828,139,143,94,127,98,209,262,122,122,491,82,20,82
2019,3,12,21,122,24,98,209,172,2230,360,94,147,45,77,86,188,356,57,270,397,73,12,8
2019,3,12,22,61,28,90,229,53,828,360,151,131,106,110,61,122,291,41,110,319,114,8,32
2019,3,12,23,45,0,90,32,32,442,225,176,94,86,139,127,139,315,20,69,266,86,20,16
2019,3,12,24,94,32,114,53,4,291,405,65,61,266,188,110,94,377,49,61,176,73,16,69
2019,3,13,1,73,20,102,12,4,196,315,82,53,131,188,168,135,282,41,16,131,131,12,237
2019,3,13,2,200,41,184,12,8,122,496,69,24,94,122,159,110,258,57,49,180,86,8,221
2019,3,13,3,143,12,151,20,8,237,200,176,41,86,65,147,73,254,90,139,122,94,12,209
2019,3,13,4,49,20,262,36,4,307,295,278,41,41,110,102,135,225,45,122,192,86,4,311
2019,3,13,5,69,20,287,82,28,287,524,180,73,77,98,159,229,233,16,61,180,77,28,204
2019,3,13,6,73,8,307,53,28,98,463,213,49,53,164,266,106,209,8,106,127,73,0,155
2019,3,13,7,164,16,213,86,36,110,996,176,82,57,315,258,82,381,73,61,122,16,0,106
2019,3,13,8,127,32,381,200,122,278,787,401,102,94,483,188,53,287,114,86,94,16,0,77
2019,3,13,9,131,73,176,319,73,287,1016,713,77,86,69,69,8,184,49,57,98,61,16,139
2019,3,13,10,102,53,94,393,61,955,459,701,69,118,45,20,12,988,16,49,172,57,20,180
2019,3,13,11,164,45,69,311,82,12509,2685,307,135,291,28,57,24,660,8,57,414,65,20,41
2019,3,13,12,344,41,118,1890,430,1389,1213,295,41,278,53,28,8,409,20,65,336,16,0,12
2019,3,13,13,192,53,127,3849,873,2943,237,344,69,184,139,12,4,262,8,45,196,8,4,24
2019,3,13,14,147,45,967,1434,344,1287,750,209,65,656,106,4,12,57,0,151,438,20,4,16
2019,3,13,15,225,20,1836,1131,360,1049,1849,315,233,1119,82,32,4,94,8,118,368,20,0,32
2019,3,13,16,352,114,4436,930,217,1832,159,229,176,1066,36,24,4,98,8,172,545,28,4,12
2019,3,13,17,254,127,3616,701,237,1295,98,53,61,295,24,172,12,229,12,53,639,41,12,8
2019,3,13,18,135,86,2066,656,106,1393,569,106,32,299,28,254,20,471,32,106,287,32,24,12
2019,3,13,19,373,45,3214,496,86,836,245,184,69,528,32,28,102,192,20,192,446,0,12,12
2019,3,13,20,221,20,4374,455,61,746,213,73,45,291,16,32,69,307,20,168,328,86,36,8
2019,3,13,21,98,28,1385,877,45,496,225,53,20,102,16,20,36,131,8,28,131,36,32,4
2019,3,13,22,176,8,1689,336,0,323,106,82,4,61,110,12,36,61,28,45,69,32,12,0
2019,3,13,23,151,24,631,287,16,377,57,139,8,41,28,32,12,102,24,77,65,77,12,12
