年,月,日,時,笠間市役所,宇都宮市中央生涯学習センター,栃木県林業センター,日光特別地域気象観測所,群馬県衛生環境研究所,群馬県林木育種場,さいたま市役所,飯能市役所,寄居町役場,東邦大学,千葉県環境研究センター,千葉県森林研究センター,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁分庁舎,川崎生命科学・環境研究センター,神奈川県自然環境保全センター
2015,3,8,20,122,61,278,0,401,4,24,36,147,49,20,0,0,12,98,86,110,328
2015,3,8,21,135,77,147,0,336,65,12,28,65,8,24,0,0,8,262,49,98,278
2015,3,8,22,164,106,110,-9998,221,168,8,45,24,4,4,0,0,12,368,49,36,192
2015,3,8,23,53,102,32,-9998,176,159,8,49,8,4,0,0,0,4,360,36,28,106
2015,3,8,24,77,53,20,-9998,45,41,4,24,4,4,4,4,0,8,143,41,24,53
2015,3,9,1,73,41,20,4,65,0,0,32,8,8,4,0,0,24,274,45,86,90
2015,3,9,2,241,49,12,-9998,90,0,4,36,0,12,16,12,0,16,245,41,45,77
2015,3,9,3,69,8,12,16,94,8,4,8,4,12,8,12,0,4,69,12,20,168
2015,3,9,4,254,12,16,8,41,0,4,16,4,8,12,0,0,8,98,24,12,57
2015,3,9,5,110,24,8,0,28,0,4,4,0,4,4,4,0,4,32,12,12,106
2015,3,9,6,336,20,24,0,20,0,0,4,0,8,4,16,0,8,12,4,12,86
2015,3,9,7,143,12,16,4,24,0,0,8,0,4,0,0,0,0,16,8,0,86
2015,3,9,8,49,12,0,0,16,0,0,4,0,0,4,8,0,4,102,12,0,155
2015,3,9,9,28,20,0,0,8,0,0,4,4,4,12,0,0,0,127,8,4,356
2015,3,9,10,184,4,0,0,4,0,0,41,0,4,0,0,0,0,172,8,8,414
2015,3,9,11,36,4,0,0,28,4,4,90,20,0,0,8,0,8,122,4,12,241
2015,3,9,12,45,8,0,0,69,41,0,57,12,0,0,0,0,4,168,12,8,397
2015,3,9,13,196,4,0,0,94,176,0,36,16,0,0,0,0,8,139,4,0,114
2015,3,9,14,24,12,4,0,65,254,0,24,12,0,0,0,0,0,49,0,24,28
2015,3,9,15,36,28,4,0,36,696,0,0,12,4,0,0,0,0,28,0,0,16
2015,3,9,16,12,8,0,-9998,139,0,0,4,4,0,0,0,4,0,16,0,12,36
2015,3,9,17,0,4,0,-9998,8,4,0,0,0,0,0,0,0,12,69,0,0,28
2015,3,9,18,4,8,0,-9998,0,,0,0,0,0,0,0,0,0,0,0,4,4
2015,3,9,19,0,8,0,-9998,0,0,0,0,0,0,0,4,0,0,4,0,4,41
2015,3,9,20,0,0,4,-9998,4,0,0,4,0,0,0,0,0,0,4,0,4,0
2015,3,9,21,0,0,0,-9998,0,4,0,0,0,0,4,0,0,0,12,0,0,0
2015,3,9,22,0,0,0,-9998,0,0,0,0,4,0,0,4,0,0,0,0,0,0
2015,3,9,23,0,0,0,-9998,0,0,0,0,0,0,0,0,0,0,4,0,0,4
2015,3,9,24,0,0,0,-9998,0,12,0,0,0,0,0,0,0,0,4,0,0,4
2015,3,10,1,0,0,0,-9998,0,4,0,0,0,0,0,0,0,0,8,0,4,0
2015,3,10,2,0,0,0,-9998,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,10,3,0,0,0,143,0,8,0,0,0,4,0,0,0,0,0,0,0,0
2015,3,10,4,8,4,12,106,12,12,4,8,4,4,0,0,0,0,0,0,0,0
2015,3,10,5,0,61,233,4,49,49,4,20,0,4,4,0,0,0,0,4,0,0
2015,3,10,6,36,287,1033,0,82,65,0,41,28,12,8,8,4,24,0,4,8,4
2015,3,10,7,20,270,352,4,98,147,0,139,61,12,4,4,0,57,4,61,16,0
2015,3,10,8,53,110,450,8,537,127,24,328,98,4,36,287,4,32,53,77,45,32
2015,3,10,9,323,209,1389,28,364,151,24,487,213,20,24,787,24,77,94,82,106,114
2015,3,10,10,1029,496,209,0,147,131,12,737,389,20,73,1566,49,110,643,110,254,545
2015,3,10,11,2587,627,82,8,237,102,12,1164,225,16,209,668,36,86,709,528,344,1303
2015,3,10,12,1303,533,53,4,73,57,24,1045,176,49,176,450,53,122,500,245,118,1053
2015,3,10,13,783,393,36,4,45,49,36,520,114,16,69,233,45,82,450,110,65,766
2015,3,10,14,409,147,49,12,36,53,20,602,106,61,61,118,8,73,479,155,237,799
2015,3,10,15,287,127,274,28,36,24,8,397,94,94,164,450,16,69,565,303,209,799
2015,3,10,16,639,164,155,24,53,8,8,122,118,28,69,389,45,49,1246,159,151,467
2015,3,10,17,619,213,155,4,86,24,8,106,28,86,98,623,94,270,524,291,500,1119
2015,3,10,18,533,209,53,651,24,41,4,90,90,36,143,557,57,36,254,291,389,1246
2015,3,10,19,196,24,127,746,61,36,8,69,57,8,110,434,-9998,57,188,328,323,545
2015,3,10,20,204,24,192,1660,12,41,8,82,16,16,77,176,-9998,45,270,414,299,1242
2015,3,10,21,373,24,28,-9998,16,53,4,65,45,16,32,209,0,16,315,204,143,926
2015,3,10,22,504,16,278,3837,16,32,0,24,45,4,12,225,8,12,122,77,110,561
2015,3,10,23,623,36,184,-9998,12,106,12,65,20,0,20,164,24,41,204,65,12,209
2015,3,10,24,1160,28,151,910,8,36,12,57,16,0,8,180,12,73,73,131,65,32
2015,3,11,1,53,16,266,844,20,12,4,53,12,0,28,82,4,69,16,127,102,36
2015,3,11,2,24,32,188,524,4,4,12,36,12,8,57,24,4,110,20,53,106,28
2015,3,11,3,16,32,114,852,4,0,8,24,12,61,36,49,8,12,24,131,41,106
2015,3,11,4,57,12,98,901,0,28,12,20,32,73,53,65,0,28,20,49,49,147
2015,3,11,5,20,8,28,422,32,20,16,32,49,61,12,65,20,16,45,32,28,65
2015,3,11,6,36,16,65,69,12,8,4,8,45,24,12,36,28,36,53,36,24,65
2015,3,11,7,28,16,118,278,28,4,8,12,49,49,24,32,28,16,45,41,32,53
2015,3,11,8,41,36,176,422,41,0,8,32,82,49,8,118,45,8,24,69,36,86
2015,3,11,9,61,45,172,401,28,41,4,49,28,20,12,250,41,8,20,106,45,159
2015,3,11,10,3238,12,69,582,57,180,16,24,20,8,36,143,24,0,49,135,45,86
2015,3,11,11,,,,,,,,,,,,,24,,,65,,
2015,3,11,12,94,32,24,4,94,102,12,57,69,4,12,69,36,4,57,82,36,213
2015,3,11,13,278,49,24,4,28,114,4,98,20,4,41,73,12,28,86,114,16,168
2015,3,11,14,61,77,45,86,295,135,8,94,24,4,,73,0,20,65,122,36,143
2015,3,11,15,2300,41,73,20,45,291,20,110,36,20,,90,12,12,73,94,49,188
2015,3,11,16,49,49,36,0,69,352,53,147,8,20,,114,8,57,131,139,28,184
2015,3,11,17,106,90,45,0,57,393,36,94,16,8,41,28,4,32,139,73,24,131
2015,3,11,18,151,172,122,94,16,270,53,73,32,49,36,65,12,36,57,65,57,143
2015,3,11,19,217,94,184,12,90,57,8,254,8,36,41,73,12,12,65,69,73,86
2015,3,11,20,164,184,127,8,53,41,8,266,16,24,16,57,12,16,24,49,32,65
2015,3,11,21,164,49,102,94,65,12,8,217,36,12,16,49,4,8,41,32,20,32
2015,3,11,22,69,28,291,12,77,41,16,49,12,16,8,36,0,12,8,57,20,41
2015,3,11,23,32,8,61,24,20,8,8,28,24,16,8,41,0,24,16,20,28,57
2015,3,11,24,82,12,73,4,12,57,8,73,8,4,4,32,0,4,8,20,0,122
2015,3,12,1,65,24,36,24,36,49,8,28,36,4,0,49,12,4,16,16,8,106
2015,3,12,2,131,20,45,0,16,8,4,20,53,8,0,28,12,0,32,41,12,94
2015,3,12,3,110,32,61,0,98,12,8,36,36,0,4,45,8,16,8,24,8,176
2015,3,12,4,45,12,200,0,340,73,0,16,24,4,0,16,0,0,49,28,8,172
2015,3,12,5,45,16,127,16,184,57,4,41,41,8,8,20,8,4,94,49,20,168
2015,3,12,6,164,8,118,135,49,32,8,73,28,4,12,45,8,4,20,32,28,61
2015,3,12,7,184,45,65,155,8,455,12,106,28,4,12,57,0,16,24,36,20,106
2015,3,12,8,229,36,110,122,57,188,8,65,36,0,8,131,16,12,49,28,16,49
2015,3,12,9,41,82,98,12,32,192,12,41,20,0,4,77,8,16,45,65,4,49
2015,3,12,10,143,45,143,4,36,446,65,24,82,16,16,61,0,0,28,49,16,32
2015,3,12,11,77,122,122,45,53,139,28,45,36,12,8,41,4,4,45,24,12,41
2015,3,12,12,135,45,69,16,16,110,32,69,16,4,8,53,12,16,28,69,16,57
2015,3,12,13,24,65,82,0,4,135,16,36,28,0,8,32,4,24,49,36,32,69
2015,3,12,14,41,139,65,8,24,122,32,41,32,8,8,24,0,24,45,82,20,98
2015,3,12,15,28,82,61,4,32,147,49,24,28,12,16,49,8,12,41,110,36,36
2015,3,12,16,53,73,131,0,57,77,41,45,16,12,8,53,4,8,65,73,49,53
2015,3,12,17,446,65,147,0,36,28,24,45,16,0,36,53,8,61,131,118,49,73
2015,3,12,18,397,49,106,0,32,,36,45,12,12,12,36,28,32,53,102,49,53
2015,3,12,19,446,28,86,0,24,,0,73,12,12,28,86,24,16,184,69,20,73
2015,3,12,20,401,32,656,0,8,4,28,131,28,28,16,106,20,36,237,82,16,20
2015,3,12,21,328,110,1439,8,8,16,8,127,24,20,36,110,12,24,98,28,82,45
2015,3,12,22,262,8,409,0,8,,8,204,24,4,4,151,8,28,57,49,82,82
2015,3,12,23,192,41,561,4,8,,4,127,36,24,24,114,24,90,24,53,106,20
2015,3,12,24,65,45,221,0,16,28,20,49,86,8,32,45,12,82,36,45,94,16
2015,3,13,1,36,20,241,0,0,77,32,36,69,20,69,16,12,61,41,24,12,41
2015,3,13,2,53,28,291,192,4,69,32,16,36,24,49,61,4,82,32,45,77,8
2015,3,13,3,73,41,225,229,28,4,8,32,82,8,45,49,12,73,77,4,94,61
2015,3,13,4,53,233,328,28,20,4,8,45,159,0,49,32,8,53,57,49,65,73
2015,3,13,5,45,86,176,0,4,4,8,41,32,24,41,36,0,65,28,20,61,12
2015,3,13,6,53,61,147,0,4,0,12,4,24,12,45,20,8,36,24,53,65,20
2015,3,13,7,28,49,258,4,16,0,8,49,8,0,20,4,12,32,73,73,36,49
2015,3,13,8,20,36,524,0,49,16,0,36,36,0,24,45,16,32,36,65,49,82
2015,3,13,9,32,24,151,16,32,8,24,36,28,12,8,114,4,36,41,45,32,98
2015,3,13,10,77,73,590,4,28,57,20,65,4,8,8,135,12,16,28,53,24,41
2015,3,13,11,4,45,307,12,106,94,20,36,8,8,20,114,16,20,45,53,28,36
2015,3,13,12,8,49,344,4,77,57,16,61,16,4,16,131,4,4,45,49,45,45
2015,3,13,13,20,41,459,8,204,61,20,49,45,4,0,69,8,8,57,73,24,53
2015,3,13,14,32,69,118,0,73,57,41,73,24,4,8,53,8,16,82,53,16,53
2015,3,13,15,24,36,114,4,82,110,41,77,94,8,12,24,16,12,82,102,24,77
2015,3,13,16,,,,,,,,,,,,,,,,,,
2015,3,13,17,106,65,204,12,73,94,41,53,24,24,16,49,16,8,82,114,57,114
2015,3,13,18,65,102,696,82,24,118,32,36,127,36,12,61,28,16,102,135,45,131
2015,3,13,19,114,69,873,16,20,65,57,41,131,28,53,94,32,61,49,118,53,69
2015,3,13,20,110,36,2484,24,8,147,57,114,82,16,28,139,4,4,36,102,77,65
2015,3,13,21,98,82,672,12,57,90,69,139,110,16,12,106,8,8,69,82,57,102
2015,3,13,22,82,196,1119,12,131,20,45,16,94,8,12,41,24,4,57,82,49,86
2015,3,13,23,73,118,303,102,122,,61,32,143,16,12,98,24,12,94,61,49,98
2015,3,13,24,65,147,557,159,196,,102,82,164,8,20,49,20,12,28,53,36,122
2015,3,14,1,86,176,229,32,49,82,61,65,98,4,28,82,12,16,61,45,36,86
2015,3,14,2,147,98,188,8,41,135,20,90,57,24,8,86,12,36,118,24,12,151
2015,3,14,3,204,102,135,41,36,131,8,147,53,36,4,77,8,8,69,45,24,61
2015,3,14,4,250,139,168,12,32,69,8,114,94,8,45,41,32,12,24,61,41,82
2015,3,14,5,159,176,114,4,49,90,8,168,69,8,8,36,12,0,28,16,32,61
2015,3,14,6,53,57,41,0,20,41,4,82,32,12,20,16,36,16,20,16,12,41
2015,3,14,7,49,36,32,16,12,49,65,69,16,4,24,53,8,4,61,20,12,45
2015,3,14,8,53,114,98,4,16,90,65,77,4,16,20,28,16,16,49,4,16,237
2015,3,14,9,98,32,295,12,94,139,36,139,20,24,16,12,41,8,143,49,28,168
2015,3,14,10,209,49,122,4,139,299,12,57,16,4,139,32,8,4,69,45,24,143
2015,3,14,11,57,77,459,0,147,122,20,20,20,8,28,45,24,12,36,28,32,127
2015,3,14,12,102,53,328,0,106,114,32,16,114,12,32,16,36,4,20,24,16,61
2015,3,14,13,352,69,36,4,291,131,36,12,110,20,20,12,20,20,41,36,28,98
2015,3,14,14,414,102,139,0,143,143,12,16,131,12,49,20,8,4,20,53,36,73
2015,3,14,15,245,77,340,4,135,364,12,,69,16,4,8,28,16,16,24,36,69
2015,3,14,16,262,73,733,0,168,102,16,16,32,20,28,4,20,16,36,32,16,118
2015,3,14,17,106,61,233,4,77,65,28,32,118,0,16,8,4,4,49,49,12,41
2015,3,14,18,106,28,209,4,184,61,45,90,36,8,8,16,8,12,127,28,24,61
2015,3,14,19,241,65,258,8,73,69,24,102,41,12,8,0,8,36,45,32,0,53
2015,3,14,20,270,94,373,0,24,45,20,65,20,12,8,24,12,4,32,12,8,45
2015,3,14,21,196,24,135,0,8,24,16,41,20,8,20,102,0,4,77,20,16,217
2015,3,14,22,164,49,102,0,28,12,32,20,69,20,122,86,0,12,45,28,8,180
2015,3,14,23,151,65,311,16,49,4,164,32,20,36,164,102,0,8,24,65,28,135
2015,3,14,24,98,139,61,0,221,4,209,4,12,12,110,24,4,28,24,147,69,94
2015,3,15,1,102,143,106,0,36,12,143,12,0,12,77,16,4,45,4,168,57,98
2015,3,15,2,36,98,90,0,41,49,143,32,4,4,122,36,0,73,16,131,45,139
2015,3,15,3,86,86,65,0,45,36,139,57,4,8,73,20,4,192,24,73,82,57
2015,3,15,4,65,90,86,0,32,8,102,41,16,4,77,24,0,155,12,98,86,94
2015,3,15,5,94,143,49,8,49,8,135,28,0,8,57,24,4,102,32,90,41,229
2015,3,15,6,49,196,110,0,61,49,36,45,20,20,102,49,0,106,28,65,28,151
2015,3,15,7,77,122,90,4,65,49,77,122,12,57,61,45,0,184,36,82,53,118
2015,3,15,8,90,127,73,0,73,73,82,118,24,28,41,36,65,77,73,49,24,147
2015,3,15,9,168,86,102,0,143,122,73,102,41,24,36,49,20,65,82,57,53,90
2015,3,15,10,209,69,192,0,151,,32,65,69,49,73,32,8,32,77,41,53,86
2015,3,15,11,151,57,155,12,127,53,24,41,69,53,41,32,53,65,4,32,49,114
2015,3,15,12,106,82,90,4,192,82,41,45,28,69,53,36,57,53,24,32,36,102
2015,3,15,13,184,53,172,8,147,69,49,20,77,57,28,20,16,24,28,90,53,94
2015,3,15,14,110,32,65,8,20,,28,24,45,61,16,4,36,16,20,73,24,45
2015,3,15,15,131,41,53,16,28,65,28,12,20,8,28,20,32,16,41,24,77,118
2015,3,15,16,45,24,20,65,414,24,49,28,20,41,16,12,4,20,8,16,32,36
2015,3,15,17,102,131,28,110,122,98,41,41,12,41,16,28,0,8,61,20,53,24
2015,3,15,18,135,65,49,139,32,168,28,24,24,28,4,8,0,28,20,28,65,82
2015,3,15,19,53,90,41,118,106,69,53,65,53,12,8,4,28,49,20,8,28,61
2015,3,15,20,41,73,45,57,229,20,41,24,24,8,4,4,4,45,4,41,41,41
2015,3,15,21,4,69,24,32,65,41,73,36,20,8,0,32,20,36,4,94,36,24
2015,3,15,22,12,49,8,20,82,82,53,0,16,8,4,12,28,61,4,57,41,24
2015,3,15,23,12,77,20,4,36,94,20,12,16,16,24,20,16,57,24,65,20,8
2015,3,15,24,20,94,16,4,65,28,20,24,24,20,12,32,16,28,0,73,61,4
2015,3,16,1,20,90,16,8,57,184,24,32,12,20,28,16,0,32,0,86,61,12
2015,3,16,2,16,94,4,0,164,57,28,20,4,32,28,24,0,36,0,45,16,8
2015,3,16,3,24,110,4,0,77,61,32,28,41,16,16,8,4,32,0,36,32,32
2015,3,16,4,16,65,8,0,57,32,12,12,69,16,24,4,4,53,0,16,32,8
2015,3,16,5,20,20,0,0,41,16,20,24,24,8,8,12,0,45,0,8,12,8
2015,3,16,6,20,4,0,0,12,20,28,61,8,12,8,12,0,20,4,41,16,24
2015,3,16,7,4,32,4,4,12,16,28,20,16,8,8,4,4,16,0,16,49,57
2015,3,16,8,20,20,12,0,32,45,16,16,12,16,20,24,0,24,20,4,28,45
2015,3,16,9,278,41,77,4,53,196,12,28,16,32,16,16,8,12,53,24,110,159
2015,3,16,10,1070,41,102,0,73,69,28,12,4,45,24,12,12,45,28,24,90,217
2015,3,16,11,106,45,155,8,73,184,16,49,16,36,20,90,8,28,32,61,45,143
2015,3,16,12,69,16,114,41,98,217,41,49,20,32,24,65,16,20,32,118,65,90
2015,3,16,13,65,20,139,86,73,127,28,12,16,41,24,69,24,41,20,118,49,106
2015,3,16,14,168,24,61,151,77,106,20,12,12,28,8,61,32,24,8,110,32,139
2015,3,16,15,590,32,102,114,82,90,16,16,20,8,8,41,28,20,36,49,24,217
2015,3,16,16,164,94,344,139,65,135,32,12,16,49,32,20,32,20,12,49,12,77
2015,3,16,17,94,73,139,225,45,,32,57,32,12,4,8,0,20,65,16,20,8
2015,3,16,18,45,41,196,233,36,102,20,45,86,8,8,0,0,49,16,0,28,4
2015,3,16,19,20,12,122,270,98,61,16,28,94,4,0,0,0,0,4,4,4,0
2015,3,16,20,0,24,73,176,118,20,16,4,90,0,0,0,0,8,0,0,0,0
2015,3,16,21,8,32,77,176,77,57,8,8,41,0,0,0,0,4,0,4,8,0
2015,3,16,22,12,0,20,94,65,,0,8,12,0,0,0,0,0,4,0,4,0
2015,3,16,23,49,4,28,102,86,32,8,20,24,0,4,0,0,0,4,0,28,4
2015,3,16,24,28,16,20,16,53,12,4,36,20,0,0,0,0,4,0,0,0,0
2015,3,17,1,16,4,24,0,57,16,4,28,4,0,0,0,0,24,0,0,0,0
2015,3,17,2,16,4,45,4,94,12,12,0,4,0,0,0,0,4,0,4,0,0
2015,3,17,3,4,0,53,0,245,32,0,16,8,0,0,0,0,16,0,4,4,0
2015,3,17,4,0,0,8,0,127,8,0,4,20,0,0,0,0,0,0,0,0,4
2015,3,17,5,4,0,4,0,57,0,0,4,12,0,0,0,0,12,4,0,0,4
2015,3,17,6,4,8,12,4,73,4,8,8,12,4,0,0,4,8,0,4,4,0
2015,3,17,7,8,4,16,4,135,8,12,8,41,0,4,0,0,8,0,0,4,0
2015,3,17,8,61,20,53,4,65,69,16,8,73,8,0,4,0,0,8,8,8,12
2015,3,17,9,209,12,86,0,225,373,20,32,139,8,0,98,0,36,32,20,24,28
2015,3,17,10,164,24,241,20,188,865,28,168,90,12,16,709,8,36,41,24,45,127
2015,3,17,11,241,28,668,114,143,860,8,57,69,8,12,250,28,49,41,32,45,262
2015,3,17,12,344,32,311,381,151,,16,69,69,41,8,303,41,36,57,20,16,262
2015,3,17,13,323,90,270,651,69,381,8,36,45,4,32,250,45,16,16,12,4,319
2015,3,17,14,311,61,159,701,69,,8,20,32,28,16,311,98,20,16,24,57,164
2015,3,17,15,233,86,118,701,57,94,4,8,16,16,16,61,16,8,0,36,61,151
2015,3,17,16,164,49,57,561,90,,8,20,0,4,36,106,16,16,16,53,32,41
2015,3,17,17,127,61,49,602,118,,16,32,12,8,8,24,8,8,32,82,12,102
2015,3,17,18,209,20,155,803,122,57,16,45,8,4,8,8,16,16,32,82,20,65
2015,3,17,19,348,32,86,315,237,57,32,53,28,12,41,0,24,4,12,24,8,24
2015,3,17,20,307,8,57,168,188,90,20,57,86,24,53,4,8,8,0,20,4,32
2015,3,17,21,114,28,32,168,98,53,4,65,36,65,45,8,8,16,4,36,4,24
2015,3,17,22,49,45,49,184,41,57,28,41,77,16,65,4,0,16,4,28,8,12
2015,3,17,23,36,41,20,143,467,3144,20,57,94,36,61,0,8,106,12,82,4,12
2015,3,17,24,49,73,127,114,553,434,73,49,98,41,16,0,0,311,8,180,32,0
2015,3,18,1,8,94,53,45,233,2250,282,98,41,41,53,0,0,155,4,159,102,0
2015,3,18,2,0,53,41,49,319,8171,385,41,172,28,32,12,0,73,4,311,90,8
2015,3,18,3,0,143,114,57,1500,6436,106,57,180,98,82,0,8,24,4,192,151,8
2015,3,18,4,0,164,172,16,315,7375,41,61,94,118,131,0,12,24,0,69,122,8
2015,3,18,5,24,139,102,28,241,8786,147,32,122,61,65,8,0,110,8,151,110,0
2015,3,18,6,0,94,82,168,233,1393,53,98,114,32,4,0,0,77,0,110,94,4
2015,3,18,7,20,164,106,20,565,664,12,274,213,86,49,4,4,143,16,98,73,32
2015,3,18,8,1287,315,426,4,545,660,12,467,106,90,36,32,4,77,258,110,8,225
2015,3,18,9,1685,348,541,32,770,615,12,455,168,28,45,168,82,73,287,36,20,852
2015,3,18,10,2287,143,426,176,528,266,32,237,106,45,16,274,20,118,114,82,32,270
2015,3,18,11,959,172,450,647,147,237,73,155,61,49,8,323,28,65,53,98,28,192
2015,3,18,12,328,176,147,524,102,405,41,65,8,53,53,287,61,45,32,86,36,98
2015,3,18,13,192,188,229,512,106,118,77,36,12,36,397,77,127,12,45,135,139,41
2015,3,18,14,135,90,594,303,114,176,77,36,0,24,291,69,28,41,32,356,139,77
2015,3,18,15,114,24,303,397,90,319,36,41,0,12,94,24,20,24,49,553,135,98
2015,3,18,16,102,16,114,282,110,151,36,106,20,12,57,0,41,16,53,418,57,143
2015,3,18,17,57,36,512,549,147,159,20,94,12,8,8,20,8,8,98,254,61,155
2015,3,18,18,36,49,192,295,192,319,4,45,12,8,16,8,4,0,147,155,32,364
2015,3,18,19,57,41,86,233,106,459,4,24,24,4,8,12,0,4,57,36,16,274
2015,3,18,20,45,20,77,332,49,250,16,32,16,0,8,4,4,12,49,12,24,77
2015,3,18,21,36,20,73,139,106,245,4,8,12,0,4,8,0,4,12,4,28,73
2015,3,18,22,20,12,32,86,168,94,4,20,24,0,0,0,4,4,41,4,16,36
2015,3,18,23,16,20,24,16,77,106,0,16,106,0,8,12,4,8,45,16,20,77
2015,3,18,24,32,20,16,36,24,53,8,12,16,0,12,4,4,4,41,28,24,20
2015,3,19,1,32,28,82,8,8,8,4,8,36,16,4,12,0,8,0,0,8,0
2015,3,19,2,20,106,77,-9998,0,,0,12,20,0,4,8,0,0,4,4,4,4
2015,3,19,3,0,4,8,-9998,4,4,8,4,0,0,0,0,0,12,8,8,4,0
2015,3,19,4,8,4,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0
2015,3,19,5,0,0,8,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0
2015,3,19,6,4,0,0,0,143,0,4,0,4,0,0,0,0,4,0,16,0,0
2015,3,19,7,0,0,0,0,0,4,4,0,0,0,4,0,0,8,0,0,4,0
2015,3,19,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0
2015,3,19,9,0,4,4,0,4,4,8,0,12,4,0,8,0,28,4,8,24,12
2015,3,19,10,0,4,0,0,12,0,8,12,8,0,8,36,12,16,8,53,61,20
2015,3,19,11,8,0,0,0,4,0,16,20,8,41,16,254,0,41,24,53,49,77
2015,3,19,12,16,0,4,0,16,8,8,90,4,49,32,106,0,20,65,57,49,4
2015,3,19,13,8,8,0,4,32,8,32,65,16,36,4,73,24,16,94,28,36,8
2015,3,19,14,20,0,8,8,28,0,12,45,0,45,4,45,4,28,82,4,16,4
2015,3,19,15,0,0,0,0,4,0,0,36,4,12,0,4,0,4,53,8,16,32
2015,3,19,16,0,0,0,0,12,8,0,12,16,0,8,0,0,8,12,16,12,0
2015,3,19,17,0,4,0,0,16,73,8,4,20,0,0,4,0,0,16,0,4,0
2015,3,19,18,0,0,4,0,16,168,0,0,0,0,0,4,0,0,16,4,0,0
2015,3,19,19,0,0,0,0,36,323,0,12,16,0,0,8,0,0,4,0,0,12
2015,3,19,20,0,4,4,0,16,762,0,8,0,0,0,0,0,8,4,0,0,8
2015,3,19,21,0,8,4,0,143,852,0,0,0,0,0,0,0,4,0,0,4,49
2015,3,19,22,0,0,0,0,82,422,0,0,12,0,4,0,0,4,0,0,0,0
2015,3,19,23,0,12,0,4,57,475,4,0,4,0,0,0,0,8,0,8,0,4
2015,3,19,24,4,61,0,0,53,672,4,0,8,0,8,0,0,0,0,8,0,0
2015,3,20,1,4,41,0,0,8,467,0,0,20,0,0,0,0,0,0,16,4,0
2015,3,20,2,0,53,0,0,4,196,0,0,0,4,8,0,0,8,0,4,4,0
2015,3,20,3,4,4,0,0,8,86,16,4,0,4,4,0,0,8,0,24,8,0
2015,3,20,4,0,4,8,0,12,20,8,8,24,0,8,0,0,8,0,20,4,0
2015,3,20,5,0,0,4,0,20,8,0,16,12,8,8,0,0,4,0,12,0,0
2015,3,20,6,0,0,8,0,8,0,4,12,28,0,12,4,0,20,0,8,12,0
2015,3,20,7,0,8,16,0,16,4,4,12,12,0,0,0,0,12,4,4,0,12
2015,3,20,8,0,0,0,0,24,8,4,8,8,8,28,0,0,12,4,8,0,16
2015,3,20,9,0,16,8,8,28,57,16,32,4,0,28,8,12,0,36,28,12,28
2015,3,20,10,0,4,4,8,20,12,4,16,0,0,20,16,8,4,24,24,4,49
2015,3,20,11,28,8,0,8,36,12,0,12,4,0,77,36,4,0,24,49,28,77
2015,3,20,12,36,12,4,82,28,4,41,4,45,0,53,41,16,20,12,41,45,102
2015,3,20,13,110,8,12,36,28,41,8,24,8,8,127,28,4,12,45,82,49,172
2015,3,20,14,114,16,8,20,20,65,12,8,16,12,164,32,4,73,28,53,49,549
2015,3,20,15,135,12,28,8,114,24,4,24,4,8,172,20,24,12,20,61,12,106
2015,3,20,16,114,16,45,0,65,28,16,24,4,8,98,16,32,36,32,143,168,86
2015,3,20,17,69,24,0,0,45,45,12,24,4,4,49,45,41,12,16,200,41,184
2015,3,20,18,69,28,20,20,24,1721,12,24,4,8,16,16,16,32,8,127,36,36
2015,3,20,19,94,77,12,16,1008,2792,16,24,8,0,4,0,20,8,16,155,28,49
2015,3,20,20,180,147,12,20,1037,1750,8,4,20,16,0,0,0,4,8,45,20,8
2015,3,20,21,159,36,24,20,311,344,4,28,57,0,8,4,0,4,4,8,0,8
2015,3,20,22,127,90,12,28,118,213,0,20,241,0,4,0,0,4,12,8,16,0
2015,3,20,23,57,69,0,36,53,303,0,8,602,4,0,0,0,4,24,0,8,20
2015,3,20,24,151,258,0,4,98,209,16,12,266,16,4,8,4,16,53,4,8,24
2015,3,21,1,122,356,0,4,86,254,49,4,356,57,16,4,0,4,20,4,4,12
2015,3,21,2,49,86,8,8,98,155,45,16,127,118,250,8,28,20,12,57,12,53
2015,3,21,3,57,98,0,4,57,155,90,73,213,45,274,8,57,45,24,110,110,90
2015,3,21,4,196,143,0,4,49,77,127,118,520,24,159,0,77,102,127,229,287,192
2015,3,21,5,45,200,0,0,65,86,127,200,455,16,49,20,45,61,94,397,245,241
2015,3,21,6,28,180,0,0,69,73,49,164,303,41,180,110,57,32,69,139,69,118
2015,3,21,7,45,73,16,4,73,110,53,250,139,41,221,77,98,16,65,41,24,94
2015,3,21,8,176,61,110,4,102,82,20,336,168,20,106,61,12,16,110,45,45,53
2015,3,21,9,266,53,295,45,209,49,53,217,82,20,131,90,4,16,98,98,135,45
2015,3,21,10,340,135,336,135,90,,53,200,28,20,45,94,28,32,45,110,106,65
2015,3,21,11,590,127,303,221,57,114,28,102,20,4,127,225,12,20,82,77,45,241
2015,3,21,12,508,131,241,69,77,131,8,90,12,61,241,221,32,16,73,28,49,512
