年,月,日,時,笠間市役所,宇都宮市中央生涯学習センター,栃木県林業センター,日光特別地域気象観測所,群馬県衛生環境研究所,群馬県林木育種場,さいたま市役所,飯能市役所,寄居町役場,東邦大学,千葉県環境研究センター,千葉県森林研究センター,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁分庁舎,川崎生命科学・環境研究センター,神奈川県自然環境保全センター
2015,4,8,17,0,0,0,0,8,0,0,-9998,4,0,0,0,0,0,-9998,0,0,0
2015,4,8,18,49,8,4,0,8,0,0,4,0,0,0,4,4,-9998,0,0,0,8
2015,4,8,19,24,8,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8
2015,4,8,20,0,16,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0
2015,4,8,21,4,8,20,0,12,0,0,0,0,0,0,0,0,0,0,4,0,20
2015,4,8,22,8,12,24,4,12,0,0,4,0,0,0,0,0,0,0,4,0,69
2015,4,8,23,36,57,16,4,0,0,0,0,0,0,4,0,4,0,0,0,0,94
2015,4,8,24,12,41,0,0,0,4,0,4,4,4,0,0,0,20,12,0,0,98
2015,4,9,1,0,41,16,8,0,0,0,12,16,4,4,0,0,16,12,12,0,110
2015,4,9,2,12,45,4,0,8,0,4,8,41,0,4,4,0,8,16,4,0,73
2015,4,9,3,12,8,16,0,4,0,0,41,20,4,20,0,0,8,0,0,4,49
2015,4,9,4,16,24,28,0,0,0,12,24,4,0,12,0,4,4,20,4,4,90
2015,4,9,5,0,28,12,0,0,0,4,0,20,12,20,8,4,8,16,12,4,53
2015,4,9,6,8,4,41,0,8,0,12,20,0,4,12,0,0,4,12,0,0,41
2015,4,9,7,32,4,164,0,12,28,4,16,12,12,16,4,4,4,4,4,20,94
2015,4,9,8,102,8,118,0,28,12,4,73,16,4,20,20,20,0,12,8,12,73
2015,4,9,9,155,20,69,0,16,24,0,8,4,0,8,4,12,8,8,8,12,61
2015,4,9,10,200,12,61,0,24,4,4,24,8,0,28,12,8,4,12,16,53,45
2015,4,9,11,168,28,53,4,73,69,16,73,8,8,28,4,8,4,0,4,41,28
2015,4,9,12,295,12,73,12,45,0,8,36,32,4,12,8,0,8,24,41,49,49
2015,4,9,13,385,45,49,4,32,4,16,53,8,0,20,4,8,12,16,28,20,20
2015,4,9,14,90,45,122,0,172,8,8,57,69,0,16,8,8,4,45,36,65,53
2015,4,9,15,57,73,77,0,32,0,8,45,45,0,12,12,4,8,45,28,65,73
2015,4,9,16,61,139,102,0,53,16,12,53,36,4,20,4,8,8,28,32,16,53
2015,4,9,17,57,143,176,0,16,4,4,20,41,8,8,0,8,16,36,16,24,118
2015,4,9,18,24,57,192,32,118,0,0,24,20,4,8,8,4,12,20,8,12,90
2015,4,9,19,12,20,385,8,49,8,12,28,28,4,8,0,0,4,28,36,12,82
2015,4,9,20,4,8,114,0,94,8,8,16,4,4,8,4,0,12,12,16,16,49
2015,4,9,21,0,0,65,8,12,16,8,16,0,0,0,0,0,4,20,8,0,24
2015,4,9,22,0,20,41,8,28,12,0,16,8,4,4,0,4,4,8,0,0,12
2015,4,9,23,0,32,28,0,28,0,0,12,4,4,8,0,4,8,12,4,0,28
2015,4,9,24,4,61,53,0,28,20,8,12,16,0,4,0,0,4,0,4,0,28
2015,4,10,1,0,41,69,4,36,12,4,4,4,0,8,0,0,0,4,0,0,16
2015,4,10,2,0,45,49,0,4,4,8,12,4,4,0,0,0,0,0,4,0,20
2015,4,10,3,0,24,24,4,12,12,8,8,0,12,16,0,4,36,4,12,0,8
2015,4,10,4,4,32,32,0,4,12,8,8,0,12,8,0,0,0,0,4,16,12
2015,4,10,5,4,24,8,12,12,8,8,8,4,4,4,4,0,0,0,16,0,20
2015,4,10,6,0,4,12,0,28,4,4,16,12,4,16,8,0,0,0,24,0,16
2015,4,10,7,16,12,24,0,12,8,4,16,20,12,24,4,0,4,4,4,20,12
2015,4,10,8,0,16,20,4,12,16,0,36,32,20,4,20,8,4,0,36,41,28
2015,4,10,9,57,41,20,12,241,24,12,45,0,12,36,4,16,16,0,16,110,36
2015,4,10,10,69,24,24,12,303,28,0,12,12,28,12,4,0,4,8,20,122,57
2015,4,10,11,122,20,4,16,32,12,8,8,20,8,4,4,4,41,4,28,127,24
2015,4,10,12,73,8,12,0,110,28,12,32,20,0,16,24,0,20,8,16,127,24
2015,4,10,13,8,28,20,49,135,53,8,114,41,8,16,12,8,28,24,8,77,41
2015,4,10,14,4,4,28,151,82,45,4,114,12,8,12,12,4,28,0,36,164,45
2015,4,10,15,241,4,53,127,61,16,16,57,8,4,12,4,0,36,8,36,131,53
2015,4,10,16,45,16,24,86,164,24,20,65,45,12,4,8,8,53,32,32,114,24
2015,4,10,17,20,16,20,32,287,41,36,69,36,16,0,0,4,53,32,12,16,364
2015,4,10,18,16,24,28,12,241,61,12,16,8,4,8,0,0,28,12,8,16,12
2015,4,10,19,32,4,225,-9998,86,49,0,0,0,0,4,0,0,16,4,8,0,8
2015,4,10,20,4,0,12,-9998,20,0,0,8,0,4,0,4,0,0,0,0,0,0
2015,4,10,21,0,4,0,-9998,4,4,0,0,0,4,0,0,0,0,4,0,0,0
2015,4,10,22,0,4,0,-9998,0,12,0,0,4,0,8,0,0,0,4,0,0,0
2015,4,10,23,0,0,0,-9998,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,10,24,0,0,0,-9998,0,0,0,0,0,0,0,0,0,0,0,4,4,0
2015,4,11,1,0,0,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,11,2,0,0,0,-9998,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2015,4,11,3,0,4,0,-9998,4,0,0,4,0,0,0,0,0,0,0,0,0,0
2015,4,11,4,0,0,0,-9998,16,0,0,0,0,0,0,0,0,4,0,0,0,0
2015,4,11,5,0,0,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,11,6,4,4,0,-9998,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,11,7,0,0,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,11,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,11,9,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
2015,4,11,10,0,4,8,0,0,4,4,0,0,0,0,0,0,0,0,0,4,4
2015,4,11,11,4,4,0,4,49,4,0,0,12,0,4,0,0,0,0,0,8,8
2015,4,11,12,24,8,0,0,139,32,0,0,8,0,0,4,4,8,0,0,0,8
2015,4,11,13,4,32,12,4,90,20,4,8,12,0,4,0,0,12,0,0,12,28
2015,4,11,14,12,65,32,0,45,110,0,0,16,0,4,0,4,32,20,4,73,32
2015,4,11,15,53,49,57,4,86,36,20,16,4,4,8,4,4,12,16,12,127,32
2015,4,11,16,20,32,32,28,45,45,12,16,16,0,28,0,4,32,20,20,49,110
2015,4,11,17,4,12,12,20,8,20,16,4,24,0,4,0,0,12,20,4,61,49
2015,4,11,18,16,49,16,8,24,8,36,4,8,8,8,0,0,12,16,0,49,106
2015,4,11,19,8,90,8,8,61,4,12,4,28,0,0,4,0,16,0,24,20,0
2015,4,11,20,16,0,24,12,102,0,8,0,4,4,0,0,0,4,0,8,0,0
2015,4,11,21,8,28,28,12,8,4,12,20,4,0,4,0,0,4,0,20,0,0
2015,4,11,22,8,8,8,4,82,0,0,0,12,0,8,0,0,8,0,32,0,4
2015,4,11,23,8,20,4,0,4,4,28,4,4,0,12,4,0,4,0,20,12,0
2015,4,11,24,0,233,8,0,4,4,24,0,24,0,4,0,0,24,0,16,8,8
2015,4,12,1,0,16,0,0,12,0,20,0,12,4,8,0,0,16,0,8,0,0
2015,4,12,2,0,8,0,0,32,12,4,4,20,0,12,0,0,0,0,12,0,0
2015,4,12,3,0,0,0,0,12,20,4,8,8,0,4,0,0,4,0,4,0,0
2015,4,12,4,0,16,4,0,0,20,4,12,0,0,4,0,0,0,0,0,0,0
2015,4,12,5,0,8,4,0,61,102,4,0,4,0,0,0,0,8,0,8,8,0
2015,4,12,6,0,0,4,0,53,114,0,4,8,0,4,0,0,12,0,0,0,0
2015,4,12,7,12,53,4,4,41,57,4,8,4,0,12,4,0,4,0,16,0,0
2015,4,12,8,0,8,12,0,225,94,0,16,20,12,8,0,8,12,4,8,4,16
2015,4,12,9,53,16,82,16,32,147,4,12,8,4,12,12,4,4,4,49,8,57
2015,4,12,10,98,16,65,28,110,98,4,8,32,0,12,16,4,4,8,36,8,82
2015,4,12,11,41,36,53,36,41,53,20,20,28,0,41,12,8,8,24,36,24,106
2015,4,12,12,82,4,24,102,36,65,41,8,0,4,16,4,8,8,12,73,8,49
2015,4,12,13,41,28,12,114,20,28,12,28,4,4,16,0,12,12,28,41,8,61
2015,4,12,14,24,32,20,53,32,28,4,28,12,0,41,16,0,8,36,36,16,36
2015,4,12,15,41,24,16,20,32,20,4,28,0,0,8,8,0,0,28,20,12,86
2015,4,12,16,12,24,36,49,41,,8,20,12,0,20,0,0,0,24,53,4,114
2015,4,12,17,32,4,49,49,20,12,0,24,16,4,12,4,8,0,36,0,41,94
2015,4,12,18,8,20,28,102,82,41,4,20,0,16,8,4,4,12,20,8,24,82
2015,4,12,19,4,12,36,73,77,32,4,0,0,4,0,0,4,4,32,4,8,20
2015,4,12,20,4,204,61,77,73,28,12,12,8,0,0,0,0,4,32,0,4,8
2015,4,12,21,4,16,45,57,53,36,4,12,8,0,4,4,0,4,12,8,12,8
2015,4,12,22,4,8,45,36,24,12,0,4,16,12,0,0,0,8,4,4,0,0
2015,4,12,23,0,4,41,49,41,16,8,12,4,4,8,0,0,4,0,16,0,8
2015,4,12,24,0,0,28,20,57,4,4,16,0,4,0,0,0,0,0,0,4,8
2015,4,13,1,0,12,12,4,28,4,4,8,0,4,0,0,0,0,4,0,0,36
2015,4,13,2,0,0,49,0,0,8,4,16,0,4,8,0,4,0,0,0,4,49
2015,4,13,3,0,0,28,4,8,12,0,0,12,0,0,0,0,0,8,4,0,69
2015,4,13,4,4,8,28,0,36,61,0,4,8,0,12,0,4,0,8,20,4,49
2015,4,13,5,4,8,8,0,24,32,8,8,8,0,4,0,0,4,4,16,12,57
2015,4,13,6,0,12,16,0,57,12,0,4,0,0,0,0,0,8,8,4,0,24
2015,4,13,7,0,0,8,4,32,61,4,8,8,0,0,0,0,0,4,0,0,20
2015,4,13,8,12,4,24,28,16,118,0,8,12,0,4,0,0,8,16,8,4,12
2015,4,13,9,24,8,20,8,16,36,8,8,0,8,0,0,0,4,16,20,0,65
2015,4,13,10,32,28,32,73,12,110,0,12,4,12,4,0,0,12,32,0,4,12
2015,4,13,11,77,32,77,-9998,0,32,0,28,0,4,45,0,0,8,0,0,12,0
2015,4,13,12,61,4,41,-9998,4,12,0,0,0,0,0,4,0,4,4,4,4,4
2015,4,13,13,12,4,0,-9998,4,0,0,0,4,0,0,0,0,0,0,0,0,0
2015,4,13,14,12,0,0,-9998,0,0,0,0,0,0,0,0,8,4,0,0,0,0
2015,4,13,15,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2015,4,13,16,0,8,0,0,0,0,0,4,0,4,0,0,0,12,4,0,0,0
2015,4,13,17,12,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0
2015,4,13,18,0,0,0,0,0,4,24,0,4,0,4,4,0,0,0,0,0,0
2015,4,13,19,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,13,20,0,0,0,0,20,4,0,0,0,0,0,4,0,0,0,0,0,0
2015,4,13,21,8,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4
2015,4,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2015,4,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2015,4,14,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0
2015,4,14,2,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0
2015,4,14,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,14,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,14,5,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
2015,4,14,6,0,0,0,0,20,0,0,0,8,0,0,0,0,0,0,0,4,0
2015,4,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2015,4,14,8,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,4,0,0
2015,4,14,9,0,12,8,0,20,0,0,0,0,0,0,0,0,8,4,0,4,8
2015,4,14,10,4,0,4,4,8,0,0,4,0,0,0,0,0,0,0,4,12,12
2015,4,14,11,8,12,0,4,12,4,0,0,0,0,4,4,0,0,0,0,0,8
2015,4,14,12,4,8,4,0,24,12,0,4,0,0,4,0,0,0,0,12,0,4
2015,4,14,13,0,0,4,8,4,4,0,0,0,0,0,0,0,4,0,0,4,4
2015,4,14,14,0,4,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,8
2015,4,14,15,0,0,0,4,4,8,0,0,12,0,0,0,0,0,0,0,0,4
2015,4,14,16,0,4,4,0,0,4,0,0,8,0,4,4,0,4,4,12,0,8
2015,4,14,17,0,0,0,4,4,0,0,0,0,0,0,4,0,4,0,0,0,4
2015,4,14,18,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0
2015,4,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2015,4,14,20,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0
2015,4,14,21,0,0,0,0,0,0,0,0,20,4,0,0,0,4,0,0,0,0
2015,4,14,22,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
2015,4,14,23,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,14,24,135,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2015,4,15,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2015,4,15,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
2015,4,15,3,0,0,0,0,0,4,0,0,0,0,0,0,4,8,0,0,0,86
2015,4,15,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,184
2015,4,15,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,94
2015,4,15,6,0,0,0,0,0,0,0,8,0,0,0,4,0,4,8,12,0,82
2015,4,15,7,4,0,4,0,0,4,0,4,0,16,4,8,0,8,20,24,8,106
2015,4,15,8,0,0,0,4,0,36,20,24,0,8,28,57,4,41,143,127,41,151
2015,4,15,9,12,0,8,0,8,24,20,12,4,20,12,41,16,65,86,147,41,122
2015,4,15,10,0,28,8,4,36,41,86,32,4,12,8,36,8,24,36,82,8,122
2015,4,15,11,4,12,12,16,69,16,8,12,16,12,16,28,8,4,20,77,16,20
2015,4,15,12,20,16,53,8,90,32,20,32,61,4,8,12,0,12,20,77,49,36
2015,4,15,13,8,102,28,41,90,28,20,20,69,4,16,4,0,12,24,61,24,36
2015,4,15,14,16,65,69,12,32,16,8,16,65,4,12,4,0,4,28,57,16,8
2015,4,15,15,8,12,8,12,24,82,12,8,32,4,4,4,4,8,20,86,4,32
2015,4,15,16,28,32,12,4,287,0,24,8,28,8,8,12,0,0,20,94,45,12
2015,4,15,17,0,32,20,0,53,4,16,0,4,4,8,8,0,20,0,82,4,90
2015,4,15,18,8,36,4,-9998,61,4,12,12,0,4,4,8,8,8,0,90,20,73
2015,4,15,19,8,12,0,8,12,4,0,4,20,8,8,16,4,16,8,90,32,61
2015,4,15,20,0,0,8,12,57,4,12,16,4,12,8,12,4,12,0,77,24,28
2015,4,15,21,0,4,8,4,8,4,4,8,4,8,0,0,8,12,4,28,12,12
2015,4,15,22,0,8,0,0,41,12,16,4,0,16,4,8,16,12,4,41,16,16
2015,4,15,23,0,0,0,4,20,12,20,4,8,16,8,8,4,28,8,28,4,8
2015,4,15,24,0,4,4,0,28,20,8,4,8,4,8,0,4,8,0,16,32,0
2015,4,16,1,0,8,0,16,36,20,12,0,0,8,8,8,0,4,0,122,0,4
2015,4,16,2,0,0,0,4,32,57,4,0,0,0,20,4,4,8,0,159,32,0
2015,4,16,3,0,4,4,4,8,57,4,16,8,8,8,12,4,4,4,90,45,0
2015,4,16,4,0,4,8,0,8,86,28,0,4,0,12,0,0,0,0,77,36,0
2015,4,16,5,0,28,0,20,36,57,4,0,0,28,16,0,0,8,4,77,12,8
2015,4,16,6,0,4,8,4,53,20,4,8,4,16,16,4,0,12,0,45,41,0
2015,4,16,7,8,28,24,8,16,36,4,0,28,24,24,20,4,20,4,53,122,53
2015,4,16,8,4,12,41,77,20,77,16,24,69,24,36,86,16,49,16,180,180,106
2015,4,16,9,28,20,41,45,65,65,16,32,57,20,0,28,4,32,8,135,77,122
2015,4,16,10,102,24,36,8,110,82,12,28,24,8,28,41,0,53,16,86,61,159
2015,4,16,11,77,53,28,12,106,90,16,36,24,8,16,57,24,24,12,61,65,114
2015,4,16,12,151,28,45,32,98,69,32,28,20,4,8,28,4,41,8,94,77,86
2015,4,16,13,36,20,36,86,102,41,16,20,24,12,12,41,12,36,24,73,28,131
2015,4,16,14,118,0,36,12,102,49,20,24,28,12,16,20,12,24,16,49,53,61
2015,4,16,15,45,20,16,53,135,28,12,36,0,0,36,4,0,4,45,180,57,98
2015,4,16,16,135,32,28,49,98,45,20,49,24,8,24,28,12,8,77,118,32,90
2015,4,16,17,53,32,82,32,159,53,16,12,28,24,28,82,32,12,49,245,114,151
2015,4,16,18,98,69,57,73,118,41,16,41,77,20,16,77,8,41,8,295,36,127
2015,4,16,19,127,41,57,86,221,61,12,36,36,4,20,36,16,28,16,389,53,49
2015,4,16,20,45,32,28,8,192,49,28,24,20,16,16,49,28,45,4,282,24,57
2015,4,16,21,8,28,32,36,98,53,8,16,28,20,8,36,20,57,4,344,41,57
2015,4,16,22,20,49,20,12,53,36,24,28,65,4,24,12,12,110,0,270,16,45
2015,4,16,23,20,73,32,28,102,49,20,20,57,4,8,28,20,45,12,491,45,94
2015,4,16,24,4,28,16,8,90,36,20,28,20,4,20,16,4,28,8,266,16,57
2015,4,17,1,4,28,20,8,57,53,12,24,41,0,12,16,0,28,0,192,24,110
2015,4,17,2,16,32,8,16,77,77,28,12,12,4,8,24,0,28,12,45,16,122
2015,4,17,3,16,20,4,4,143,65,4,4,32,8,4,20,8,53,8,110,0,69
2015,4,17,4,4,8,12,4,53,94,16,4,32,4,0,4,16,24,4,82,16,53
2015,4,17,5,12,36,4,8,61,41,0,4,24,0,4,12,0,24,4,69,16,143
2015,4,17,6,0,53,8,8,45,82,4,4,12,4,28,20,0,0,4,110,20,184
2015,4,17,7,12,16,28,8,28,41,8,16,12,4,0,32,0,28,16,57,57,131
2015,4,17,8,20,73,57,20,172,53,12,49,12,20,16,49,4,82,118,102,114,164
2015,4,17,9,45,32,45,45,180,69,24,32,8,16,12,61,4,94,49,274,41,180
2015,4,17,10,49,28,32,98,262,77,32,45,45,8,16,36,8,86,49,106,57,82
2015,4,17,11,102,53,45,209,147,61,16,45,49,4,16,12,8,53,45,192,73,45
2015,4,17,12,106,57,32,98,135,45,41,61,24,4,16,24,0,110,16,118,45,16
2015,4,17,13,172,86,20,45,213,57,49,45,49,4,8,12,8,57,32,94,49,53
2015,4,17,14,102,53,45,16,164,102,45,73,4,12,0,20,0,28,49,209,24,86
2015,4,17,15,143,45,12,8,463,65,20,36,24,0,12,8,4,90,41,250,16,155
2015,4,17,16,73,32,28,20,483,49,24,28,36,0,12,16,8,77,36,233,36,127
2015,4,17,17,147,24,8,20,414,41,57,69,12,4,28,4,8,110,45,200,28,131
2015,4,17,18,82,20,8,12,446,32,8,77,16,0,16,0,28,36,77,135,77,250
2015,4,17,19,41,49,28,16,237,69,0,41,49,8,16,16,12,41,32,32,24,118
2015,4,17,20,4,49,28,20,131,49,0,24,28,0,12,4,0,20,32,53,8,118
2015,4,17,21,8,28,32,0,159,61,0,53,20,0,4,4,0,0,53,45,8,49
2015,4,17,22,4,45,49,16,127,98,0,53,65,0,12,0,4,8,32,4,8,69
2015,4,17,23,4,61,41,24,82,57,4,86,41,0,0,4,4,0,20,20,8,102
2015,4,17,24,0,8,41,57,135,106,0,69,41,0,4,4,4,12,4,12,4,69
2015,4,18,1,0,20,16,53,245,57,-9997,-9997,-9997,4,4,0,8,24,8,16,12,57
2015,4,18,2,0,12,32,41,213,94,-9997,-9997,-9997,16,0,4,0,28,4,24,28,45
2015,4,18,3,0,8,28,53,110,98,-9997,-9997,-9997,4,12,0,0,20,12,28,12,36
2015,4,18,4,0,16,8,73,32,86,-9997,-9997,-9997,12,8,12,0,20,8,28,20,20
2015,4,18,5,0,16,12,77,110,196,-9997,-9997,-9997,28,4,8,0,8,4,114,41,8
2015,4,18,6,4,12,0,28,143,131,-9997,-9997,-9997,12,8,4,0,4,16,204,49,0
2015,4,18,7,8,32,12,49,139,135,-9997,-9997,-9997,36,24,20,4,24,16,496,49,82
2015,4,18,8,20,16,41,57,233,164,-9997,-9997,-9997,20,36,176,45,65,32,901,147,172
2015,4,18,9,28,53,49,45,237,90,-9997,-9997,-9997,8,82,143,28,57,24,602,61,57
2015,4,18,10,57,73,86,28,282,143,-9997,-9997,-9997,8,73,155,32,32,49,533,102,49
2015,4,18,11,36,65,127,8,233,90,-9997,-9997,-9997,20,41,118,28,24,45,619,73,61
2015,4,18,12,32,86,24,8,192,102,-9997,-9997,-9997,8,73,73,16,24,65,504,45,57
2015,4,18,13,8,49,36,24,368,,-9997,-9997,-9997,4,20,86,12,53,53,225,69,36
2015,4,18,14,8,73,45,16,245,77,-9997,-9997,-9997,4,41,53,20,12,45,319,110,69
2015,4,18,15,4,41,24,32,250,94,-9997,-9997,-9997,8,16,98,12,16,20,168,98,73
2015,4,18,16,4,41,32,32,270,,-9997,-9997,-9997,4,24,32,0,8,32,209,77,57
2015,4,18,17,16,32,32,16,291,131,-9997,-9997,-9997,12,12,73,8,41,49,118,16,49
2015,4,18,18,20,24,94,4,393,73,-9997,-9997,-9997,0,16,32,8,12,24,61,82,41
2015,4,18,19,45,53,45,8,430,61,-9997,-9997,-9997,8,4,20,8,8,45,77,8,53
2015,4,18,20,28,16,49,0,217,61,-9997,-9997,-9997,4,8,24,8,24,53,73,24,69
2015,4,18,21,24,4,57,8,143,32,-9997,-9997,-9997,8,4,20,4,20,45,45,8,20
2015,4,18,22,20,16,28,12,98,45,-9997,-9997,-9997,8,8,28,8,16,24,69,20,45
2015,4,18,23,28,8,16,16,61,,-9997,-9997,-9997,4,8,32,32,12,28,86,32,24
2015,4,18,24,0,24,20,12,77,45,-9997,-9997,-9997,4,16,45,16,41,24,135,20,20
2015,4,19,1,0,20,8,12,61,49,16,12,168,4,32,41,16,24,20,122,41,20
2015,4,19,2,8,12,0,28,65,53,8,98,45,8,28,16,12,24,24,127,36,12
2015,4,19,3,12,12,8,28,49,36,12,4,77,12,24,12,4,45,16,127,20,20
2015,4,19,4,4,20,4,8,77,53,8,0,24,16,41,20,0,12,12,86,28,8
2015,4,19,5,4,8,8,12,69,82,20,4,102,4,24,8,0,45,16,90,32,12
2015,4,19,6,12,0,4,4,49,16,4,20,36,8,61,0,4,53,0,32,16,4
2015,4,19,7,12,41,36,12,41,45,0,65,41,20,36,49,0,41,12,41,24,49
2015,4,19,8,69,77,36,36,114,65,12,45,57,16,32,32,8,73,61,122,12,65
2015,4,19,9,233,61,24,16,164,45,16,45,94,45,8,61,32,77,86,86,196,114
2015,4,19,10,65,32,28,41,209,61,36,53,184,32,45,61,41,90,65,168,352,131
2015,4,19,11,225,188,45,53,139,49,36,36,69,36,53,49,20,36,65,192,262,94
2015,4,19,12,98,36,41,61,131,61,20,53,73,57,32,49,8,41,73,147,180,106
2015,4,19,13,114,69,16,65,184,57,36,73,69,24,16,73,20,41,57,151,155,102
2015,4,19,14,57,65,53,24,184,45,36,102,110,24,8,49,24,49,73,49,61,82
2015,4,19,15,102,49,77,16,106,28,12,53,49,24,36,36,24,49,41,36,69,61
2015,4,19,16,94,45,61,20,36,53,16,53,82,12,16,16,28,73,45,82,102,102
2015,4,19,17,45,69,41,45,24,20,28,57,53,4,16,20,32,45,36,57,90,61
2015,4,19,18,41,16,45,20,16,12,20,147,0,24,8,16,8,36,135,41,73,82
2015,4,19,19,270,61,53,4,16,4,16,20,4,12,12,4,8,53,61,102,32,61
2015,4,19,20,20,0,4,0,0,0,8,8,8,8,12,4,0,36,45,49,455,20
2015,4,19,21,24,12,4,0,4,8,0,8,8,8,8,12,0,32,36,82,36,36
2015,4,19,22,32,4,4,0,4,12,8,16,0,16,4,16,8,24,41,41,73,45
2015,4,19,23,8,4,0,0,12,4,4,0,4,41,4,8,0,20,32,57,131,53
2015,4,19,24,73,12,8,0,4,4,0,20,8,32,12,0,0,20,8,28,139,98
2015,4,20,1,8,4,4,0,4,4,8,45,8,4,12,8,0,4,8,41,20,69
2015,4,20,2,0,4,4,0,36,8,8,32,4,20,16,0,0,20,0,8,4,86
2015,4,20,3,0,4,0,8,16,8,0,8,4,0,8,0,0,32,4,4,8,94
2015,4,20,4,8,4,4,0,16,8,16,20,8,4,8,0,0,118,16,12,8,32
2015,4,20,5,12,8,4,4,16,12,4,12,4,0,8,4,0,77,0,8,4,16
2015,4,20,6,20,8,4,0,24,8,12,28,16,12,0,16,0,53,8,4,4,32
2015,4,20,7,12,4,8,12,28,8,8,24,45,0,4,4,0,16,49,20,16,28
2015,4,20,8,12,0,8,4,73,16,12,69,16,8,28,8,8,20,61,20,4,77
2015,4,20,9,24,8,24,4,196,32,32,57,41,0,4,36,16,90,94,57,0,53
2015,4,20,10,41,4,28,28,82,20,12,86,53,8,20,45,36,0,176,69,4,49
2015,4,20,11,73,0,4,0,73,4,16,188,86,32,32,28,45,8,36,131,4,41
2015,4,20,12,73,0,4,0,69,8,28,106,53,16,32,49,20,0,28,192,0,20
2015,4,20,13,0,4,4,8,131,8,16,131,86,4,20,24,24,0,28,184,16,0
2015,4,20,14,4,8,4,0,159,4,0,168,65,4,8,8,4,0,20,32,16,0
2015,4,20,15,0,4,0,0,94,24,4,106,77,0,4,0,0,8,36,20,0,0
2015,4,20,16,0,0,8,0,65,16,0,20,98,0,0,4,8,0,16,12,0,4
2015,4,20,17,0,4,4,0,82,12,16,4,12,0,24,4,4,8,0,0,0,0
2015,4,20,18,4,4,4,0,45,8,0,0,0,8,4,4,0,4,0,0,0,0
2015,4,20,19,12,0,4,0,196,4,12,0,0,0,4,0,0,4,4,4,0,0
2015,4,20,20,36,0,4,0,20,0,0,0,0,0,4,0,0,0,4,0,0,0
2015,4,20,21,0,0,0,0,8,16,0,4,0,0,4,0,0,0,0,0,0,0
2015,4,20,22,0,4,0,0,4,8,0,0,0,0,0,8,0,0,0,0,0,0
2015,4,20,23,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
2015,4,20,24,0,8,4,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0
2015,4,21,1,0,8,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0
2015,4,21,2,0,0,0,4,12,8,0,4,8,0,0,0,0,4,4,0,0,4
2015,4,21,3,0,0,0,0,12,4,4,0,4,0,4,4,0,4,0,24,0,0
2015,4,21,4,0,4,0,0,57,4,4,0,0,0,0,0,0,12,0,0,0,0
2015,4,21,5,0,0,4,0,45,20,0,0,36,0,0,0,0,4,0,4,0,4
2015,4,21,6,0,4,16,0,106,8,8,8,45,0,0,8,0,0,0,8,4,8
